,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
407,3296.0,299,283,94.6%,280,287,96.0%,4,1.3%,3
408,3295.0,317,300,94.6%,298,300,94.6%,0,0.0%,2
409,4960.0,193,186,96.4%,185,187,96.9%,1,0.5%,1
410,9999.0,3,2,66.7%,2,2,66.7%,0,0.0%,0
411,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
412,4828.0,103,88,85.4%,87,88,85.4%,0,0.0%,1
413,7012.0,85,49,57.6%,44,50,58.8%,1,1.2%,5
414,9999.0,42,9,21.4%,5,10,23.8%,1,2.4%,4
415,2618.0,181,140,77.3%,129,143,79.0%,3,1.7%,11
416,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
417,2623.0,399,285,71.4%,285,293,73.4%,8,2.0%,0
418,7672.0,117,0,0.0%,0,0,0.0%,0,0.0%,0
419,2339.0,93,55,59.1%,48,61,65.6%,6,6.5%,7
420,7777.0,51,42,82.4%,42,43,84.3%,1,2.0%,0
421,1902.0,275,236,85.8%,231,240,87.3%,4,1.5%,5
422,9999.0,1,0,0.0%,0,1,100.0%,1,100.0%,0
423,1159.0,254,235,92.5%,228,235,92.5%,0,0.0%,7
424,7574.0,100,93,93.0%,93,95,95.0%,2,2.0%,0
425,7678.0,75,68,90.7%,67,73,97.3%,5,6.7%,1
426,8207.0,194,173,89.2%,172,181,93.3%,8,4.1%,1
427,7961.0,85,70,82.4%,70,71,83.5%,1,1.2%,0
428,7909.0,105,94,89.5%,92,97,92.4%,3,2.9%,2
429,7910.0,54,49,90.7%,40,52,96.3%,3,5.6%,9
430,7582.0,65,58,89.2%,58,64,98.5%,6,9.2%,0
431,4249.0,144,102,70.8%,102,102,70.8%,0,0.0%,0
432,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
433,6105.0,244,172,70.5%,160,189,77.5%,17,7.0%,12
434,5098.0,288,241,83.7%,235,245,85.1%,4,1.4%,6
435,3158.0,98,68,69.4%,64,68,69.4%,0,0.0%,4
436,3305.0,425,386,90.8%,385,394,92.7%,8,1.9%,1
437,3994.0,64,40,62.5%,38,44,68.8%,4,6.3%,2
438,7890.0,127,82,64.6%,77,89,70.1%,7,5.5%,5
439,1790.0,141,111,78.7%,110,113,80.1%,2,1.4%,1
440,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
441,3962.0,144,57,39.6%,57,57,39.6%,0,0.0%,0
442,9999.0,7,0,0.0%,0,0,0.0%,0,0.0%,0
443,8187.0,340,208,61.2%,173,226,66.5%,18,5.3%,35
444,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
445,4091.0,162,104,64.2%,103,106,65.4%,2,1.2%,1
446,8071.0,584,424,72.6%,413,437,74.8%,13,2.2%,11
447,1794.0,61,43,70.5%,38,44,72.1%,1,1.6%,5
448,1623.0,32,18,56.3%,17,20,62.5%,2,6.3%,1
449,9999.0,8,0,0.0%,0,0,0.0%,0,0.0%,0
450,6863.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
451,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
452,3541.0,150,83,55.3%,77,88,58.7%,5,3.3%,6
453,6583.0,86,62,72.1%,50,62,72.1%,0,0.0%,12
454,2686.0,110,88,80.0%,88,93,84.5%,5,4.5%,0
455,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
456,6181.0,54,40,74.1%,34,40,74.1%,0,0.0%,6
457,1164.0,129,95,73.6%,93,96,74.4%,1,0.8%,2
458,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
459,3040.0,64,40,62.5%,23,40,62.5%,0,0.0%,17
460,5017.0,256,216,84.4%,212,223,87.1%,7,2.7%,4
461,9999.0,1,1,100.0%,1,1,100.0%,0,0.0%,0
462,3045.0,142,92,64.8%,92,99,69.7%,7,4.9%,0
463,4044.0,105,79,75.2%,78,80,76.2%,1,1.0%,1
464,9999.0,4,0,0.0%,0,1,25.0%,1,25.0%,0
465,4951.0,281,244,86.8%,233,247,87.9%,3,1.1%,11
466,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
467,8114.0,43,28,65.1%,25,30,69.8%,2,4.7%,3
468,1550.0,62,33,53.2%,33,38,61.3%,5,8.1%,0
469,6936.0,132,99,75.0%,93,99,75.0%,0,0.0%,6
470,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
471,4458.0,170,121,71.2%,121,133,78.2%,12,7.1%,0
472,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
473,7944.0,115,63,54.8%,56,68,59.1%,5,4.3%,7
474,4049.0,85,52,61.2%,49,62,72.9%,10,11.8%,3
475,9999.0,6,0,0.0%,0,0,0.0%,0,0.0%,0
476,254.0,455,423,93.0%,417,425,93.4%,2,0.4%,6
477,6610.0,262,206,78.6%,192,208,79.4%,2,0.8%,14
478,7546.0,56,51,91.1%,51,51,91.1%,0,0.0%,0
479,3048.0,64,44,68.8%,41,44,68.8%,0,0.0%,3
480,3495.0,345,303,87.8%,299,306,88.7%,3,0.9%,4
481,6455.0,679,624,91.9%,623,635,93.5%,11,1.6%,1
482,9999.0,42,40,95.2%,40,40,95.2%,0,0.0%,0
483,2689.0,79,71,89.9%,65,71,89.9%,0,0.0%,6
484,9999.0,3,2,66.7%,2,2,66.7%,0,0.0%,0
485,695.0,121,91,75.2%,79,94,77.7%,3,2.5%,12
486,9999.0,8,4,50.0%,4,4,50.0%,0,0.0%,0
487,9999.0,9,1,11.1%,0,1,11.1%,0,0.0%,1
488,2704.0,166,127,76.5%,116,127,76.5%,0,0.0%,11
489,7762.0,21,3,14.3%,3,3,14.3%,0,0.0%,0
490,7942.0,72,54,75.0%,46,59,81.9%,5,6.9%,8
491,1084.0,127,122,96.1%,121,122,96.1%,0,0.0%,1
492,9999.0,5,1,20.0%,1,1,20.0%,0,0.0%,0
493,9999.0,8,4,50.0%,3,4,50.0%,0,0.0%,1
494,4469.0,120,94,78.3%,86,98,81.7%,4,3.3%,8
495,7829.0,57,47,82.5%,47,50,87.7%,3,5.3%,0
496,7930.0,84,46,54.8%,43,50,59.5%,4,4.8%,3
497,3321.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
498,6729.0,335,287,85.7%,262,287,85.7%,0,0.0%,25
499,9999.0,19,0,0.0%,0,0,0.0%,0,0.0%,0
500,6998.0,50,33,66.0%,31,33,66.0%,0,0.0%,2
501,9999.0,5,1,20.0%,1,1,20.0%,0,0.0%,0
502,6793.0,641,583,91.0%,577,585,91.3%,2,0.3%,6
503,1489.0,42,31,73.8%,31,31,73.8%,0,0.0%,0
504,6145.0,142,99,69.7%,93,108,76.1%,9,6.3%,6
505,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
506,7101.0,339,278,82.0%,278,289,85.3%,11,3.2%,0
507,4958.0,48,26,54.2%,24,28,58.3%,2,4.2%,2
508,9999.0,8,4,50.0%,4,5,62.5%,1,12.5%,0
509,5345.0,948,850,89.7%,848,862,90.9%,12,1.3%,2
510,2446.0,217,157,72.4%,148,162,74.7%,5,2.3%,9
511,3883.0,140,100,71.4%,94,100,71.4%,0,0.0%,6
512,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
513,3988.0,91,57,62.6%,48,58,63.7%,1,1.1%,9
514,3505.0,437,355,81.2%,341,357,81.7%,2,0.5%,14
515,964.0,57,35,61.4%,33,38,66.7%,3,5.3%,2
516,4577.0,197,143,72.6%,132,156,79.2%,13,6.6%,11
517,9999.0,12,4,33.3%,4,5,41.7%,1,8.3%,0
518,747.0,88,46,52.3%,46,48,54.5%,2,2.3%,0
519,6201.0,80,48,60.0%,48,48,60.0%,0,0.0%,0
520,2760.0,191,112,58.6%,94,123,64.4%,11,5.8%,18
521,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
522,2818.0,148,101,68.2%,98,107,72.3%,6,4.1%,3
523,3875.0,35,16,45.7%,16,17,48.6%,1,2.9%,0
524,4058.0,74,38,51.4%,32,38,51.4%,0,0.0%,6
525,6373.0,101,65,64.4%,64,71,70.3%,6,5.9%,1
526,6345.0,243,186,76.5%,173,186,76.5%,0,0.0%,13
527,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
528,53.0,90,71,78.9%,62,76,84.4%,5,5.6%,9
529,2958.0,85,67,78.8%,67,69,81.2%,2,2.4%,0
530,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
531,6745.0,128,77,60.2%,66,91,71.1%,14,10.9%,11
532,2821.0,157,128,81.5%,126,129,82.2%,1,0.6%,2
533,9999.0,1,1,100.0%,1,1,100.0%,0,0.0%,0
534,9999.0,4,0,0.0%,0,0,0.0%,0,0.0%,0
535,4717.0,389,325,83.5%,309,325,83.5%,0,0.0%,16
536,1414.0,199,141,70.9%,117,144,72.4%,3,1.5%,24
537,9999.0,2,2,100.0%,2,2,100.0%,0,0.0%,0
538,9999.0,8,0,0.0%,0,0,0.0%,0,0.0%,0
539,4931.0,146,73,50.0%,67,80,54.8%,7,4.8%,6
540,2449.0,64,51,79.7%,46,54,84.4%,3,4.7%,5
541,9999.0,1,0,0.0%,0,1,100.0%,1,100.0%,0
542,6318.0,134,105,78.4%,105,107,79.9%,2,1.5%,0
543,8205.0,252,126,50.0%,126,144,57.1%,18,7.1%,0
544,3877.0,41,21,51.2%,21,24,58.5%,3,7.3%,0
545,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
546,3107.0,42,28,66.7%,23,28,66.7%,0,0.0%,5
547,1406.0,341,312,91.5%,304,312,91.5%,0,0.0%,8
548,1420.0,258,194,75.2%,182,198,76.7%,4,1.6%,12
549,7690.0,34,14,41.2%,13,14,41.2%,0,0.0%,1
550,1094.0,161,120,74.5%,120,120,74.5%,0,0.0%,0
551,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
552,4734.0,123,101,82.1%,101,102,82.9%,1,0.8%,0
553,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
554,2766.0,242,177,73.1%,172,181,74.8%,4,1.7%,5
555,6693.0,103,78,75.7%,73,80,77.7%,2,1.9%,5
556,2829.0,768,663,86.3%,660,666,86.7%,3,0.4%,3
557,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
558,6439.0,138,112,81.2%,112,120,87.0%,8,5.8%,0
559,1213.0,130,95,73.1%,89,95,73.1%,0,0.0%,6
560,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
561,309.0,331,277,83.7%,235,280,84.6%,3,0.9%,42
562,2633.0,379,255,67.3%,239,257,67.8%,2,0.5%,16
563,9999.0,10,0,0.0%,0,0,0.0%,0,0.0%,0
564,1629.0,88,50,56.8%,41,52,59.1%,2,2.3%,9
565,6942.0,87,53,60.9%,50,55,63.2%,2,2.3%,3
566,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
567,6136.0,110,61,55.5%,57,73,66.4%,12,10.9%,4
568,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
569,1915.0,262,222,84.7%,215,233,88.9%,11,4.2%,7
570,1100.0,606,529,87.3%,527,535,88.3%,6,1.0%,2
571,9999.0,9,1,11.1%,1,1,11.1%,0,0.0%,0
572,2345.0,54,32,59.3%,31,37,68.5%,5,9.3%,1
573,9999.0,2,0,0.0%,0,1,50.0%,1,50.0%,0
574,6231.0,92,61,66.3%,52,65,70.7%,4,4.3%,9
575,4682.0,822,695,84.5%,694,721,87.7%,26,3.2%,1
576,7650.0,1500,1010,67.3%,905,1052,70.1%,42,2.8%,105
577,7821.0,14,0,0.0%,0,0,0.0%,0,0.0%,0
578,7819.0,269,196,72.9%,170,200,74.3%,4,1.5%,26
579,7687.0,230,110,47.8%,92,119,51.7%,9,3.9%,18
580,6648.0,348,302,86.8%,297,308,88.5%,6,1.7%,5
581,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
582,2649.0,144,76,52.8%,71,84,58.3%,8,5.6%,5
583,9999.0,4,1,25.0%,0,1,25.0%,0,0.0%,1
584,3328.0,443,385,86.9%,385,390,88.0%,5,1.1%,0
585,7770.0,58,42,72.4%,36,42,72.4%,0,0.0%,6
586,9999.0,5,3,60.0%,3,5,100.0%,2,40.0%,0
587,5083.0,352,339,96.3%,339,339,96.3%,0,0.0%,0
588,7587.0,113,93,82.3%,90,93,82.3%,0,0.0%,3
589,7904.0,126,0,0.0%,0,0,0.0%,0,0.0%,0
590,8039.0,115,0,0.0%,0,0,0.0%,0,0.0%,0
591,3847.0,260,0,0.0%,0,0,0.0%,0,0.0%,0
592,7070.0,106,0,0.0%,0,0,0.0%,0,0.0%,0
593,3840.0,136,0,0.0%,0,0,0.0%,0,0.0%,0
594,4728.0,60,0,0.0%,0,0,0.0%,0,0.0%,0
595,7023.0,174,0,0.0%,0,0,0.0%,0,0.0%,0
596,3848.0,610,0,0.0%,0,0,0.0%,0,0.0%,0
597,7781.0,79,0,0.0%,0,0,0.0%,0,0.0%,0
598,7905.0,91,0,0.0%,0,0,0.0%,0,0.0%,0
599,6996.0,169,0,0.0%,0,0,0.0%,0,0.0%,0
600,3841.0,115,0,0.0%,0,0,0.0%,0,0.0%,0
601,3787.0,47,0,0.0%,0,0,0.0%,0,0.0%,0
602,3849.0,241,0,0.0%,0,0,0.0%,0,0.0%,0
603,3816.0,261,0,0.0%,0,0,0.0%,0,0.0%,0
604,3850.0,312,0,0.0%,0,0,0.0%,0,0.0%,0
605,3851.0,108,0,0.0%,0,0,0.0%,0,0.0%,0
606,6822.0,124,0,0.0%,0,0,0.0%,0,0.0%,0
607,3818.0,134,0,0.0%,0,0,0.0%,0,0.0%,0
608,7664.0,65,0,0.0%,0,0,0.0%,0,0.0%,0
609,3852.0,129,0,0.0%,0,0,0.0%,0,0.0%,0
610,3843.0,252,0,0.0%,0,0,0.0%,0,0.0%,0
611,7852.0,121,0,0.0%,0,0,0.0%,0,0.0%,0
612,7855.0,64,0,0.0%,0,0,0.0%,0,0.0%,0
613,7851.0,80,0,0.0%,0,0,0.0%,0,0.0%,0
614,6675.0,189,0,0.0%,0,0,0.0%,0,0.0%,0
615,7810.0,64,0,0.0%,0,0,0.0%,0,0.0%,0
616,7811.0,73,0,0.0%,0,0,0.0%,0,0.0%,0
617,3845.0,359,0,0.0%,0,0,0.0%,0,0.0%,0
618,3842.0,114,0,0.0%,0,0,0.0%,0,0.0%,0
619,3808.0,104,0,0.0%,0,0,0.0%,0,0.0%,0
620,7815.0,46,0,0.0%,0,0,0.0%,0,0.0%,0
621,3855.0,635,0,0.0%,0,0,0.0%,0,0.0%,0
622,3857.0,198,0,0.0%,0,0,0.0%,0,0.0%,0
623,6548.0,53,0,0.0%,0,0,0.0%,0,0.0%,0
624,7808.0,62,0,0.0%,0,0,0.0%,0,0.0%,0
625,7782.0,104,0,0.0%,0,0,0.0%,0,0.0%,0
626,7780.0,69,0,0.0%,0,0,0.0%,0,0.0%,0
627,9999.0,1018,0,0.0%,0,0,0.0%,0,0.0%,0
628,8120.0,70,0,0.0%,0,0,0.0%,0,0.0%,0
629,8121.0,46,0,0.0%,0,0,0.0%,0,0.0%,0
630,7850.0,40,0,0.0%,0,0,0.0%,0,0.0%,0
631,7812.0,60,0,0.0%,0,0,0.0%,0,0.0%,0
632,7813.0,94,0,0.0%,0,0,0.0%,0,0.0%,0
633,3844.0,100,0,0.0%,0,0,0.0%,0,0.0%,0
634,3861.0,109,0,0.0%,0,0,0.0%,0,0.0%,0
635,7245.0,97,0,0.0%,0,0,0.0%,0,0.0%,0
636,7903.0,88,0,0.0%,0,0,0.0%,0,0.0%,0
637,7906.0,115,0,0.0%,0,0,0.0%,0,0.0%,0
638,3859.0,126,0,0.0%,0,0,0.0%,0,0.0%,0
639,7255.0,89,0,0.0%,0,0,0.0%,0,0.0%,0
640,7072.0,149,0,0.0%,0,0,0.0%,0,0.0%,0
641,6523.0,117,0,0.0%,0,0,0.0%,0,0.0%,0
642,7252.0,76,0,0.0%,0,0,0.0%,0,0.0%,0
643,6527.0,435,0,0.0%,0,0,0.0%,0,0.0%,0
644,3860.0,149,0,0.0%,0,0,0.0%,0,0.0%,0
645,3728.0,20,0,0.0%,0,0,0.0%,0,0.0%,0
646,7737.0,153,0,0.0%,0,0,0.0%,0,0.0%,0
647,1560.0,136,89,65.4%,75,92,67.6%,3,2.2%,14
648,1426.0,224,187,83.5%,187,193,86.2%,6,2.7%,0
649,3910.0,112,69,61.6%,57,75,67.0%,6,5.4%,12
650,315.0,370,342,92.4%,342,345,93.2%,3,0.8%,0
651,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
652,8203.0,84,0,0.0%,0,0,0.0%,0,0.0%,0
653,409.0,351,297,84.6%,291,297,84.6%,0,0.0%,6
654,6915.0,349,257,73.6%,257,263,75.4%,6,1.7%,0
655,8106.0,115,110,95.7%,110,110,95.7%,0,0.0%,0
656,412.0,168,103,61.3%,92,109,64.9%,6,3.6%,11
657,6811.0,13,0,0.0%,0,0,0.0%,0,0.0%,0
658,8110.0,126,88,69.8%,82,88,69.8%,0,0.0%,6
659,8105.0,95,86,90.5%,86,90,94.7%,4,4.2%,0
660,6047.0,16,0,0.0%,0,0,0.0%,0,0.0%,0
661,416.0,158,70,44.3%,70,70,44.3%,0,0.0%,0
662,6664.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
663,8107.0,56,46,82.1%,46,47,83.9%,1,1.8%,0
664,9999.0,37,0,0.0%,0,0,0.0%,0,0.0%,0
665,6873.0,11,0,0.0%,0,0,0.0%,0,0.0%,0
666,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
667,5058.0,215,184,85.6%,184,190,88.4%,6,2.8%,0
668,3210.0,498,398,79.9%,391,406,81.5%,8,1.6%,7
669,435.0,321,282,87.9%,282,282,87.9%,0,0.0%,0
670,7771.0,12,10,83.3%,10,10,83.3%,0,0.0%,0
671,3216.0,400,276,69.0%,276,279,69.8%,3,0.8%,0
672,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
673,7738.0,457,306,67.0%,302,311,68.1%,5,1.1%,4
674,3111.0,76,47,61.8%,47,47,61.8%,0,0.0%,0
675,1270.0,63,37,58.7%,35,39,61.9%,2,3.2%,2
676,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
677,3338.0,224,169,75.4%,155,176,78.6%,7,3.1%,14
678,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
679,3348.0,178,122,68.5%,118,138,77.5%,16,9.0%,4
680,3924.0,227,119,52.4%,113,128,56.4%,9,4.0%,6
681,7540.0,124,84,67.7%,84,88,71.0%,4,3.2%,0
682,8129.0,11,0,0.0%,0,0,0.0%,0,0.0%,0
683,7772.0,31,0,0.0%,0,0,0.0%,0,0.0%,0
684,6165.0,169,109,64.5%,97,122,72.2%,13,7.7%,12
685,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
686,2350.0,75,42,56.0%,36,43,57.3%,1,1.3%,6
687,448.0,130,107,82.3%,107,114,87.7%,7,5.4%,0
688,9999.0,6,1,16.7%,1,1,16.7%,0,0.0%,0
689,1128.0,392,331,84.4%,326,342,87.2%,11,2.8%,5
690,9999.0,21,1,4.8%,1,1,4.8%,0,0.0%,0
691,1921.0,307,280,91.2%,280,283,92.2%,3,1.0%,0
692,9999.0,1,1,100.0%,1,1,100.0%,0,0.0%,0
693,8116.0,794,504,63.5%,501,533,67.1%,29,3.7%,3
694,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
695,4598.0,385,278,72.2%,244,289,75.1%,11,2.9%,34
696,1495.0,93,67,72.0%,63,68,73.1%,1,1.1%,4
697,7636.0,51,47,92.2%,47,47,92.2%,0,0.0%,0
698,3165.0,110,74,67.3%,61,74,67.3%,0,0.0%,13
699,7941.0,109,87,79.8%,86,89,81.7%,2,1.8%,1
700,1989.0,63,47,74.6%,47,48,76.2%,1,1.6%,0
701,1934.0,464,386,83.2%,377,391,84.3%,5,1.1%,9
702,9999.0,4,2,50.0%,1,2,50.0%,0,0.0%,1
703,9999.0,9,0,0.0%,0,0,0.0%,0,0.0%,0
704,7019.0,241,180,74.7%,178,184,76.3%,4,1.7%,2
705,9999.0,2,1,50.0%,1,1,50.0%,0,0.0%,0
706,700.0,147,122,83.0%,118,123,83.7%,1,0.7%,4
707,2496.0,86,67,77.9%,64,70,81.4%,3,3.5%,3
708,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
709,6928.0,77,58,75.3%,56,58,75.3%,0,0.0%,2
710,7629.0,37,27,73.0%,27,31,83.8%,4,10.8%,0
711,8000.0,63,44,69.8%,44,47,74.6%,3,4.8%,0
712,6210.0,59,36,61.0%,33,36,61.0%,0,0.0%,3
713,1942.0,332,312,94.0%,312,315,94.9%,3,0.9%,0
714,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
715,5169.0,191,109,57.1%,100,123,64.4%,14,7.3%,9
716,2833.0,154,126,81.8%,126,127,82.5%,1,0.6%,0
717,4002.0,19,6,31.6%,6,8,42.1%,2,10.5%,0
718,8083.0,39,38,97.4%,38,39,100.0%,1,2.6%,0
719,9999.0,5,2,40.0%,2,2,40.0%,0,0.0%,0
720,5352.0,162,141,87.0%,134,141,87.0%,0,0.0%,7
721,965.0,65,49,75.4%,49,50,76.9%,1,1.5%,0
722,5264.0,92,69,75.0%,66,72,78.3%,3,3.3%,3
723,864.0,156,125,80.1%,113,126,80.8%,1,0.6%,12
724,6413.0,394,268,68.0%,268,283,71.8%,15,3.8%,0
725,9999.0,13,0,0.0%,0,0,0.0%,0,0.0%,0
726,2489.0,236,130,55.1%,127,140,59.3%,10,4.2%,3
727,3969.0,200,152,76.0%,148,155,77.5%,3,1.5%,4
728,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
729,1183.0,537,471,87.7%,454,474,88.3%,3,0.6%,17
730,4006.0,42,27,64.3%,25,28,66.7%,1,2.4%,2
731,460.0,363,303,83.5%,280,304,83.7%,1,0.3%,23
732,9999.0,7,0,0.0%,0,0,0.0%,0,0.0%,0
733,7893.0,146,79,54.1%,72,79,54.1%,0,0.0%,7
734,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
735,6800.0,28,21,75.0%,18,21,75.0%,0,0.0%,3
736,8093.0,145,97,66.9%,90,97,66.9%,0,0.0%,7
737,3124.0,92,68,73.9%,64,73,79.3%,5,5.4%,4
738,3940.0,86,50,58.1%,50,58,67.4%,8,9.3%,0
739,2708.0,71,58,81.7%,57,64,90.1%,6,8.5%,1
740,3569.0,176,104,59.1%,99,107,60.8%,3,1.7%,5
741,9999.0,5,0,0.0%,0,0,0.0%,0,0.0%,0
742,5221.0,234,152,65.0%,152,157,67.1%,5,2.1%,0
743,1172.0,171,119,69.6%,119,120,70.2%,1,0.6%,0
744,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
745,3117.0,74,48,64.9%,46,48,64.9%,0,0.0%,2
746,2658.0,266,151,56.8%,140,155,58.3%,4,1.5%,11
747,9999.0,7,2,28.6%,2,2,28.6%,0,0.0%,0
748,4015.0,157,110,70.1%,108,116,73.9%,6,3.8%,2
749,9999.0,7,0,0.0%,0,0,0.0%,0,0.0%,0
750,3354.0,509,438,86.1%,432,438,86.1%,0,0.0%,6
751,440.0,126,79,62.7%,75,89,70.6%,10,7.9%,4
752,1177.0,242,200,82.6%,200,200,82.6%,0,0.0%,0
753,4602.0,224,173,77.2%,167,176,78.6%,3,1.3%,6
754,9999.0,11,3,27.3%,2,3,27.3%,0,0.0%,1
755,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
756,470.0,160,144,90.0%,142,149,93.1%,5,3.1%,2
757,6328.0,162,126,77.8%,120,129,79.6%,3,1.9%,6
758,467.0,196,169,86.2%,169,169,86.2%,0,0.0%,0
759,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
760,714.0,86,72,83.7%,72,72,83.7%,0,0.0%,0
761,9999.0,21,0,0.0%,0,0,0.0%,0,0.0%,0
762,4608.0,275,201,73.1%,181,207,75.3%,6,2.2%,20
763,3056.0,90,63,70.0%,62,67,74.4%,4,4.4%,1
764,6516.0,279,198,71.0%,196,200,71.7%,2,0.7%,2
765,2284.0,39,20,51.3%,19,27,69.2%,7,17.9%,1
766,1627.0,94,65,69.1%,64,75,79.8%,10,10.6%,1
767,2253.0,70,41,58.6%,38,43,61.4%,2,2.9%,3
768,2313.0,94,59,62.8%,57,65,69.1%,6,6.4%,2
769,2839.0,224,193,86.2%,193,193,86.2%,0,0.0%,0
770,4071.0,46,24,52.2%,20,25,54.3%,1,2.2%,4
771,4064.0,35,18,51.4%,18,21,60.0%,3,8.6%,0
772,4068.0,83,52,62.7%,49,55,66.3%,3,3.6%,3
773,4614.0,242,179,74.0%,170,192,79.3%,13,5.4%,9
774,9999.0,5,1,20.0%,1,3,60.0%,2,40.0%,0
775,6191.0,138,104,75.4%,104,110,79.7%,6,4.3%,0
776,7648.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
777,941.0,140,82,58.6%,63,86,61.4%,4,2.9%,19
778,4623.0,277,218,78.7%,196,223,80.5%,5,1.8%,22
779,9999.0,14,2,14.3%,2,4,28.6%,2,14.3%,0
780,1950.0,286,266,93.0%,266,271,94.8%,5,1.7%,0
781,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
782,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
783,3376.0,163,145,89.0%,145,146,89.6%,1,0.6%,0
784,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
785,3367.0,551,505,91.7%,496,505,91.7%,0,0.0%,9
786,1364.0,585,507,86.7%,493,515,88.0%,8,1.4%,14
787,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
788,196.0,146,107,73.3%,103,110,75.3%,3,2.1%,4
789,1801.0,53,33,62.3%,33,34,64.2%,1,1.9%,0
790,9999.0,3,0,0.0%,0,0,0.0%,0,0.0%,0
791,477.0,70,43,61.4%,35,43,61.4%,0,0.0%,8
792,9999.0,12,0,0.0%,0,0,0.0%,0,0.0%,0
793,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
794,3224.0,396,298,75.3%,290,300,75.8%,2,0.5%,8
795,7635.0,19,6,31.6%,6,8,42.1%,2,10.5%,0
796,4030.0,60,38,63.3%,37,38,63.3%,0,0.0%,1
797,7567.0,37,22,59.5%,19,22,59.5%,0,0.0%,3
798,4054.0,57,35,61.4%,33,40,70.2%,5,8.8%,2
799,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
800,9999.0,1,1,100.0%,0,1,100.0%,0,0.0%,1
801,1806.0,253,209,82.6%,195,210,83.0%,1,0.4%,14
802,3589.0,140,91,65.0%,91,91,65.0%,0,0.0%,0
803,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
804,5070.0,150,131,87.3%,124,131,87.3%,0,0.0%,7
805,7833.0,14,6,42.9%,3,6,42.9%,0,0.0%,3
806,9999.0,1,0,0.0%,0,0,0.0%,0,0.0%,0
807,1668.0,119,66,55.5%,60,69,58.0%,3,2.5%,6
808,5208.0,136,84,61.8%,76,85,62.5%,1,0.7%,8
809,1423.0,514,505,98.2%,505,505,98.2%,0,0.0%,0
810,9999.0,15,4,26.7%,4,4,26.7%,0,0.0%,0
811,9999.0,2,0,0.0%,0,0,0.0%,0,0.0%,0
812,6012.0,237,172,72.6%,151,178,75.1%,6,2.5%,21
813,3957.0,83,54,65.1%,47,71,85.5%,17,20.5%,7
814,1000.0,123,76,61.8%,71,81,65.9%,5,4.1%,5
815,7983.0,80,77,96.3%,77,77,96.3%,0,0.0%,0
