,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
324,,94,53,56.38%,53,56.38%,57,60.64%,4,4.26%,0,0.00%
325,1005.0,84,35,41.67%,34,40.48%,37,44.05%,2,2.38%,1,1.19%
326,,84,35,41.67%,34,40.48%,37,44.05%,2,2.38%,1,1.19%
327,,609,317,52.05%,307,50.41%,336,55.17%,19,3.12%,10,1.64%
328,7726.0,18,9,50.00%,9,50.00%,13,72.22%,4,22.22%,0,0.00%
329,,18,9,50.00%,9,50.00%,13,72.22%,4,22.22%,0,0.00%
330,5116.0,425,281,66.12%,276,64.94%,290,68.24%,9,2.12%,5,1.18%
331,9999.0,27,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
332,,452,281,62.17%,276,61.06%,290,64.16%,9,1.99%,5,1.11%
333,1014.0,54,25,46.30%,25,46.30%,32,59.26%,7,12.96%,0,0.00%
334,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
335,,61,26,42.62%,26,42.62%,33,54.10%,7,11.48%,0,0.00%
336,1029.0,323,179,55.42%,179,55.42%,193,59.75%,14,4.33%,0,0.00%
337,9999.0,21,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
338,,344,179,52.03%,179,52.03%,193,56.10%,14,4.07%,0,0.00%
339,1030.0,294,161,54.76%,161,54.76%,179,60.88%,18,6.12%,0,0.00%
340,,294,161,54.76%,161,54.76%,179,60.88%,18,6.12%,0,0.00%
341,1040.0,405,292,72.10%,279,68.89%,293,72.35%,1,0.25%,13,3.21%
342,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
343,,410,292,71.22%,279,68.05%,293,71.46%,1,0.24%,13,3.17%
344,1043.0,462,393,85.06%,391,84.63%,394,85.28%,1,0.22%,2,0.43%
345,5133.0,530,480,90.57%,480,90.57%,482,90.94%,2,0.38%,0,0.00%
346,7790.0,553,465,84.09%,463,83.73%,469,84.81%,4,0.72%,2,0.36%
347,9999.0,11,6,54.55%,6,54.55%,7,63.64%,1,9.09%,0,0.00%
348,,"1,556","1,344",86.38%,"1,340",86.12%,"1,352",86.89%,8,0.51%,4,0.26%
349,5096.0,393,352,89.57%,351,89.31%,354,90.08%,2,0.51%,1,0.25%
350,7749.0,483,425,87.99%,420,86.96%,429,88.82%,4,0.83%,5,1.04%
351,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
352,,879,777,88.40%,771,87.71%,783,89.08%,6,0.68%,6,0.68%
353,7568.0,59,36,61.02%,36,61.02%,38,64.41%,2,3.39%,0,0.00%
354,9999.0,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
355,,61,36,59.02%,36,59.02%,39,63.93%,3,4.92%,0,0.00%
356,8381.0,55,22,40.00%,20,36.36%,22,40.00%,0,0.00%,2,3.64%
357,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
358,,60,22,36.67%,20,33.33%,22,36.67%,0,0.00%,2,3.33%
359,6455.0,604,447,74.01%,447,74.01%,471,77.98%,24,3.97%,0,0.00%
360,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
361,,605,447,73.88%,447,73.88%,471,77.85%,24,3.97%,0,0.00%
362,1084.0,133,124,93.23%,124,93.23%,124,93.23%,0,0.00%,0,0.00%
363,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
364,,135,124,91.85%,124,91.85%,124,91.85%,0,0.00%,0,0.00%
365,1094.0,143,101,70.63%,101,70.63%,105,73.43%,4,2.80%,0,0.00%
366,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
367,,146,101,69.18%,101,69.18%,105,71.92%,4,2.74%,0,0.00%
368,1100.0,621,459,73.91%,457,73.59%,462,74.40%,3,0.48%,2,0.32%
369,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
370,,627,459,73.21%,457,72.89%,462,73.68%,3,0.48%,2,0.32%
371,4682.0,712,583,81.88%,581,81.60%,597,83.85%,14,1.97%,2,0.28%
372,9999.0,4,2,50.00%,2,50.00%,2,50.00%,0,0.00%,0,0.00%
373,,716,585,81.70%,583,81.42%,599,83.66%,14,1.96%,2,0.28%
374,1128.0,411,289,70.32%,289,70.32%,291,70.80%,2,0.49%,0,0.00%
375,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
376,,414,289,69.81%,289,69.81%,291,70.29%,2,0.48%,0,0.00%
377,,"6,778","5,132",75.72%,"5,098",75.21%,"5,249",77.44%,117,1.73%,34,0.50%
378,8344.0,419,304,72.55%,294,70.17%,314,74.94%,10,2.39%,10,2.39%
379,9999.0,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
380,,432,304,70.37%,294,68.06%,314,72.69%,10,2.31%,10,2.31%
381,1154.0,75,41,54.67%,40,53.33%,48,64.00%,7,9.33%,1,1.33%
382,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
383,,77,41,53.25%,40,51.95%,48,62.34%,7,9.09%,1,1.30%
384,1159.0,262,214,81.68%,214,81.68%,220,83.97%,6,2.29%,0,0.00%
385,,262,214,81.68%,214,81.68%,220,83.97%,6,2.29%,0,0.00%
386,1164.0,99,62,62.63%,58,58.59%,62,62.63%,0,0.00%,4,4.04%
387,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
388,,102,62,60.78%,58,56.86%,62,60.78%,0,0.00%,4,3.92%
389,1172.0,154,95,61.69%,94,61.04%,100,64.94%,5,3.25%,1,0.65%
390,,154,95,61.69%,94,61.04%,100,64.94%,5,3.25%,1,0.65%
391,1177.0,186,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
392,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
393,,187,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
394,8318.0,575,486,84.52%,486,84.52%,489,85.04%,3,0.52%,0,0.00%
395,9999.0,4,1,25.00%,1,25.00%,2,50.00%,1,25.00%,0,0.00%
396,,579,487,84.11%,487,84.11%,491,84.80%,4,0.69%,0,0.00%
397,,"1,793","1,203",67.09%,"1,187",66.20%,"1,235",68.88%,32,1.78%,16,0.89%
398,5135.0,35,27,77.14%,23,65.71%,27,77.14%,0,0.00%,4,11.43%
399,,35,27,77.14%,23,65.71%,27,77.14%,0,0.00%,4,11.43%
400,5212.0,113,73,64.60%,72,63.72%,76,67.26%,3,2.65%,1,0.88%
401,,113,73,64.60%,72,63.72%,76,67.26%,3,2.65%,1,0.88%
402,1208.0,114,83,72.81%,80,70.18%,85,74.56%,2,1.75%,3,2.63%
403,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
404,,116,83,71.55%,80,68.97%,85,73.28%,2,1.72%,3,2.59%
405,5136.0,48,26,54.17%,26,54.17%,26,54.17%,0,0.00%,0,0.00%
406,,48,26,54.17%,26,54.17%,26,54.17%,0,0.00%,0,0.00%
407,1225.0,40,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
408,,40,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
409,8382.0,117,78,66.67%,70,59.83%,79,67.52%,1,0.85%,8,6.84%
410,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
411,,120,78,65.00%,70,58.33%,79,65.83%,1,0.83%,8,6.67%
412,1251.0,160,41,25.63%,41,25.63%,51,31.88%,10,6.25%,0,0.00%
413,8314.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
414,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
415,,164,41,25.00%,41,25.00%,51,31.10%,10,6.10%,0,0.00%
416,6201.0,83,50,60.24%,44,53.01%,56,67.47%,6,7.23%,6,7.23%
417,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
418,,84,50,59.52%,44,52.38%,56,66.67%,6,7.14%,6,7.14%
419,1213.0,145,72,49.66%,72,49.66%,79,54.48%,7,4.83%,0,0.00%
420,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
421,,146,72,49.32%,72,49.32%,79,54.11%,7,4.79%,0,0.00%
422,1270.0,55,33,60.00%,33,60.00%,40,72.73%,7,12.73%,0,0.00%
423,,55,33,60.00%,33,60.00%,40,72.73%,7,12.73%,0,0.00%
424,7941.0,118,80,67.80%,79,66.95%,83,70.34%,3,2.54%,1,0.85%
425,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
426,,119,80,67.23%,79,66.39%,83,69.75%,3,2.52%,1,0.84%
427,8379.0,121,91,75.21%,91,75.21%,91,75.21%,0,0.00%,0,0.00%
428,,121,91,75.21%,91,75.21%,91,75.21%,0,0.00%,0,0.00%
429,,"1,161",654,56.33%,631,54.35%,693,59.69%,39,3.36%,23,1.98%
430,1299.0,34,25,73.53%,25,73.53%,25,73.53%,0,0.00%,0,0.00%
431,,34,25,73.53%,25,73.53%,25,73.53%,0,0.00%,0,0.00%
432,,34,25,73.53%,25,73.53%,25,73.53%,0,0.00%,0,0.00%
433,4870.0,95,27,28.42%,27,28.42%,37,38.95%,10,10.53%,0,0.00%
434,,95,27,28.42%,27,28.42%,37,38.95%,10,10.53%,0,0.00%
435,1307.0,115,80,69.57%,79,68.70%,84,73.04%,4,3.48%,1,0.87%
436,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
437,,119,80,67.23%,79,66.39%,84,70.59%,4,3.36%,1,0.84%
438,1315.0,192,124,64.58%,117,60.94%,127,66.15%,3,1.56%,7,3.65%
439,,192,124,64.58%,117,60.94%,127,66.15%,3,1.56%,7,3.65%
440,4734.0,107,74,69.16%,71,66.36%,78,72.90%,4,3.74%,3,2.80%
441,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
442,,111,74,66.67%,71,63.96%,78,70.27%,4,3.60%,3,2.70%
443,8348.0,103,58,56.31%,58,56.31%,58,56.31%,0,0.00%,0,0.00%
444,,103,58,56.31%,58,56.31%,58,56.31%,0,0.00%,0,0.00%
445,1327.0,53,33,62.26%,33,62.26%,33,62.26%,0,0.00%,0,0.00%
446,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
447,,54,33,61.11%,33,61.11%,33,61.11%,0,0.00%,0,0.00%
448,,674,396,58.75%,385,57.12%,417,61.87%,21,3.12%,11,1.63%
449,1335.0,115,68,59.13%,60,52.17%,74,64.35%,6,5.22%,8,6.96%
450,,115,68,59.13%,60,52.17%,74,64.35%,6,5.22%,8,6.96%
451,1343.0,220,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
452,,220,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
453,6231.0,99,60,60.61%,60,60.61%,70,70.71%,10,10.10%,0,0.00%
454,,99,60,60.61%,60,60.61%,70,70.71%,10,10.10%,0,0.00%
455,1364.0,564,461,81.74%,452,80.14%,461,81.74%,0,0.00%,9,1.60%
456,,564,461,81.74%,452,80.14%,461,81.74%,0,0.00%,9,1.60%
457,,998,589,59.02%,572,57.31%,605,60.62%,16,1.60%,17,1.70%
458,7691.0,323,158,48.92%,157,48.61%,183,56.66%,25,7.74%,1,0.31%
459,,323,158,48.92%,157,48.61%,183,56.66%,25,7.74%,1,0.31%
460,7721.0,66,47,71.21%,47,71.21%,49,74.24%,2,3.03%,0,0.00%
461,,66,47,71.21%,47,71.21%,49,74.24%,2,3.03%,0,0.00%
462,7819.0,364,215,59.07%,198,54.40%,218,59.89%,3,0.82%,17,4.67%
463,,364,215,59.07%,198,54.40%,218,59.89%,3,0.82%,17,4.67%
464,1367.0,408,313,76.72%,313,76.72%,323,79.17%,10,2.45%,0,0.00%
465,9999.0,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
466,,418,314,75.12%,314,75.12%,324,77.51%,10,2.39%,0,0.00%
467,5012.0,399,230,57.64%,205,51.38%,250,62.66%,20,5.01%,25,6.27%
468,8415.0,3,1,33.33%,0,0.00%,1,33.33%,0,0.00%,1,33.33%
469,9999.0,33,2,6.06%,0,0.00%,2,6.06%,0,0.00%,2,6.06%
470,,435,233,53.56%,205,47.13%,253,58.16%,20,4.60%,28,6.44%
471,1387.0,415,345,83.13%,342,82.41%,354,85.30%,9,2.17%,3,0.72%
472,7759.0,449,372,82.85%,371,82.63%,382,85.08%,10,2.23%,1,0.22%
473,8174.0,204,202,99.02%,202,99.02%,202,99.02%,0,0.00%,0,0.00%
474,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
475,,"1,077",919,85.33%,915,84.96%,938,87.09%,19,1.76%,4,0.37%
476,8394.0,212,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
477,,212,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
478,7628.0,111,81,72.97%,79,71.17%,86,77.48%,5,4.50%,2,1.80%
479,,111,81,72.97%,79,71.17%,86,77.48%,5,4.50%,2,1.80%
480,7636.0,73,61,83.56%,60,82.19%,62,84.93%,1,1.37%,1,1.37%
481,,73,61,83.56%,60,82.19%,62,84.93%,1,1.37%,1,1.37%
482,1424.0,332,306,92.17%,306,92.17%,307,92.47%,1,0.30%,0,0.00%
483,9999.0,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
484,,347,306,88.18%,306,88.18%,307,88.47%,1,0.29%,0,0.00%
485,6482.0,316,229,72.47%,229,72.47%,239,75.63%,10,3.16%,0,0.00%
486,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
487,,323,229,70.90%,229,70.90%,239,73.99%,10,3.10%,0,0.00%
488,1414.0,177,108,61.02%,101,57.06%,110,62.15%,2,1.13%,7,3.95%
489,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
490,,183,108,59.02%,101,55.19%,110,60.11%,2,1.09%,7,3.83%
491,1406.0,375,285,76.00%,285,76.00%,288,76.80%,3,0.80%,0,0.00%
492,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
493,,382,286,74.87%,286,74.87%,289,75.65%,3,0.79%,0,0.00%
494,1420.0,303,187,61.72%,173,57.10%,191,63.04%,4,1.32%,14,4.62%
495,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
496,,309,187,60.52%,173,55.99%,191,61.81%,4,1.29%,14,4.53%
497,1426.0,291,223,76.63%,223,76.63%,229,78.69%,6,2.06%,0,0.00%
498,9999.0,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0,0.00%
499,,300,224,74.67%,224,74.67%,230,76.67%,6,2.00%,0,0.00%
500,1423.0,539,526,97.59%,526,97.59%,531,98.52%,5,0.93%,0,0.00%
501,9999.0,29,7,24.14%,7,24.14%,7,24.14%,0,0.00%,0,0.00%
502,,568,533,93.84%,533,93.84%,538,94.72%,5,0.88%,0,0.00%
503,1443.0,333,294,88.29%,293,87.99%,296,88.89%,2,0.60%,1,0.30%
504,,333,294,88.29%,293,87.99%,296,88.89%,2,0.60%,1,0.30%
505,1453.0,320,268,83.75%,266,83.13%,273,85.31%,5,1.56%,2,0.63%
506,6734.0,322,273,84.78%,266,82.61%,276,85.71%,3,0.93%,7,2.17%
507,7894.0,339,309,91.15%,304,89.68%,312,92.04%,3,0.88%,5,1.47%
508,9999.0,20,2,10.00%,2,10.00%,2,10.00%,0,0.00%,0,0.00%
509,,"1,001",852,85.11%,838,83.72%,863,86.21%,11,1.10%,14,1.40%
510,7824.0,158,67,42.41%,61,38.61%,73,46.20%,6,3.80%,6,3.80%
511,,158,67,42.41%,61,38.61%,73,46.20%,6,3.80%,6,3.80%
512,,"6,983","5,114",73.23%,"5,019",71.87%,"5,249",75.17%,135,1.93%,95,1.36%
513,4664.0,44,26,59.09%,24,54.55%,26,59.09%,0,0.00%,2,4.55%
514,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
515,,53,26,49.06%,24,45.28%,26,49.06%,0,0.00%,2,3.77%
516,1475.0,65,37,56.92%,36,55.38%,37,56.92%,0,0.00%,1,1.54%
517,,65,37,56.92%,36,55.38%,37,56.92%,0,0.00%,1,1.54%
518,1480.0,59,39,66.10%,36,61.02%,40,67.80%,1,1.69%,3,5.08%
519,,59,39,66.10%,36,61.02%,40,67.80%,1,1.69%,3,5.08%
520,1486.0,84,45,53.57%,43,51.19%,48,57.14%,3,3.57%,2,2.38%
521,,84,45,53.57%,43,51.19%,48,57.14%,3,3.57%,2,2.38%
522,1489.0,36,19,52.78%,19,52.78%,19,52.78%,0,0.00%,0,0.00%
523,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
524,,37,19,51.35%,19,51.35%,19,51.35%,0,0.00%,0,0.00%
525,1495.0,85,55,64.71%,55,64.71%,55,64.71%,0,0.00%,0,0.00%
526,,85,55,64.71%,55,64.71%,55,64.71%,0,0.00%,0,0.00%
527,1501.0,38,12,31.58%,12,31.58%,16,42.11%,4,10.53%,0,0.00%
528,,38,12,31.58%,12,31.58%,16,42.11%,4,10.53%,0,0.00%
529,,421,233,55.34%,225,53.44%,241,57.24%,8,1.90%,8,1.90%
530,6156.0,259,159,61.39%,159,61.39%,172,66.41%,13,5.02%,0,0.00%
531,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
532,,265,159,60.00%,159,60.00%,172,64.91%,13,4.91%,0,0.00%
533,6236.0,154,63,40.91%,61,39.61%,65,42.21%,2,1.30%,2,1.30%
534,,154,63,40.91%,61,39.61%,65,42.21%,2,1.30%,2,1.30%
535,1529.0,71,43,60.56%,40,56.34%,43,60.56%,0,0.00%,3,4.23%
536,,71,43,60.56%,40,56.34%,43,60.56%,0,0.00%,3,4.23%
537,5219.0,60,44,73.33%,43,71.67%,47,78.33%,3,5.00%,1,1.67%
538,,60,44,73.33%,43,71.67%,47,78.33%,3,5.00%,1,1.67%
539,8316.0,23,14,60.87%,14,60.87%,14,60.87%,0,0.00%,0,0.00%
540,,23,14,60.87%,14,60.87%,14,60.87%,0,0.00%,0,0.00%
541,1550.0,52,26,50.00%,25,48.08%,30,57.69%,4,7.69%,1,1.92%
542,,52,26,50.00%,25,48.08%,30,57.69%,4,7.69%,1,1.92%
543,1560.0,118,53,44.92%,53,44.92%,53,44.92%,0,0.00%,0,0.00%
544,9999.0,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
545,,120,53,44.17%,53,44.17%,54,45.00%,1,0.83%,0,0.00%
546,1566.0,64,30,46.88%,22,34.38%,30,46.88%,0,0.00%,8,12.50%
547,,64,30,46.88%,22,34.38%,30,46.88%,0,0.00%,8,12.50%
548,,809,432,53.40%,417,51.55%,455,56.24%,23,2.84%,15,1.85%
549,7635.0,33,14,42.42%,14,42.42%,17,51.52%,3,9.09%,0,0.00%
550,,33,14,42.42%,14,42.42%,17,51.52%,3,9.09%,0,0.00%
551,6241.0,27,22,81.48%,18,66.67%,22,81.48%,0,0.00%,4,14.81%
552,7589.0,275,128,46.55%,117,42.55%,128,46.55%,0,0.00%,11,4.00%
553,,302,150,49.67%,135,44.70%,150,49.67%,0,0.00%,15,4.97%
554,,335,164,48.96%,149,44.48%,167,49.85%,3,0.90%,15,4.48%
555,8434.0,38,17,44.74%,17,44.74%,19,50.00%,2,5.26%,0,0.00%
556,,38,17,44.74%,17,44.74%,19,50.00%,2,5.26%,0,0.00%
557,1605.0,198,112,56.57%,110,55.56%,114,57.58%,2,1.01%,2,1.01%
558,,198,112,56.57%,110,55.56%,114,57.58%,2,1.01%,2,1.01%
559,1612.0,115,73,63.48%,72,62.61%,75,65.22%,2,1.74%,1,0.87%
560,,115,73,63.48%,72,62.61%,75,65.22%,2,1.74%,1,0.87%
561,1619.0,140,107,76.43%,102,72.86%,109,77.86%,2,1.43%,5,3.57%
562,9999.0,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0,0.00%
563,,149,108,72.48%,103,69.13%,110,73.83%,2,1.34%,5,3.36%
564,5178.0,132,28,21.21%,27,20.45%,32,24.24%,4,3.03%,1,0.76%
565,,132,28,21.21%,27,20.45%,32,24.24%,4,3.03%,1,0.76%
566,1623.0,52,30,57.69%,30,57.69%,30,57.69%,0,0.00%,0,0.00%
567,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
568,,54,30,55.56%,30,55.56%,30,55.56%,0,0.00%,0,0.00%
569,1627.0,85,62,72.94%,62,72.94%,62,72.94%,0,0.00%,0,0.00%
570,,85,62,72.94%,62,72.94%,62,72.94%,0,0.00%,0,0.00%
571,7567.0,30,15,50.00%,14,46.67%,24,80.00%,9,30.00%,1,3.33%
572,,30,15,50.00%,14,46.67%,24,80.00%,9,30.00%,1,3.33%
573,,801,445,55.56%,435,54.31%,466,58.18%,21,2.62%,10,1.25%
574,8224.0,145,58,40.00%,58,40.00%,67,46.21%,9,6.21%,0,0.00%
575,,145,58,40.00%,58,40.00%,67,46.21%,9,6.21%,0,0.00%
576,1632.0,57,22,38.60%,22,38.60%,22,38.60%,0,0.00%,0,0.00%
577,1654.0,190,106,55.79%,96,50.53%,108,56.84%,2,1.05%,10,5.26%
578,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
579,,248,128,51.61%,118,47.58%,130,52.42%,2,0.81%,10,4.03%
580,1629.0,71,26,36.62%,24,33.80%,28,39.44%,2,2.82%,2,2.82%
581,6136.0,46,25,54.35%,23,50.00%,26,56.52%,1,2.17%,2,4.35%
582,6942.0,58,32,55.17%,30,51.72%,35,60.34%,3,5.17%,2,3.45%
583,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
584,,177,83,46.89%,77,43.50%,89,50.28%,6,3.39%,6,3.39%
585,,570,269,47.19%,253,44.39%,286,50.18%,17,2.98%,16,2.81%
586,1677.0,168,82,48.81%,82,48.81%,82,48.81%,0,0.00%,0,0.00%
587,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
588,,170,82,48.24%,82,48.24%,82,48.24%,0,0.00%,0,0.00%
589,1682.0,103,78,75.73%,78,75.73%,79,76.70%,1,0.97%,0,0.00%
590,,103,78,75.73%,78,75.73%,79,76.70%,1,0.97%,0,0.00%
591,1694.0,347,222,63.98%,217,62.54%,225,64.84%,3,0.86%,5,1.44%
592,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
593,,351,223,63.53%,218,62.11%,226,64.39%,3,0.85%,5,1.42%
594,1701.0,631,496,78.61%,491,77.81%,499,79.08%,3,0.48%,5,0.79%
595,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
596,,633,496,78.36%,491,77.57%,499,78.83%,3,0.47%,5,0.79%
597,1707.0,191,105,54.97%,105,54.97%,110,57.59%,5,2.62%,0,0.00%
598,,191,105,54.97%,105,54.97%,110,57.59%,5,2.62%,0,0.00%
599,5098.0,291,201,69.07%,195,67.01%,201,69.07%,0,0.00%,6,2.06%
600,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
601,,294,201,68.37%,195,66.33%,201,68.37%,0,0.00%,6,2.04%
602,5221.0,250,123,49.20%,123,49.20%,125,50.00%,2,0.80%,0,0.00%
603,,250,123,49.20%,123,49.20%,125,50.00%,2,0.80%,0,0.00%
604,6328.0,155,91,58.71%,90,58.06%,91,58.71%,0,0.00%,1,0.65%
605,9999.0,3,0,0.00%,0,0.00%,1,33.33%,1,33.33%,0,0.00%
606,,158,91,57.59%,90,56.96%,92,58.23%,1,0.63%,1,0.63%
607,,"2,150","1,399",65.07%,"1,382",64.28%,"1,414",65.77%,15,0.70%,17,0.79%
608,7774.0,"1,060",398,37.55%,395,37.26%,505,47.64%,107,10.09%,3,0.28%
609,,"1,060",398,37.55%,395,37.26%,505,47.64%,107,10.09%,3,0.28%
610,1745.0,442,319,72.17%,310,70.14%,328,74.21%,9,2.04%,9,2.04%
611,1746.0,320,123,38.44%,122,38.13%,124,38.75%,1,0.31%,1,0.31%
612,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
613,,769,442,57.48%,432,56.18%,452,58.78%,10,1.30%,10,1.30%
614,5278.0,225,113,50.22%,113,50.22%,116,51.56%,3,1.33%,0,0.00%
615,,225,113,50.22%,113,50.22%,116,51.56%,3,1.33%,0,0.00%
616,4801.0,320,271,84.69%,269,84.06%,272,85.00%,1,0.31%,2,0.63%
617,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
618,,323,271,83.90%,269,83.28%,272,84.21%,1,0.31%,2,0.62%
619,6330.0,66,34,51.52%,34,51.52%,35,53.03%,1,1.52%,0,0.00%
620,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
621,,67,34,50.75%,34,50.75%,35,52.24%,1,1.49%,0,0.00%
622,6333.0,163,59,36.20%,59,36.20%,63,38.65%,4,2.45%,0,0.00%
623,7902.0,81,81,100.00%,81,100.00%,81,100.00%,0,0.00%,0,0.00%
624,8376.0,12,6,50.00%,6,50.00%,6,50.00%,0,0.00%,0,0.00%
625,9999.0,64,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
626,,320,146,45.63%,146,45.63%,150,46.88%,4,1.25%,0,0.00%
627,1776.0,274,201,73.36%,199,72.63%,210,76.64%,9,3.28%,2,0.73%
628,7844.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
629,,277,201,72.56%,199,71.84%,210,75.81%,9,3.25%,2,0.72%
630,1790.0,124,62,50.00%,58,46.77%,66,53.23%,4,3.23%,4,3.23%
631,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
632,,128,62,48.44%,58,45.31%,66,51.56%,4,3.13%,4,3.13%
633,1794.0,55,41,74.55%,40,72.73%,41,74.55%,0,0.00%,1,1.82%
634,,55,41,74.55%,40,72.73%,41,74.55%,0,0.00%,1,1.82%
635,8278.0,50,34,68.00%,34,68.00%,34,68.00%,0,0.00%,0,0.00%
636,,50,34,68.00%,34,68.00%,34,68.00%,0,0.00%,0,0.00%
637,8366.0,627,287,45.77%,287,45.77%,353,56.30%,66,10.53%,0,0.00%
638,,627,287,45.77%,287,45.77%,353,56.30%,66,10.53%,0,0.00%
639,1801.0,49,28,57.14%,28,57.14%,33,67.35%,5,10.20%,0,0.00%
640,9999.0,15,6,40.00%,6,40.00%,6,40.00%,0,0.00%,0,0.00%
641,,64,34,53.13%,34,53.13%,39,60.94%,5,7.81%,0,0.00%
642,1806.0,165,109,66.06%,104,63.03%,113,68.48%,4,2.42%,5,3.03%
643,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
644,,175,109,62.29%,104,59.43%,113,64.57%,4,2.29%,5,2.86%
645,6340.0,81,36,44.44%,34,41.98%,37,45.68%,1,1.23%,2,2.47%
646,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
647,,82,36,43.90%,34,41.46%,37,45.12%,1,1.22%,2,2.44%
648,,"4,222","2,208",52.30%,"2,179",51.61%,"2,423",57.39%,215,5.09%,29,0.69%
