,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
314,1489.0,46,28,60.87%,28,60.87%,28,60.87%,0,0.00%,0,0.00%
315,1495.0,55,33,60.00%,33,60.00%,38,69.09%,5,9.09%,0,0.00%
316,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
317,1501.0,38,21,55.26%,20,52.63%,25,65.79%,4,10.53%,1,2.63%
318,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
319,6156.0,250,147,58.80%,146,58.40%,158,63.20%,11,4.40%,1,0.40%
320,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
321,6236.0,167,101,60.48%,95,56.89%,103,61.68%,2,1.20%,6,3.59%
322,1529.0,89,61,68.54%,56,62.92%,61,68.54%,0,0.00%,5,5.62%
323,5219.0,52,26,50.00%,25,48.08%,26,50.00%,0,0.00%,1,1.92%
324,8316.0,23,10,43.48%,9,39.13%,13,56.52%,3,13.04%,1,4.35%
325,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
326,1550.0,75,49,65.33%,43,57.33%,51,68.00%,2,2.67%,6,8.00%
327,1560.0,138,75,54.35%,66,47.83%,75,54.35%,0,0.00%,9,6.52%
328,1566.0,73,46,63.01%,43,58.90%,46,63.01%,0,0.00%,3,4.11%
329,7635.0,25,13,52.00%,13,52.00%,16,64.00%,3,12.00%,0,0.00%
330,6241.0,20,15,75.00%,12,60.00%,15,75.00%,0,0.00%,3,15.00%
331,7589.0,281,139,49.47%,135,48.04%,139,49.47%,0,0.00%,4,1.42%
332,1595.0,41,19,46.34%,19,46.34%,19,46.34%,0,0.00%,0,0.00%
333,1605.0,157,114,72.61%,110,70.06%,116,73.89%,2,1.27%,4,2.55%
334,9999.0,6,3,50.00%,3,50.00%,3,50.00%,0,0.00%,0,0.00%
335,1612.0,113,77,68.14%,77,68.14%,78,69.03%,1,0.88%,0,0.00%
336,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
337,1619.0,126,108,85.71%,108,85.71%,109,86.51%,1,0.79%,0,0.00%
338,5178.0,148,51,34.46%,51,34.46%,54,36.49%,3,2.03%,0,0.00%
339,1623.0,45,33,73.33%,33,73.33%,33,73.33%,0,0.00%,0,0.00%
340,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
341,1627.0,99,74,74.75%,74,74.75%,78,78.79%,4,4.04%,0,0.00%
342,7567.0,23,12,52.17%,9,39.13%,16,69.57%,4,17.39%,3,13.04%
343,8224.0,171,74,43.27%,71,41.52%,88,51.46%,14,8.19%,3,1.75%
344,1632.0,81,35,43.21%,32,39.51%,36,44.44%,1,1.23%,3,3.70%
345,1654.0,233,135,57.94%,128,54.94%,138,59.23%,3,1.29%,7,3.00%
346,1629.0,64,36,56.25%,35,54.69%,43,67.19%,7,10.94%,1,1.56%
347,6136.0,87,50,57.47%,49,56.32%,55,63.22%,5,5.75%,1,1.15%
348,6942.0,90,42,46.67%,39,43.33%,49,54.44%,7,7.78%,3,3.33%
349,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
350,1677.0,217,118,54.38%,113,52.07%,122,56.22%,4,1.84%,5,2.30%
351,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
352,1682.0,97,88,90.72%,88,90.72%,90,92.78%,2,2.06%,0,0.00%
353,1694.0,378,263,69.58%,259,68.52%,266,70.37%,3,0.79%,4,1.06%
354,9999.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
355,1701.0,621,507,81.64%,505,81.32%,514,82.77%,7,1.13%,2,0.32%
356,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
357,1707.0,189,132,69.84%,130,68.78%,133,70.37%,1,0.53%,2,1.06%
358,5098.0,266,206,77.44%,205,77.07%,206,77.44%,0,0.00%,1,0.38%
359,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
360,5221.0,259,145,55.98%,144,55.60%,154,59.46%,9,3.47%,1,0.39%
361,6328.0,154,110,71.43%,107,69.48%,110,71.43%,0,0.00%,3,1.95%
362,7774.0,"1,027",486,47.32%,480,46.74%,559,54.43%,73,7.11%,6,0.58%
363,1745.0,386,323,83.68%,323,83.68%,324,83.94%,1,0.26%,0,0.00%
364,1746.0,325,170,52.31%,170,52.31%,170,52.31%,0,0.00%,0,0.00%
365,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
366,5278.0,232,124,53.45%,111,47.84%,127,54.74%,3,1.29%,13,5.60%
367,4801.0,276,259,93.84%,259,93.84%,259,93.84%,0,0.00%,0,0.00%
368,6330.0,73,52,71.23%,44,60.27%,52,71.23%,0,0.00%,8,10.96%
369,6333.0,157,88,56.05%,86,54.78%,90,57.32%,2,1.27%,2,1.27%
370,7902.0,74,70,94.59%,70,94.59%,70,94.59%,0,0.00%,0,0.00%
371,8376.0,13,5,38.46%,5,38.46%,6,46.15%,1,7.69%,0,0.00%
372,9999.0,41,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
373,1776.0,306,196,64.05%,196,64.05%,199,65.03%,3,0.98%,0,0.00%
374,7844.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
375,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
376,1790.0,157,116,73.89%,114,72.61%,116,73.89%,0,0.00%,2,1.27%
377,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
378,1794.0,63,47,74.60%,45,71.43%,48,76.19%,1,1.59%,2,3.17%
379,8278.0,51,39,76.47%,39,76.47%,39,76.47%,0,0.00%,0,0.00%
380,1801.0,69,46,66.67%,46,66.67%,52,75.36%,6,8.70%,0,0.00%
381,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
382,1806.0,184,153,83.15%,148,80.43%,153,83.15%,0,0.00%,5,2.72%
383,9999.0,18,11,61.11%,10,55.56%,11,61.11%,0,0.00%,1,5.56%
384,6340.0,90,59,65.56%,59,65.56%,59,65.56%,0,0.00%,0,0.00%
385,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
386,6492.0,189,96,50.79%,96,50.79%,96,50.79%,0,0.00%,0,0.00%
387,8303.0,106,83,78.30%,83,78.30%,97,91.51%,14,13.21%,0,0.00%
388,9999.0,15,1,6.67%,1,6.67%,1,6.67%,0,0.00%,0,0.00%
389,1849.0,185,126,68.11%,122,65.95%,136,73.51%,10,5.41%,4,2.16%
390,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
391,1869.0,416,380,91.35%,380,91.35%,384,92.31%,4,0.96%,0,0.00%
392,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
393,1879.0,415,369,88.92%,367,88.43%,374,90.12%,5,1.20%,2,0.48%
394,9999.0,7,2,28.57%,2,28.57%,2,28.57%,0,0.00%,0,0.00%
395,1885.0,243,185,76.13%,177,72.84%,187,76.95%,2,0.82%,8,3.29%
396,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
397,1902.0,254,225,88.58%,225,88.58%,236,92.91%,11,4.33%,0,0.00%
398,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
399,1915.0,279,234,83.87%,233,83.51%,234,83.87%,0,0.00%,1,0.36%
400,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
401,1921.0,267,244,91.39%,244,91.39%,248,92.88%,4,1.50%,0,0.00%
402,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
403,1934.0,449,359,79.96%,355,79.06%,374,83.30%,15,3.34%,4,0.89%
404,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
405,1942.0,292,264,90.41%,262,89.73%,266,91.10%,2,0.68%,2,0.68%
406,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
407,6516.0,285,165,57.89%,165,57.89%,178,62.46%,13,4.56%,0,0.00%
408,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
409,1950.0,278,256,92.09%,254,91.37%,265,95.32%,9,3.24%,2,0.72%
410,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
411,1972.0,836,517,61.84%,509,60.89%,520,62.20%,3,0.36%,8,0.96%
412,9999.0,26,9,34.62%,9,34.62%,9,34.62%,0,0.00%,0,0.00%
413,5287.0,300,269,89.67%,269,89.67%,270,90.00%,1,0.33%,0,0.00%
414,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
415,8231.0,300,227,75.67%,197,65.67%,227,75.67%,0,0.00%,30,10.00%
416,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
417,6218.0,31,22,70.97%,21,67.74%,23,74.19%,1,3.23%,1,3.23%
418,1989.0,55,37,67.27%,37,67.27%,40,72.73%,3,5.45%,0,0.00%
419,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
420,5169.0,174,106,60.92%,106,60.92%,109,62.64%,3,1.72%,0,0.00%
421,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
422,7770.0,76,42,55.26%,36,47.37%,46,60.53%,4,5.26%,6,7.89%
423,1998.0,147,76,51.70%,67,45.58%,76,51.70%,0,0.00%,9,6.12%
424,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
425,7515.0,201,190,94.53%,190,94.53%,193,96.02%,3,1.49%,0,0.00%
426,8417.0,464,135,29.09%,119,25.65%,147,31.68%,12,2.59%,16,3.45%
427,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
428,6737.0,123,102,82.93%,102,82.93%,108,87.80%,6,4.88%,0,0.00%
429,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
430,2037.0,170,98,57.65%,94,55.29%,112,65.88%,14,8.24%,4,2.35%
431,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
432,2040.0,172,117,68.02%,115,66.86%,120,69.77%,3,1.74%,2,1.16%
433,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
434,2043.0,128,78,60.94%,69,53.91%,80,62.50%,2,1.56%,9,7.03%
435,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
436,7948.0,181,112,61.88%,111,61.33%,115,63.54%,3,1.66%,1,0.55%
437,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
438,4817.0,88,42,47.73%,40,45.45%,44,50.00%,2,2.27%,2,2.27%
439,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
440,8071.0,528,368,69.70%,365,69.13%,375,71.02%,7,1.33%,3,0.57%
441,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
442,6145.0,116,64,55.17%,63,54.31%,65,56.03%,1,0.86%,1,0.86%
443,6745.0,111,50,45.05%,43,38.74%,52,46.85%,2,1.80%,7,6.31%
444,2075.0,78,35,44.87%,35,44.87%,35,44.87%,0,0.00%,0,0.00%
445,6148.0,109,63,57.80%,55,50.46%,66,60.55%,3,2.75%,8,7.34%
446,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
447,6001.0,244,147,60.25%,126,51.64%,152,62.30%,5,2.05%,21,8.61%
448,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
449,4818.0,111,51,45.95%,43,38.74%,52,46.85%,1,0.90%,8,7.21%
450,5228.0,208,130,62.50%,130,62.50%,137,65.87%,7,3.37%,0,0.00%
451,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
452,2126.0,75,41,54.67%,34,45.33%,41,54.67%,0,0.00%,7,9.33%
453,6600.0,210,143,68.10%,143,68.10%,152,72.38%,9,4.29%,0,0.00%
454,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
455,6643.0,106,39,36.79%,39,36.79%,39,36.79%,0,0.00%,0,0.00%
456,2184.0,169,93,55.03%,93,55.03%,107,63.31%,14,8.28%,0,0.00%
457,9999.0,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
458,6159.0,12,7,58.33%,7,58.33%,8,66.67%,1,8.33%,0,0.00%
459,6161.0,20,16,80.00%,15,75.00%,16,80.00%,0,0.00%,1,5.00%
460,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
461,2191.0,490,226,46.12%,217,44.29%,239,48.78%,13,2.65%,9,1.84%
462,8244.0,178,79,44.38%,78,43.82%,81,45.51%,2,1.12%,1,0.56%
463,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
464,2201.0,38,14,36.84%,14,36.84%,17,44.74%,3,7.89%,0,0.00%
465,2206.0,211,147,69.67%,140,66.35%,153,72.51%,6,2.84%,7,3.32%
466,6280.0,151,90,59.60%,90,59.60%,90,59.60%,0,0.00%,0,0.00%
467,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
468,2243.0,292,157,53.77%,151,51.71%,163,55.82%,6,2.05%,6,2.05%
469,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
470,6252.0,69,35,50.72%,31,44.93%,35,50.72%,0,0.00%,4,5.80%
471,2246.0,24,12,50.00%,12,50.00%,12,50.00%,0,0.00%,0,0.00%
472,2253.0,51,33,64.71%,32,62.75%,33,64.71%,0,0.00%,1,1.96%
473,7112.0,68,44,64.71%,40,58.82%,44,64.71%,0,0.00%,4,5.88%
474,5118.0,127,77,60.63%,77,60.63%,77,60.63%,0,0.00%,0,0.00%
475,2280.0,48,30,62.50%,27,56.25%,32,66.67%,2,4.17%,3,6.25%
476,2284.0,47,22,46.81%,20,42.55%,25,53.19%,3,6.38%,2,4.26%
477,7136.0,41,21,51.22%,21,51.22%,22,53.66%,1,2.44%,0,0.00%
478,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
479,2305.0,151,104,68.87%,91,60.26%,105,69.54%,1,0.66%,13,8.61%
480,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
481,2308.0,51,35,68.63%,33,64.71%,42,82.35%,7,13.73%,2,3.92%
482,7944.0,115,52,45.22%,47,40.87%,60,52.17%,8,6.96%,5,4.35%
483,2313.0,92,49,53.26%,46,50.00%,54,58.70%,5,5.43%,3,3.26%
484,7762.0,25,0,0.00%,0,0.00%,1,4.00%,1,4.00%,0,0.00%
485,2353.0,41,26,63.41%,22,53.66%,27,65.85%,1,2.44%,4,9.76%
486,4706.0,67,39,58.21%,39,58.21%,39,58.21%,0,0.00%,0,0.00%
487,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
488,2331.0,71,53,74.65%,53,74.65%,53,74.65%,0,0.00%,0,0.00%
489,2325.0,188,142,75.53%,136,72.34%,145,77.13%,3,1.60%,6,3.19%
490,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
491,2339.0,106,64,60.38%,62,58.49%,71,66.98%,7,6.60%,2,1.89%
492,2345.0,66,34,51.52%,34,51.52%,37,56.06%,3,4.55%,0,0.00%
493,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
494,2350.0,81,43,53.09%,34,41.98%,48,59.26%,5,6.17%,9,11.11%
495,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
496,2358.0,75,30,40.00%,30,40.00%,32,42.67%,2,2.67%,0,0.00%
497,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
498,2362.0,63,42,66.67%,35,55.56%,42,66.67%,0,0.00%,7,11.11%
499,6162.0,82,51,62.20%,50,60.98%,54,65.85%,3,3.66%,1,1.22%
500,5180.0,72,15,20.83%,12,16.67%,15,20.83%,0,0.00%,3,4.17%
501,6165.0,152,98,64.47%,86,56.58%,105,69.08%,7,4.61%,12,7.89%
502,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
503,2394.0,79,46,58.23%,39,49.37%,47,59.49%,1,1.27%,7,8.86%
504,6255.0,122,66,54.10%,57,46.72%,68,55.74%,2,1.64%,9,7.38%
505,5091.0,255,222,87.06%,220,86.27%,224,87.84%,2,0.78%,2,0.78%
506,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
507,2420.0,112,75,66.96%,75,66.96%,75,66.96%,0,0.00%,0,0.00%
508,8312.0,116,102,87.93%,101,87.07%,107,92.24%,5,4.31%,1,0.86%
509,6404.0,106,69,65.09%,69,65.09%,73,68.87%,4,3.77%,0,0.00%
510,8304.0,110,75,68.18%,74,67.27%,80,72.73%,5,4.55%,1,0.91%
511,2446.0,212,164,77.36%,164,77.36%,165,77.83%,1,0.47%,0,0.00%
512,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
513,2449.0,84,66,78.57%,64,76.19%,68,80.95%,2,2.38%,2,2.38%
514,2496.0,87,71,81.61%,68,78.16%,72,82.76%,1,1.15%,3,3.45%
515,2489.0,193,112,58.03%,112,58.03%,120,62.18%,8,4.15%,0,0.00%
516,6413.0,379,241,63.59%,240,63.32%,241,63.59%,0,0.00%,1,0.26%
517,9999.0,39,7,17.95%,7,17.95%,7,17.95%,0,0.00%,0,0.00%
518,6775.0,160,112,70.00%,110,68.75%,113,70.63%,1,0.63%,2,1.25%
519,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
520,6290.0,264,182,68.94%,166,62.88%,183,69.32%,1,0.38%,16,6.06%
521,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
522,2515.0,84,49,58.33%,42,50.00%,49,58.33%,0,0.00%,7,8.33%
523,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
524,2532.0,300,193,64.33%,190,63.33%,193,64.33%,0,0.00%,3,1.00%
525,9999.0,20,3,15.00%,3,15.00%,3,15.00%,0,0.00%,0,0.00%
526,2539.0,208,135,64.90%,119,57.21%,135,64.90%,0,0.00%,16,7.69%
527,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
528,2554.0,251,116,46.22%,101,40.24%,126,50.20%,10,3.98%,15,5.98%
529,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
530,2562.0,301,207,68.77%,206,68.44%,218,72.43%,11,3.65%,1,0.33%
531,6293.0,293,184,62.80%,164,55.97%,189,64.51%,5,1.71%,20,6.83%
532,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
533,7538.0,30,19,63.33%,19,63.33%,19,63.33%,0,0.00%,0,0.00%
534,2578.0,513,381,74.27%,368,71.73%,389,75.83%,8,1.56%,13,2.53%
535,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
536,2607.0,257,189,73.54%,184,71.60%,191,74.32%,2,0.78%,5,1.95%
537,9999.0,2,2,100.00%,2,100.00%,2,100.00%,0,0.00%,0,0.00%
538,2596.0,564,428,75.89%,377,66.84%,438,77.66%,10,1.77%,51,9.04%
539,7922.0,120,47,39.17%,45,37.50%,50,41.67%,3,2.50%,2,1.67%
540,9999.0,13,2,15.38%,1,7.69%,2,15.38%,0,0.00%,1,7.69%
541,2618.0,233,8,3.43%,8,3.43%,9,3.86%,1,0.43%,0,0.00%
542,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
543,2623.0,446,356,79.82%,345,77.35%,361,80.94%,5,1.12%,11,2.47%
544,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
545,2633.0,371,271,73.05%,254,68.46%,273,73.58%,2,0.54%,17,4.58%
546,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
547,2649.0,115,59,51.30%,52,45.22%,61,53.04%,2,1.74%,7,6.09%
548,9999.0,5,1,20.00%,1,20.00%,2,40.00%,1,20.00%,0,0.00%
549,2658.0,299,152,50.84%,146,48.83%,159,53.18%,7,2.34%,6,2.01%
550,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
551,2663.0,352,238,67.61%,237,67.33%,241,68.47%,3,0.85%,1,0.28%
552,2675.0,121,83,68.60%,83,68.60%,90,74.38%,7,5.79%,0,0.00%
553,2680.0,93,67,72.04%,66,70.97%,72,77.42%,5,5.38%,1,1.08%
554,4940.0,134,52,38.81%,52,38.81%,58,43.28%,6,4.48%,0,0.00%
555,2686.0,115,88,76.52%,84,73.04%,92,80.00%,4,3.48%,4,3.48%
556,2689.0,101,94,93.07%,94,93.07%,95,94.06%,1,0.99%,0,0.00%
557,9999.0,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
558,2704.0,160,115,71.88%,109,68.13%,117,73.13%,2,1.25%,6,3.75%
559,9999.0,22,3,13.64%,2,9.09%,3,13.64%,0,0.00%,1,4.55%
560,2708.0,85,67,78.82%,64,75.29%,69,81.18%,2,2.35%,3,3.53%
561,2712.0,42,31,73.81%,30,71.43%,34,80.95%,3,7.14%,1,2.38%
562,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
563,2721.0,92,62,67.39%,57,61.96%,62,67.39%,0,0.00%,5,5.43%
564,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
565,2725.0,117,77,65.81%,77,65.81%,83,70.94%,6,5.13%,0,0.00%
566,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
567,4800.0,318,222,69.81%,215,67.61%,240,75.47%,18,5.66%,7,2.20%
568,2740.0,174,102,58.62%,102,58.62%,109,62.64%,7,4.02%,0,0.00%
569,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
570,5155.0,218,101,46.33%,99,45.41%,105,48.17%,4,1.83%,2,0.92%
571,9999.0,12,1,8.33%,1,8.33%,1,8.33%,0,0.00%,0,0.00%
572,2760.0,185,110,59.46%,96,51.89%,110,59.46%,0,0.00%,14,7.57%
573,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
574,2766.0,261,195,74.71%,195,74.71%,196,75.10%,1,0.38%,0,0.00%
575,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
576,2794.0,603,313,51.91%,301,49.92%,330,54.73%,17,2.82%,12,1.99%
577,2795.0,436,281,64.45%,272,62.39%,294,67.43%,13,2.98%,9,2.06%
578,9999.0,129,46,35.66%,45,34.88%,59,45.74%,13,10.08%,1,0.78%
579,2798.0,123,78,63.41%,75,60.98%,79,64.23%,1,0.81%,3,2.44%
580,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
581,2809.0,649,521,80.28%,516,79.51%,527,81.20%,6,0.92%,5,0.77%
582,8401.0,29,26,89.66%,26,89.66%,28,96.55%,2,6.90%,0,0.00%
583,2818.0,127,91,71.65%,88,69.29%,92,72.44%,1,0.79%,3,2.36%
584,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
585,2821.0,192,154,80.21%,152,79.17%,156,81.25%,2,1.04%,2,1.04%
586,9999.0,5,2,40.00%,2,40.00%,2,40.00%,0,0.00%,0,0.00%
587,2829.0,775,659,85.03%,658,84.90%,661,85.29%,2,0.26%,1,0.13%
588,9999.0,6,3,50.00%,3,50.00%,3,50.00%,0,0.00%,0,0.00%
589,8371.0,43,22,51.16%,22,51.16%,22,51.16%,0,0.00%,0,0.00%
590,2833.0,138,103,74.64%,103,74.64%,107,77.54%,4,2.90%,0,0.00%
591,9999.0,5,3,60.00%,3,60.00%,3,60.00%,0,0.00%,0,0.00%
592,2839.0,254,194,76.38%,194,76.38%,210,82.68%,16,6.30%,0,0.00%
593,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
594,2848.0,348,260,74.71%,256,73.56%,260,74.71%,0,0.00%,4,1.15%
595,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
596,8125.0,61,57,93.44%,57,93.44%,58,95.08%,1,1.64%,0,0.00%
597,2860.0,220,185,84.09%,182,82.73%,185,84.09%,0,0.00%,3,1.36%
598,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
599,2869.0,207,183,88.41%,183,88.41%,185,89.37%,2,0.97%,0,0.00%
600,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
601,5242.0,160,103,64.38%,103,64.38%,106,66.25%,3,1.88%,0,0.00%
602,9999.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
603,2891.0,140,108,77.14%,108,77.14%,108,77.14%,0,0.00%,0,0.00%
604,9999.0,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
605,7348.0,748,481,64.30%,472,63.10%,491,65.64%,10,1.34%,9,1.20%
606,2924.0,117,89,76.07%,89,76.07%,90,76.92%,1,0.85%,0,0.00%
607,2958.0,74,51,68.92%,51,68.92%,56,75.68%,5,6.76%,0,0.00%
608,5058.0,236,201,85.17%,201,85.17%,208,88.14%,7,2.97%,0,0.00%
609,5059.0,106,50,47.17%,48,45.28%,51,48.11%,1,0.94%,2,1.89%
610,3007.0,193,145,75.13%,142,73.58%,145,75.13%,0,0.00%,3,1.55%
611,3008.0,126,70,55.56%,70,55.56%,72,57.14%,2,1.59%,0,0.00%
612,3009.0,167,130,77.84%,124,74.25%,133,79.64%,3,1.80%,6,3.59%
613,9999.0,32,7,21.88%,7,21.88%,7,21.88%,0,0.00%,0,0.00%
614,6390.0,140,113,80.71%,110,78.57%,114,81.43%,1,0.71%,3,2.14%
615,6391.0,286,201,70.28%,193,67.48%,202,70.63%,1,0.35%,8,2.80%
616,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
617,6364.0,118,68,57.63%,67,56.78%,70,59.32%,2,1.69%,1,0.85%
618,3034.0,160,106,66.25%,101,63.13%,106,66.25%,0,0.00%,5,3.13%
619,4828.0,110,80,72.73%,80,72.73%,83,75.45%,3,2.73%,0,0.00%
620,3040.0,49,30,61.22%,25,51.02%,32,65.31%,2,4.08%,5,10.20%
621,3045.0,161,120,74.53%,120,74.53%,121,75.16%,1,0.62%,0,0.00%
622,3048.0,66,53,80.30%,53,80.30%,53,80.30%,0,0.00%,0,0.00%
623,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
624,3056.0,85,56,65.88%,56,65.88%,57,67.06%,1,1.18%,0,0.00%
625,6368.0,334,153,45.81%,153,45.81%,153,45.81%,0,0.00%,0,0.00%
626,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
627,4691.0,169,99,58.58%,97,57.40%,104,61.54%,5,2.96%,2,1.18%
628,9999.0,5,0,0.00%,0,0.00%,4,80.00%,4,80.00%,0,0.00%
