,school number,total enrollment,low income enrollment,percent of enrollment from low income families
972,6271,"1,054",358,34.0%
973,0010,666,313,47.0%
974,5126,423,222,52.5%
975,7592,432,216,50.0%
976,8147,169,81,47.9%
977,8161,253,186,73.5%
978,2042,657,356,54.2%
979,2043,568,282,49.6%
980,6777,518,277,53.5%
981,6952,425,226,53.2%
982,5219,386,181,46.9%
983,7639,728,721,99.0%
984,0793,493,172,34.9%
985,0794,509,231,45.4%
986,0801,644,228,35.4%
987,0802,"1,287",466,36.2%
988,6794,655,257,39.2%
989,8096,481,227,47.2%
990,1368,260,16,6.2%
991,7695,441,63,14.3%
992,1424,"1,220",158,13.0%
993,1422,953,121,12.7%
994,6479,553,58,10.5%
995,1461,513,77,15.0%
996,6193,960,564,58.8%
997,5288,308,165,53.6%
998,5315,766,508,66.3%
999,1252,617,511,82.8%
1000,8314,78,64,82.1%
1001,1251,771,570,73.9%
1002,1250,771,486,63.0%
1003,4379,605,181,29.9%
1004,6957,966,260,26.9%
1005,4845,995,225,22.6%
1006,4386,804,353,43.9%
1007,4380,653,79,12.1%
1008,7768,498,303,60.8%
1009,7610,345,212,61.4%
1010,5242,881,515,58.5%
1011,2933,167,126,75.4%
1012,2939,356,233,65.4%
1013,7748,638,128,20.1%
1014,2202,707,241,34.1%
1015,5117,704,219,31.1%
1016,7427,706,240,34.0%
1017,2206,910,246,27.0%
1018,5282,333,192,57.7%
1019,7329,694,442,63.7%
1020,4373,811,332,40.9%
1021,4372,657,318,48.4%
1022,5166,292,105,36.0%
1023,5165,383,175,45.7%
1024,3135,290,138,47.6%
1025,3137,673,244,36.3%
1026,3133,389,206,53.0%
1027,7062,342,130,38.0%
1028,6341,228,67,29.4%
1029,7468,179,59,33.0%
1030,6125,389,389,100.0%
1031,7316,62,62,100.0%
1032,3145,681,186,27.3%
1033,8202,487,155,31.8%
1034,3143,298,89,29.9%
1035,6844,605,221,36.5%
1036,1753,164,70,42.7%
1037,5038,312,124,39.7%
1038,6330,304,97,31.9%
1039,6331,258,107,41.5%
1040,0808,723,269,37.2%
1041,7447,521,212,40.7%
1042,0809,367,133,36.2%
1043,7992,591,254,43.0%
1044,0175,501,40,8.0%
1045,5190,"1,077",85,7.9%
1046,0179,718,66,9.2%
1047,0178,272,32,11.8%
1048,0176,384,57,14.8%
1049,2891,894,482,53.9%
1050,7007,513,333,64.9%
1051,8199,306,213,69.6%
1052,2888,286,194,67.8%
1053,4565,252,136,54.0%
1054,4570,485,276,56.9%
1055,4571,421,213,50.6%
1056,4566,319,244,76.5%
1057,4568,244,112,45.9%
1058,7511,509,419,82.3%
1059,2047,287,104,36.2%
1060,2048,334,105,31.4%
1061,7948,662,203,30.7%
1062,2046,302,95,31.5%
1063,5227,483,169,35.0%
1064,7195,175,86,49.1%
1065,8316,141,67,47.5%
1066,8268,777,758,97.6%
1067,8264,710,685,96.5%
1068,8265,405,403,99.5%
1069,1766,539,538,99.8%
1070,6333,"1,165","1,125",96.6%
1071,7902,332,311,93.7%
1072,8266,179,168,93.9%
1073,7901,266,256,96.2%
1074,8267,613,599,97.7%
1075,7623,812,798,98.3%
1076,7667,550,542,98.5%
1077,5079,430,117,27.2%
1078,3268,261,79,30.3%
1079,3271,278,56,20.1%
1080,3272,"1,609",269,16.7%
1081,6639,"1,158",201,17.4%
1082,3267,254,80,31.5%
1083,3270,744,82,11.0%
1084,1871,579,46,7.9%
1085,1876,514,51,9.9%
1086,1877,439,30,6.8%
1087,1878,"1,338",169,12.6%
1088,1879,"1,728",234,13.5%
1089,1874,584,75,12.8%
1090,1875,663,65,9.8%
1091,5151,858,668,77.9%
1092,7937,383,317,82.8%
1093,7661,807,246,30.5%
1094,6718,900,572,63.6%
1095,8333,395,314,79.5%
1096,7348,"3,318","2,125",64.0%
1097,7936,831,723,87.0%
1098,6930,"1,047",917,87.6%
1099,8334,472,413,87.5%
1100,8245,822,587,71.4%
1101,7340,"1,027",346,33.7%
1102,7569,845,729,86.3%
1103,8041,634,634,100.0%
1104,5236,496,115,23.2%
1105,5055,604,191,31.6%
1106,2574,471,184,39.1%
1107,2577,547,196,35.8%
1108,2578,"2,202",638,29.0%
1109,6294,431,106,24.6%
1110,7421,493,145,29.4%
1111,7442,539,117,21.7%
1112,2576,559,245,43.8%
1113,2575,439,128,29.2%
1114,4389,566,118,20.8%
1115,7268,442,85,19.2%
1116,4404,"1,889",311,16.5%
1117,4394,444,49,11.0%
1118,5359,615,159,25.9%
1119,7269,473,68,14.4%
1120,4399,558,169,30.3%
1121,7270,451,125,27.7%
1122,4400,414,58,14.0%
1123,3146,619,248,40.1%
1124,8069,298,109,36.6%
1125,3150,814,234,28.7%
1126,3147,326,116,35.6%
1127,0182,283,127,44.9%
1128,0180,262,93,35.5%
1129,0191,582,339,58.2%
1130,7202,595,374,62.9%
1131,5153,759,403,53.1%
1132,8308,68,22,32.4%
1133,7097,558,255,45.7%
1134,7381,574,201,35.0%
1135,6195,649,215,33.1%
1136,0927,816,265,32.5%
1137,5207,801,223,27.8%
1138,6797,447,211,47.2%
1139,2331,392,171,43.6%
1140,8154,297,163,54.9%
1141,0672,329,79,24.0%
1142,0674,636,206,32.4%
1143,0675,725,154,21.2%
1144,0671,265,86,32.5%
1145,7280,217,79,36.4%
1146,8209,244,62,25.4%
1147,5333,472,240,50.8%
1148,0000,9,1,11.1%
1149,2305,615,269,43.7%
1150,7525,365,175,47.9%
1151,7620,506,278,54.9%
1152,6606,326,204,62.6%
1153,8155,516,514,99.6%
1154,7579,471,336,71.3%
1155,7542,562,500,89.0%
1156,7683,814,415,51.0%
1157,2314,464,208,44.8%
1158,4964,394,186,47.2%
1159,2321,228,104,45.6%
1160,2322,220,99,45.0%
1161,2324,642,267,41.6%
1162,2325,828,342,41.3%
1163,7032,402,192,47.8%
1164,7765,148,23,15.5%
1165,7557,113,111,98.2%
1166,1881,596,318,53.4%
1167,1885,"1,136",506,44.5%
1168,7643,242,120,49.6%
1169,1883,563,240,42.6%
1170,6508,554,257,46.4%
1171,4847,351,223,63.5%
1172,0000,428,304,71.0%
1173,2052,650,428,65.8%
1174,4817,568,312,54.9%
1175,6127,258,131,50.8%
1176,6126,267,128,47.9%
1177,8024,543,448,82.5%
1178,8025,236,174,73.7%
1179,4412,248,166,66.9%
1180,5180,398,246,61.8%
1181,7029,412,187,45.4%
1182,2280,378,175,46.3%
1183,3276,348,45,12.9%
1184,8049,282,44,15.6%
1185,3031,248,118,47.6%
1186,5243,637,329,51.6%
1187,3034,781,265,33.9%
1188,3033,627,293,46.7%
1189,5060,260,117,45.0%
1190,1307,593,314,53.0%
1191,6965,751,378,50.3%
1192,7785,690,388,56.2%
1193,8149,787,758,96.3%
1194,5326,346,171,49.4%
1195,6218,276,101,36.6%
1196,2394,553,175,31.6%
1197,2390,259,106,40.9%
1198,4947,262,138,52.7%
1199,6255,546,211,38.6%
1200,2399,106,69,65.1%
1201,2391,178,82,46.1%
1202,2395,178,87,48.9%
1203,2393,129,53,41.1%
1204,7220,458,189,41.3%
1205,2400,135,63,46.7%
1206,2396,126,53,42.1%
1207,5230,403,201,49.9%
1208,2308,355,168,47.3%
1209,5244,523,284,54.3%
1210,5245,377,192,50.9%
1211,3100,282,142,50.4%
1212,1153,493,224,45.4%
1213,1154,744,286,38.4%
1214,7396,275,130,47.3%
1215,8172,557,310,55.7%
1216,1401,584,236,40.4%
1217,6482,"1,262",454,36.0%
1218,6834,980,404,41.2%
1219,8171,302,156,51.7%
1220,1400,519,217,41.8%
1221,6694,562,303,53.9%
1222,1486,480,200,41.7%
1223,7979,538,215,40.0%
1224,7067,610,278,45.6%
1225,7795,94,62,66.0%
1226,6241,124,80,64.5%
1227,7589,"1,180",424,35.9%
1228,7590,819,351,42.9%
1229,4815,280,192,68.6%
1230,0000,2,2,100.0%
1231,4917,233,98,42.1%
1232,1570,365,177,48.5%
1233,6242,220,157,71.4%
1234,6245,399,252,63.2%
1235,1588,321,103,32.1%
1236,7506,251,237,94.4%
1237,7461,351,147,41.9%
1238,0203,175,38,21.7%
1239,5112,657,258,39.3%
1240,7462,430,173,40.2%
1241,0204,327,160,48.9%
1242,7826,412,357,86.7%
1243,9999,1,1,100.0%
1244,7776,"1,265","1,126",89.0%
1245,9999,2,2,100.0%
1246,8124,371,330,88.9%
1247,7191,472,319,67.6%
1248,4431,"1,251",472,37.7%
1249,7189,564,247,43.8%
1250,7190,554,181,32.7%
1251,4516,360,138,38.3%
1252,8277,560,245,43.8%
1253,0810,249,71,28.5%
1254,6315,330,80,24.2%
1255,0816,452,91,20.1%
1256,6316,328,79,24.1%
1257,7538,196,196,100.0%
1258,7565,580,372,64.1%
1259,4524,549,221,40.3%
1260,4528,486,195,40.1%
1261,6403,453,109,24.1%
1262,6404,725,202,27.9%
1263,7146,337,139,41.2%
1264,2924,933,261,28.0%
1265,7060,301,126,41.9%
1266,2922,445,100,22.5%
1267,2920,242,79,32.6%
1268,3155,382,129,33.8%
1269,7069,377,163,43.2%
1270,3154,370,180,48.6%
1271,2606,685,179,26.1%
1272,7939,600,107,17.8%
1273,2607,"1,009",214,21.2%
1274,6297,747,179,24.0%
1275,5285,360,150,41.7%
1276,5283,380,179,47.1%
1277,5284,490,242,49.4%
1278,2598,407,361,88.7%
1279,7182,412,388,94.2%
1280,2599,618,501,81.1%
1281,2581,438,418,95.4%
1282,2589,605,569,94.0%
1283,2592,454,382,84.1%
1284,2593,502,478,95.2%
1285,2597,395,319,80.8%
1286,5056,528,513,97.2%
1287,2584,517,456,88.2%
1288,2595,570,511,89.6%
1289,2596,"2,636","2,246",85.2%
1290,7922,323,301,93.2%
1291,6762,496,449,90.5%
1292,2594,500,446,89.2%
1293,2587,372,341,91.7%
1294,2590,360,270,75.0%
1295,2600,591,467,79.0%
1296,2591,471,419,89.0%
1297,0000,798,508,63.7%
1298,2146,332,247,74.4%
1299,2163,397,161,40.6%
1300,4700,325,216,66.5%
1301,5146,764,427,55.9%
1302,6600,970,477,49.2%
1303,4820,337,203,60.2%
1304,7001,631,188,29.8%
1305,2680,613,213,34.7%
1306,4940,366,227,62.0%
1307,5156,541,239,44.2%
1308,6616,626,555,88.7%
1309,5337,403,330,81.9%
1310,2754,"1,031",841,81.6%
1311,5155,"1,210",845,69.8%
1312,6894,600,566,94.3%
1313,2746,470,395,84.0%
1314,2743,514,426,82.9%
1315,6579,405,185,45.7%
1316,7923,398,164,41.2%
1317,5338,"2,699","1,765",65.4%
1318,7681,"1,571",573,36.5%
1319,7634,495,125,25.3%
1320,8130,434,399,91.9%
1321,1312,146,74,50.7%
1322,1313,265,99,37.4%
1323,1315,698,257,36.8%
1324,1314,737,351,47.6%
1325,1311,236,116,49.2%
1326,1310,283,180,63.6%
1327,4807,564,252,44.7%
1328,4665,440,115,26.1%
1329,4084,559,165,29.5%
1330,4085,622,125,20.1%
1331,4081,324,83,25.6%
1332,6940,257,150,58.4%
1333,4442,529,151,28.5%
1334,4440,372,126,33.9%
1335,5361,414,136,32.9%
1336,7675,772,772,100.0%
1337,0000,"1,780","1,039",58.4%
1338,8125,585,513,87.7%
1339,7859,682,186,27.3%
1340,6786,452,172,38.1%
1341,3532,369,146,39.6%
1342,8286,404,146,36.1%
1343,7784,303,105,34.7%
1344,0014,635,222,35.0%
1345,0013,445,152,34.2%
1346,0012,557,163,29.3%
1347,1747,202,39,19.3%
1348,1752,415,106,25.5%
1349,1775,280,95,33.9%
1350,1776,"1,174",186,15.8%
1351,7414,868,198,22.8%
1352,1774,368,85,23.1%
1353,7844,14,9,64.3%
1354,1797,389,34,8.7%
1355,3293,899,74,8.2%
1356,7597,466,44,9.4%
1357,3286,536,35,6.5%
1358,3291,738,57,7.7%
1359,3296,"1,154",135,11.7%
1360,3295,"1,350",174,12.9%
1361,3287,561,33,5.9%
1362,3288,654,85,13.0%
1363,3289,677,71,10.5%
1364,3294,967,111,11.5%
1365,4960,741,78,10.5%
1366,7212,510,49,9.6%
1367,3297,901,94,10.4%
1368,3036,685,263,38.4%
1369,3037,376,118,31.4%
1370,4828,455,148,32.5%
1371,7149,86,80,93.0%
1372,0000,450,299,66.4%
1373,7291,303,124,40.9%
1374,7223,403,258,64.0%
1375,7012,286,137,47.9%
1376,3902,315,186,59.0%
1377,7549,312,262,84.0%
1378,7954,440,158,35.9%
1379,7955,376,104,27.7%
1380,7953,877,276,31.5%
1381,2618,907,211,23.3%
1382,7956,257,88,34.2%
1383,2619,298,132,44.3%
1384,6733,323,109,33.7%
1385,8246,917,252,27.5%
1386,2623,"1,755",449,25.6%
1387,5114,887,249,28.1%
1388,2621,337,80,23.7%
1389,4708,488,113,23.2%
1390,7383,411,79,19.2%
1391,2620,312,83,26.6%
1392,7672,"1,288","1,288",100.0%
1393,2339,658,289,43.9%
1394,8066,311,142,45.7%
1395,8138,442,210,47.5%
1396,7777,789,655,83.0%
1397,1898,349,32,9.2%
1398,1899,326,44,13.5%
1399,1902,"1,160",189,16.3%
1400,1901,770,156,20.3%
1401,1894,360,46,12.8%
1402,1896,315,37,11.7%
1403,7929,529,37,7.0%
1404,1155,733,70,9.5%
1405,5363,511,53,10.4%
1406,1158,440,35,8.0%
1407,1159,"1,049",115,11.0%
1408,7574,"1,322",547,41.4%
1409,7678,563,403,71.6%
1410,8259,764,727,95.2%
1411,8288,555,461,83.1%
1412,7588,"1,110","1,035",93.2%
1413,8208,551,443,80.4%
1414,8207,"1,432","1,209",84.4%
1415,8153,837,657,78.5%
1416,8152,553,477,86.3%
1417,7961,844,636,75.4%
1418,7909,735,542,73.7%
1419,8151,732,682,93.2%
1420,7910,"1,352","1,059",78.3%
1421,7582,999,817,81.8%
1422,4248,525,226,43.0%
1423,4244,243,109,44.9%
1424,4249,595,201,33.8%
1425,6976,380,161,42.4%
1426,7673,800,582,72.8%
1427,0499,348,235,67.5%
1428,8272,405,326,80.5%
1429,6105,"1,108",707,63.8%
1430,8271,435,358,82.3%
1431,8270,434,371,85.5%
1432,6672,271,186,68.6%
1433,1709,227,79,34.8%
1434,7837,425,211,49.6%
1435,8008,291,112,38.5%
1436,5098,"1,169",333,28.5%
1437,1715,861,279,32.4%
1438,5021,240,104,43.3%
1439,1711,272,66,24.3%
1440,4851,332,74,22.3%
1441,8210,238,186,78.2%
1442,8257,888,888,100.0%
1443,3157,602,263,43.7%
1444,7792,179,78,43.6%
1445,3158,410,122,29.8%
1446,6744,454,234,51.5%
1447,6716,777,113,14.5%
1448,6845,286,39,13.6%
1449,7433,433,54,12.5%
1450,3303,358,90,25.1%
1451,3305,"1,662",194,11.7%
1452,8139,802,110,13.7%
1453,5252,289,44,15.2%
1454,7573,367,28,7.6%
1455,6208,381,195,51.2%
1456,3994,270,99,36.7%
1457,7613,215,98,45.6%
1458,2423,996,477,47.9%
1459,8304,742,224,30.2%
1460,5175,773,185,23.9%
1461,8005,221,169,76.5%
1462,1788,433,172,39.7%
1463,1790,647,265,41.0%
1464,1785,526,269,51.1%
1465,7756,466,280,60.1%
1466,3961,638,304,47.6%
1467,3962,774,352,45.5%
1468,7799,348,168,48.3%
1469,8232,386,235,60.9%
1470,6566,286,208,72.7%
1471,0000,212,122,57.5%
1472,8307,317,185,58.4%
1473,6261,320,167,52.2%
1474,8182,397,174,43.8%
1475,8183,213,89,41.8%
1476,7789,586,438,74.7%
1477,8184,556,323,58.1%
1478,8187,"1,171",461,39.4%
1479,8186,893,427,47.8%
1480,8185,825,414,50.2%
1481,3196,219,104,47.5%
1482,7863,514,187,36.4%
1483,6809,499,175,35.1%
1484,4091,546,147,26.9%
1485,6360,449,214,47.7%
1486,2053,626,158,25.2%
1487,2054,625,297,47.5%
1488,4724,433,165,38.1%
1489,5329,709,290,40.9%
1490,4954,569,223,39.2%
1491,8071,"2,494",891,35.7%
1492,2059,603,316,52.4%
1493,7384,513,133,25.9%
1494,2062,586,272,46.4%
1495,1793,362,170,47.0%
1496,6682,201,87,43.3%
1497,1794,256,77,30.1%
1498,7064,344,138,40.1%
1499,1623,309,112,36.2%
1500,5353,551,356,64.6%
1501,6863,498,282,56.6%
1502,3541,631,311,49.3%
1503,7034,147,81,55.1%
1504,3537,256,137,53.5%
1505,4836,139,56,40.3%
1506,6699,542,280,51.7%
1507,6583,537,216,40.2%
1508,7108,797,348,43.7%
1509,2686,697,247,35.4%
1510,6635,346,228,65.9%
1511,4444,387,321,82.9%
1512,7399,213,164,77.0%
1513,6181,230,170,73.9%
1514,6605,711,345,48.5%
1515,1164,592,242,40.9%
1516,6674,907,445,49.1%
1517,7800,425,250,58.8%
1518,3039,554,246,44.4%
1519,3040,364,131,36.0%
1520,0000,256,30,11.7%
1521,8177,839,231,27.5%
1522,6596,606,165,27.2%
1523,0229,364,113,31.0%
1524,5017,984,253,25.7%
1525,5343,627,134,21.4%
1526,3044,243,56,23.0%
1527,3042,522,135,25.9%
1528,3045,628,153,24.4%
1529,5354,285,114,40.0%
1530,6421,413,161,39.0%
1531,4044,710,227,32.0%
1532,5127,198,43,21.7%
1533,0240,442,57,12.9%
1534,5299,188,96,51.1%
1535,7441,358,88,24.6%
1536,7952,212,25,11.8%
1537,8253,583,118,20.2%
1538,8254,597,114,19.1%
1539,4951,"1,192",187,15.7%
1540,8112,264,163,61.7%
1541,8114,246,156,63.4%
1542,8113,366,237,64.8%
1543,6929,460,251,54.6%
1544,1550,429,209,48.7%
1545,7498,841,561,66.7%
1546,6936,433,218,50.3%
1547,8135,225,132,58.7%
1548,4454,199,105,52.8%
1549,4458,631,228,36.1%
1550,7791,324,154,47.5%
1551,4455,416,166,39.9%
1552,4457,356,201,56.5%
1553,4453,145,80,55.2%
1554,2295,138,94,68.1%
1555,2297,241,154,63.9%
1556,7944,471,270,57.3%
1557,7733,282,187,66.3%
1558,2291,367,279,76.0%
1559,7339,521,228,43.8%
1560,4049,504,214,42.5%
1561,0249,259,20,7.7%
1562,0251,230,19,8.3%
1563,0248,358,27,7.5%
1564,0250,337,18,5.3%
1565,7535,581,49,8.4%
1566,0246,436,57,13.1%
1567,0247,329,16,4.9%
1568,7534,658,73,11.1%
1569,0254,"1,693",191,11.3%
1570,0245,417,61,14.6%
1571,8006,536,294,54.9%
1572,4919,"1,231",582,47.3%
1573,6610,954,429,45.0%
1574,0827,842,413,49.0%
1575,7546,267,199,74.5%
1576,3048,443,154,34.8%
1577,3047,598,253,42.3%
1578,8054,374,49,13.1%
1579,8055,354,50,14.1%
1580,3495,"1,553",210,13.5%
1581,8053,"1,052",167,15.9%
1582,3494,733,128,17.5%
1583,8056,579,132,22.8%
1584,5154,432,53,12.3%
1585,1070,395,125,31.6%
1586,4948,457,39,8.5%
1587,7128,695,131,18.8%
1588,1069,584,156,26.7%
1589,1065,511,95,18.6%
1590,7380,932,189,20.3%
1591,1071,415,96,23.1%
1592,6455,"2,533",541,21.4%
1593,1077,582,144,24.7%
1594,1076,486,119,24.5%
1595,1072,374,94,25.1%
1596,2689,595,124,20.8%
1597,2688,620,138,22.3%
1598,6720,653,430,65.8%
1599,0695,438,231,52.7%
1600,0694,331,191,57.7%
1601,2701,89,0,0.0%
1602,8319,828,587,70.9%
1603,8284,457,315,68.9%
1604,2704,800,525,65.6%
1605,7164,979,720,73.5%
1606,7762,148,63,42.6%
1607,7649,"1,363",820,60.2%
1608,1084,525,26,5.0%
1609,1082,268,18,6.7%
1610,7561,392,24,6.1%
1611,7830,326,23,7.1%
1612,8321,379,379,100.0%
1613,4466,172,172,100.0%
1614,8322,656,656,100.0%
1615,8323,846,845,99.9%
1616,7829,536,404,75.4%
1617,5260,507,281,55.4%
1618,7930,311,121,38.9%
1619,7931,262,130,49.6%
1620,7566,49,5,10.2%
1621,3263,468,369,78.8%
1622,3265,883,640,72.5%
1623,3321,576,516,89.6%
1624,5080,415,400,96.4%
1625,3318,386,336,87.0%
1626,3408,686,554,80.8%
1627,6729,"1,687","1,202",71.3%
1628,5253,554,321,57.9%
1629,8313,277,229,82.7%
1630,6998,110,91,82.7%
1631,3320,522,456,87.4%
1632,7364,525,459,87.4%
1633,0263,394,9,2.3%
1634,5108,675,41,6.1%
1635,0265,429,5,1.2%
1636,6603,364,22,6.0%
1637,0266,428,17,4.0%
1638,0270,567,24,4.2%
1639,7346,767,29,3.8%
1640,7379,681,22,3.2%
1641,0268,778,69,8.9%
1642,8305,"2,721",149,5.5%
1643,0269,385,15,3.9%
1644,7151,60,0,0.0%
1645,5139,302,148,49.0%
1646,1489,285,98,34.4%
1647,4946,402,226,56.2%
1648,6145,485,201,41.4%
1649,6144,381,194,50.9%
1650,7360,404,217,53.7%
1651,8142,483,140,29.0%
1652,8052,575,134,23.3%
1653,6106,581,168,28.9%
1654,7101,"1,456",393,27.0%
1655,0291,663,148,22.3%
1656,0290,513,210,40.9%
1657,4958,"1,026",322,31.4%
1658,7406,555,93,16.8%
1659,6907,391,46,11.8%
1660,7314,568,69,12.1%
1661,4831,581,112,19.3%
1662,5344,468,242,51.7%
1663,3379,496,152,30.6%
1664,3309,659,238,36.1%
1665,3275,524,158,30.2%
1666,4830,576,71,12.3%
1667,5345,"3,082",796,25.8%
1668,3325,440,99,22.5%
1669,3280,483,246,50.9%
1670,3322,858,150,17.5%
1671,3324,"1,358",446,32.8%
1672,3323,771,215,27.9%
1673,7407,553,108,19.5%
1674,3278,347,124,35.7%
1675,8097,283,73,25.8%
1676,8098,551,205,37.2%
1677,2446,952,277,29.1%
1678,8099,484,161,33.3%
1679,5233,708,225,31.8%
1680,7950,"1,082",523,48.3%
1681,3883,855,355,41.5%
1682,4837,459,228,49.7%
1683,7259,315,161,51.1%
1684,3988,354,149,42.1%
1685,7430,"1,084",334,30.8%
1686,5062,670,267,39.9%
1687,3499,609,129,21.2%
1688,3500,622,168,27.0%
1689,3505,"1,681",419,24.9%
1690,5258,882,260,29.5%
1691,5209,433,218,50.3%
1692,0964,408,135,33.1%
1693,0000,222,144,64.9%
1694,4572,346,149,43.1%
1695,7375,205,76,37.1%
1696,4578,635,295,46.5%
1697,4577,996,393,39.5%
1698,5272,358,126,35.2%
1699,7962,451,194,43.0%
1700,7644,485,209,43.1%
1701,4576,272,167,61.4%
1702,7167,440,190,43.2%
1703,0747,551,213,38.7%
1704,6859,413,214,51.8%
1705,6201,365,169,46.3%
1706,6860,351,155,44.2%
1707,2758,197,65,33.0%
1708,2755,189,63,33.3%
1709,2757,484,89,18.4%
1710,2756,209,68,32.5%
1711,8310,504,160,31.7%
1712,2760,706,213,30.2%
1713,6829,268,120,44.8%
1714,2818,537,213,39.7%
1715,2813,352,159,45.2%
1716,6727,507,246,48.5%
1717,6931,318,210,66.0%
1718,3875,252,139,55.2%
1719,6908,325,168,51.7%
1720,6371,309,195,63.1%
1721,4058,390,201,51.5%
1722,4060,471,248,52.7%
1723,4057,364,224,61.5%
1724,6373,517,237,45.8%
1725,6816,370,200,54.1%
1726,4579,387,65,16.8%
1727,4581,333,124,37.2%
1728,6345,974,191,19.6%
1729,6346,732,178,24.3%
1730,7572,496,85,17.1%
1731,4580,216,65,30.1%
1732,0030,334,179,53.6%
1733,6977,348,204,58.6%
1734,0053,543,258,47.5%
1735,6353,166,62,37.3%
1736,2958,497,190,38.2%
1737,2955,311,121,38.9%
1738,2956,193,80,41.5%
1739,0000,317,235,74.1%
1740,5144,414,254,61.4%
1741,6146,349,201,57.6%
1742,6745,476,235,49.4%
1743,2070,213,143,67.1%
1744,6449,502,109,21.7%
1745,2821,733,87,11.9%
1746,7353,531,82,15.4%
1747,2819,450,49,10.9%
1748,7856,783,643,82.1%
1749,8101,497,124,24.9%
1750,7758,843,172,20.4%
1751,4482,814,173,21.3%
1752,4717,"1,595",347,21.8%
1753,7757,493,186,37.7%
1754,5270,474,104,21.9%
1755,7716,493,43,8.7%
1756,1414,"1,205",406,33.7%
1757,1413,363,145,39.9%
1758,8004,366,145,39.6%
1759,7656,542,232,42.8%
1760,4115,460,300,65.2%
1761,7215,609,426,70.0%
1762,4931,631,360,57.1%
1763,8235,214,133,62.1%
1764,4116,123,75,61.0%
1765,2448,528,228,43.2%
1766,2449,399,142,35.6%
1767,7378,698,193,27.7%
1768,6319,406,102,25.1%
1769,6318,570,112,19.6%
1770,8205,"1,672","1,125",67.3%
1771,3876,190,111,58.4%
1772,3877,148,66,44.6%
1773,7753,95,52,54.7%
1774,3106,363,147,40.5%
1775,3107,339,154,45.4%
1776,7304,629,186,29.6%
1777,7198,504,47,9.3%
1778,7197,468,60,12.8%
1779,6487,623,136,21.8%
1780,1406,"1,565",237,15.1%
1781,5010,828,135,16.3%
1782,7994,588,39,6.6%
1783,8063,527,263,49.9%
1784,8064,574,253,44.1%
1785,6624,252,126,50.0%
1786,6623,589,280,47.5%
1787,1420,"1,323",556,42.0%
1788,1418,593,245,41.3%
1789,7063,224,54,24.1%
1790,1094,606,105,17.3%
1791,7312,462,92,19.9%
1792,1091,210,54,25.7%
1793,6456,206,33,16.0%
1794,4734,506,139,27.5%
1795,7140,312,127,40.7%
1796,7993,190,103,54.2%
1797,7172,457,211,46.2%
1798,1319,370,94,25.4%
1799,2761,352,94,26.7%
1800,8157,622,90,14.5%
1801,8162,247,97,39.3%
1802,2765,818,198,24.2%
1803,2766,"1,015",179,17.6%
1804,2764,366,107,29.2%
1805,7985,715,628,87.8%
1806,1322,851,505,59.3%
1807,1323,415,254,61.2%
1808,6693,396,222,56.1%
1809,2824,517,76,14.7%
1810,4672,559,104,18.6%
1811,8141,644,92,14.3%
1812,2823,385,84,21.8%
1813,6801,445,79,17.8%
1814,2827,394,120,30.5%
1815,7604,"1,024",246,24.0%
1816,2829,"3,123",609,19.5%
1817,2826,436,74,17.0%
1818,2825,387,87,22.5%
1819,7603,"1,240",252,20.3%
1820,5274,650,297,45.7%
1821,6439,515,143,27.8%
1822,3511,463,202,43.6%
1823,5351,664,238,35.8%
1824,1213,513,161,31.4%
1825,7139,263,108,41.1%
1826,6990,527,199,37.8%
1827,6202,130,9,6.9%
1828,1255,275,108,39.3%
1829,0000,6,5,83.3%
1830,8160,268,187,69.8%
1831,5019,"1,133",817,72.1%
1832,8327,"1,400",942,67.3%
1833,0309,"1,453",880,60.6%
1834,7141,612,226,36.9%
1835,2516,297,113,38.0%
1836,2629,329,113,34.3%
1837,2626,514,247,48.1%
1838,2627,297,69,23.2%
1839,7410,450,178,39.6%
1840,2628,302,132,43.7%
1841,5238,316,92,29.1%
1842,2633,"1,657",567,34.2%
1843,2634,308,106,34.4%
1844,1630,457,201,44.0%
1845,1629,505,186,36.8%
1846,6137,519,247,47.6%
1847,6942,548,219,40.0%
1848,7278,480,185,38.5%
1849,6136,535,155,29.0%
1850,1911,492,97,19.7%
1851,1910,317,73,23.0%
1852,5143,815,163,20.0%
1853,1912,275,92,33.5%
1854,5223,426,53,12.4%
1855,1915,"1,049",188,17.9%
1856,1053,446,63,14.1%
1857,1054,448,73,16.3%
1858,1055,465,105,22.6%
1859,1097,520,149,28.7%
1860,4681,667,108,16.2%
1861,1100,"2,329",455,19.5%
1862,7957,596,89,14.9%
1863,1099,501,134,26.7%
1864,1098,503,111,22.1%
1865,1052,456,62,13.6%
1866,7260,426,104,24.4%
1867,7028,444,227,51.1%
1868,2345,470,204,43.4%
1869,1347,227,66,29.1%
1870,1346,111,60,54.1%
1871,6847,427,121,28.3%
1872,6231,672,195,29.0%
1873,7519,531,33,6.2%
1874,7308,738,155,21.0%
1875,4853,546,19,3.5%
1876,1111,552,81,14.7%
1877,7465,248,62,25.0%
1878,1109,462,41,8.9%
1879,1107,434,113,26.0%
1880,1106,408,108,26.5%
1881,1101,346,90,26.0%
1882,4682,"3,198",441,13.8%
1883,1116,852,134,15.7%
1884,1102,468,28,6.0%
1885,1112,375,110,29.3%
1886,1113,998,164,16.4%
1887,7650,"9,344","2,498",26.7%
