,school number,total enrollment,low income enrollment,percent of enrollment from low income families
857,2559.0,468,84,17.9%
858,6417.0,701,346,49.4%
859,6418.0,680,254,37.4%
860,2674.0,282,177,62.8%
861,2675.0,942,338,35.9%
862,2664.0,329,144,43.8%
863,2668.0,277,124,44.8%
864,2665.0,138,42,30.4%
865,8028.0,319,110,34.5%
866,2564.0,307,108,35.2%
867,2568.0,457,103,22.5%
868,6712.0,"1,215",380,31.3%
869,6293.0,"1,258",313,24.9%
870,2563.0,378,160,42.3%
871,2570.0,399,136,34.1%
872,8104.0,48,2,4.2%
873,7842.0,216,108,50.0%
874,2000.0,274,244,89.1%
875,7294.0,860,579,67.3%
876,2001.0,650,365,56.2%
877,2021.0,703,444,63.2%
878,2003.0,442,390,88.2%
879,2026.0,909,694,76.3%
880,2004.0,336,312,92.9%
881,2022.0,518,478,92.3%
882,2007.0,420,341,81.2%
883,2009.0,614,347,56.5%
884,2010.0,529,455,86.0%
885,2011.0,599,454,75.8%
886,2013.0,451,363,80.5%
887,2016.0,422,380,90.0%
888,7515.0,862,219,25.4%
889,7912.0,14,8,57.1%
890,2018.0,503,365,72.6%
891,7035.0,605,551,91.1%
892,2024.0,302,278,92.1%
893,2027.0,"1,045",669,64.0%
894,6959.0,594,522,87.9%
895,2025.0,555,505,91.0%
896,5045.0,749,203,27.1%
897,7680.0,72,29,40.3%
898,7564.0,242,194,80.2%
899,735.0,114,57,50.0%
900,7006.0,518,278,53.7%
901,7897.0,490,213,43.5%
902,7898.0,215,99,46.0%
903,734.0,90,47,52.2%
904,7866.0,77,0,0.0%
905,787.0,699,122,17.5%
906,788.0,"1,404",225,16.0%
907,783.0,652,80,12.3%
908,786.0,509,106,20.8%
909,6731.0,415,87,21.0%
910,7755.0,669,123,18.4%
911,6270.0,433,59,13.6%
912,6269.0,390,49,12.6%
913,7322.0,393,71,18.1%
914,7466.0,531,109,20.5%
915,6737.0,613,92,15.0%
916,2032.0,474,83,17.5%
917,6826.0,236,86,36.4%
918,7508.0,116,43,37.1%
919,2201.0,207,63,30.4%
920,7119.0,506,441,87.2%
921,5248.0,364,309,84.9%
922,4842.0,485,287,59.2%
923,7746.0,184,141,76.6%
924,1225.0,372,197,53.0%
925,1223.0,443,248,56.0%
926,7744.0,692,588,85.0%
927,791.0,268,31,11.6%
928,6311.0,847,163,19.2%
929,5023.0,844,131,15.5%
930,860.0,178,27,15.2%
931,8057.0,549,106,19.3%
932,7857.0,449,389,86.6%
933,5016.0,750,177,23.6%
934,6840.0,256,132,51.6%
935,2246.0,235,97,41.3%
936,6160.0,111,53,47.7%
937,6159.0,118,35,29.7%
938,6701.0,138,84,60.9%
939,6161.0,173,69,39.9%
940,6420.0,459,232,50.5%
941,6419.0,437,186,42.6%
942,6899.0,991,434,43.8%
943,1191.0,544,199,36.6%
944,1287.0,496,207,41.7%
945,7187.0,587,148,25.2%
946,4242.0,568,168,29.6%
947,5328.0,494,202,40.9%
948,2037.0,750,281,37.5%
949,5226.0,136,60,44.1%
950,2036.0,357,137,38.4%
951,2035.0,439,207,47.2%
952,147.0,998,165,16.5%
953,149.0,357,18,5.0%
954,156.0,"1,464",222,15.2%
955,6780.0,380,50,13.2%
956,153.0,472,208,44.1%
957,461.0,691,62,9.0%
958,4667.0,282,221,78.4%
959,4106.0,704,299,42.5%
960,6984.0,328,163,49.7%
961,4103.0,127,60,47.2%
962,4101.0,232,76,32.8%
963,4104.0,114,60,52.6%
964,4102.0,90,40,44.4%
965,6166.0,220,96,43.6%
966,5119.0,632,115,18.2%
967,7602.0,883,106,12.0%
968,4360.0,"1,269",152,12.0%
969,7163.0,619,120,19.4%
970,4354.0,244,28,11.5%
971,4357.0,675,66,9.8%
972,7666.0,959,722,75.3%
973,8123.0,247,147,59.5%
974,6687.0,189,91,48.1%
975,2126.0,372,134,36.0%
976,7176.0,269,116,43.1%
977,6686.0,426,141,33.1%
978,7052.0,331,135,40.8%
979,7050.0,209,110,52.6%
980,7865.0,233,106,45.5%
981,6564.0,253,89,35.2%
982,6563.0,539,177,32.8%
983,591.0,593,127,21.4%
984,593.0,323,101,31.3%
985,594.0,604,118,19.5%
986,590.0,148,37,25.0%
987,592.0,312,93,29.8%
988,7586.0,505,317,62.8%
989,7192.0,183,73,39.9%
990,6223.0,368,232,63.0%
991,7714.0,537,12,2.2%
992,6506.0,797,35,4.4%
993,7486.0,819,48,5.9%
994,1869.0,"1,497",63,4.2%
995,7313.0,"1,093",64,5.9%
996,161.0,247,64,25.9%
997,157.0,300,94,31.3%
998,167.0,645,158,24.5%
999,170.0,"1,476",288,19.5%
1000,169.0,584,180,30.8%
1001,168.0,173,101,58.4%
1002,5191.0,317,79,24.9%
1003,165.0,205,38,18.5%
1004,2038.0,398,105,26.4%
1005,2040.0,750,173,23.1%
1006,5225.0,702,184,26.2%
1007,2039.0,342,119,34.8%
1008,9.0,248,131,52.8%
1009,6.0,281,99,35.2%
1010,6271.0,"1,138",325,28.6%
1011,10.0,673,236,35.1%
1012,5126.0,336,113,33.6%
1013,7592.0,476,167,35.1%
1014,2042.0,714,332,46.5%
1015,2043.0,684,250,36.5%
1016,6777.0,621,268,43.2%
1017,6952.0,427,240,56.2%
1018,5219.0,399,205,51.4%
1019,7639.0,550,461,83.8%
1020,793.0,487,109,22.4%
1021,794.0,480,120,25.0%
1022,801.0,596,161,27.0%
1023,802.0,"1,516",248,16.4%
1024,6794.0,717,183,25.5%
1025,8096.0,489,143,29.2%
1026,7728.0,474,371,78.3%
1027,1368.0,309,11,3.6%
1028,7695.0,511,33,6.5%
1029,1424.0,"1,227",72,5.9%
1030,1422.0,948,81,8.5%
1031,6479.0,571,49,8.6%
1032,1461.0,479,50,10.4%
1033,6193.0,"1,033",445,43.1%
1034,5288.0,326,201,61.7%
1035,5315.0,788,652,82.7%
1036,1252.0,598,456,76.3%
1037,1251.0,976,622,63.7%
1038,1250.0,816,639,78.3%
1039,4379.0,642,197,30.7%
1040,6957.0,994,235,23.6%
1041,4845.0,"1,102",209,19.0%
1042,4386.0,791,332,42.0%
1043,4380.0,691,75,10.9%
1044,7768.0,516,291,56.4%
1045,7610.0,345,203,58.8%
1046,5242.0,852,386,45.3%
1047,2933.0,167,100,59.9%
1048,2939.0,363,215,59.2%
1049,7748.0,205,32,15.6%
1050,2202.0,697,170,24.4%
1051,5117.0,722,137,19.0%
1052,7427.0,629,134,21.3%
1053,2206.0,"1,000",153,15.3%
1054,5282.0,314,187,59.6%
1055,7329.0,615,326,53.0%
1056,4373.0,983,313,31.8%
1057,4372.0,680,275,40.4%
1058,5166.0,344,93,27.0%
1059,5165.0,353,154,43.6%
1060,3135.0,339,127,37.5%
1061,3137.0,739,230,31.1%
1062,3133.0,399,176,44.1%
1063,7062.0,363,106,29.2%
1064,6341.0,258,49,19.0%
1065,7468.0,192,48,25.0%
1066,6125.0,353,353,100.0%
1067,7316.0,54,54,100.0%
1068,3145.0,797,214,26.9%
1069,3144.0,365,98,26.8%
1070,3143.0,311,105,33.8%
1071,6844.0,678,202,29.8%
1072,7120.0,150,0,0.0%
1073,1753.0,174,51,29.3%
1074,5038.0,337,109,32.3%
1075,6330.0,384,83,21.6%
1076,6331.0,277,76,27.4%
1077,808.0,816,212,26.0%
1078,7447.0,601,193,32.1%
1079,809.0,381,110,28.9%
1080,7992.0,701,272,38.8%
1081,175.0,510,42,8.2%
1082,5190.0,"1,098",77,7.0%
1083,179.0,757,75,9.9%
1084,178.0,329,28,8.5%
1085,176.0,413,21,5.1%
1086,2891.0,959,445,46.4%
1087,7007.0,305,154,50.5%
1088,2887.0,154,92,59.7%
1089,2888.0,308,178,57.8%
1090,2889.0,289,175,60.6%
1091,4565.0,228,95,41.7%
1092,4570.0,502,228,45.4%
1093,4571.0,458,133,29.0%
1094,4566.0,257,131,51.0%
1095,4568.0,200,61,30.5%
1096,2047.0,251,57,22.7%
1097,2048.0,301,67,22.3%
1098,7948.0,662,124,18.7%
1099,2046.0,296,45,15.2%
1100,5227.0,499,74,14.8%
1101,7588.0,850,850,100.0%
1102,7195.0,196,112,57.1%
1103,1547.0,101,54,53.5%
1104,7196.0,86,56,65.1%
1105,7899.0,195,163,83.6%
1106,1764.0,597,494,82.7%
1107,1769.0,670,575,85.8%
1108,7900.0,354,271,76.6%
1109,1765.0,498,427,85.7%
1110,1766.0,641,598,93.3%
1111,1757.0,376,348,92.6%
1112,6333.0,"1,564","1,194",76.3%
1113,7902.0,359,249,69.4%
1114,1758.0,319,304,95.3%
1115,1759.0,446,353,79.1%
1116,7901.0,167,124,74.3%
1117,1767.0,413,327,79.2%
1118,7623.0,624,557,89.3%
1119,7667.0,554,509,91.9%
1120,1761.0,59,52,88.1%
1121,7959.0,276,259,93.8%
1122,5079.0,396,45,11.4%
1123,3268.0,277,44,15.9%
1124,3271.0,324,34,10.5%
1125,3272.0,"1,743",128,7.3%
1126,6639.0,"1,220",124,10.2%
1127,7600.0,128,6,4.7%
1128,3267.0,272,44,16.2%
1129,3270.0,759,30,4.0%
1130,1871.0,572,64,11.2%
1131,1876.0,448,56,12.5%
1132,1877.0,418,23,5.5%
1133,1878.0,"1,230",133,10.8%
1134,1879.0,"1,791",149,8.3%
1135,1874.0,553,50,9.0%
1136,1875.0,559,51,9.1%
1137,5151.0,733,464,63.3%
1138,7937.0,368,313,85.1%
1139,8100.0,130,96,73.8%
1140,7661.0,814,218,26.8%
1141,6718.0,895,510,57.0%
1142,7348.0,"3,442","1,911",55.5%
1143,7936.0,"1,028",859,83.6%
1144,6930.0,"1,027",849,82.7%
1145,7004.0,467,291,62.3%
1146,7340.0,"1,143",380,33.2%
1147,7569.0,"1,000",842,84.2%
1148,8041.0,194,188,96.9%
1149,5236.0,484,76,15.7%
1150,5055.0,612,135,22.1%
1151,2574.0,517,124,24.0%
1152,2577.0,501,78,15.6%
1153,2578.0,"2,324",311,13.4%
1154,6294.0,458,52,11.4%
1155,7421.0,444,70,15.8%
1156,7442.0,558,75,13.4%
1157,2576.0,574,110,19.2%
1158,2575.0,580,138,23.8%
1159,6851.0,264,69,26.1%
1160,7747.0,36,27,75.0%
1161,4389.0,586,150,25.6%
1162,7268.0,441,74,16.8%
1163,4404.0,"1,991",325,16.3%
1164,4394.0,407,64,15.7%
1165,5359.0,598,146,24.4%
1166,7269.0,447,73,16.3%
1167,4399.0,529,191,36.1%
1168,7270.0,547,150,27.4%
1169,4400.0,407,69,17.0%
1170,3146.0,591,159,26.9%
1171,8069.0,329,64,19.5%
1172,8070.0,163,35,21.5%
1173,3150.0,702,92,13.1%
1174,3147.0,312,76,24.4%
1175,182.0,279,158,56.6%
1176,180.0,266,110,41.4%
1177,191.0,485,395,81.4%
1178,190.0,277,111,40.1%
1179,7202.0,630,379,60.2%
1180,5153.0,869,486,55.9%
1181,888.0,210,100,47.6%
1182,7097.0,354,165,46.6%
1183,7381.0,529,144,27.2%
1184,6195.0,678,192,28.3%
1185,927.0,839,235,28.0%
1186,5207.0,901,225,25.0%
1187,6797.0,469,221,47.1%
1188,2331.0,438,177,40.4%
1189,7723.0,372,192,51.6%
1190,672.0,324,104,32.1%
1191,674.0,770,200,26.0%
1192,675.0,901,192,21.3%
1193,671.0,292,90,30.8%
1194,7280.0,164,48,29.3%
1195,2298.0,125,47,37.6%
1196,5333.0,460,211,45.9%
1197,2305.0,712,229,32.2%
1198,2303.0,63,26,41.3%
1199,7525.0,336,145,43.2%
1200,7620.0,424,217,51.2%
1201,6606.0,325,52,16.0%
1202,7579.0,460,349,75.9%
1203,7542.0,520,348,66.9%
1204,7683.0,748,347,46.4%
1205,2314.0,463,199,43.0%
1206,4964.0,389,137,35.2%
1207,2321.0,299,95,31.8%
1208,2322.0,282,81,28.7%
1209,2324.0,666,186,27.9%
1210,2325.0,712,150,21.1%
1211,7032.0,363,148,40.8%
1212,7765.0,115,17,14.8%
1213,1881.0,623,217,34.8%
1214,1885.0,"1,272",368,28.9%
1215,7643.0,242,76,31.4%
1216,1883.0,571,178,31.2%
1217,6508.0,573,166,29.0%
1218,4847.0,321,141,43.9%
1219,9999.0,"1,089",692,63.5%
1220,2052.0,654,394,60.2%
1221,4817.0,614,286,46.6%
1222,6127.0,303,153,50.5%
1223,6126.0,277,101,36.5%
1224,8024.0,557,328,58.9%
1225,8025.0,261,160,61.3%
1226,4412.0,362,190,52.5%
1227,5180.0,457,276,60.4%
1228,7029.0,472,218,46.2%
1229,2280.0,381,133,34.9%
1230,3276.0,295,31,10.5%
1231,8049.0,293,0,0.0%
1232,3031.0,212,106,50.0%
1233,5243.0,496,270,54.4%
1234,3034.0,697,191,27.4%
1235,3033.0,847,285,33.6%
1236,6988.0,251,75,29.9%
1237,5060.0,236,97,41.1%
1238,1307.0,655,268,40.9%
1239,6965.0,794,308,38.8%
1240,7785.0,739,358,48.4%
1241,5326.0,312,156,50.0%
1242,6218.0,342,147,43.0%
1243,2394.0,534,155,29.0%
1244,2390.0,250,91,36.4%
1245,4947.0,230,113,49.1%
1246,6255.0,622,192,30.9%
1247,2399.0,134,81,60.4%
1248,2391.0,192,80,41.7%
1249,2395.0,236,110,46.6%
1250,2392.0,63,21,33.3%
1251,2393.0,135,44,32.6%
1252,7220.0,410,183,44.6%
1253,2400.0,144,79,54.9%
1254,2396.0,119,42,35.3%
1255,5230.0,409,158,38.6%
1256,2308.0,401,139,34.7%
1257,7776.0,333,273,82.0%
1258,8124.0,91,58,63.7%
1259,5244.0,550,265,48.2%
1260,5245.0,385,116,30.1%
1261,3100.0,281,109,38.8%
1262,4906.0,187,111,59.4%
1263,1153.0,444,149,33.6%
1264,1154.0,784,278,35.5%
1265,7396.0,230,119,51.7%
1266,1401.0,681,117,17.2%
1267,6482.0,"1,278",381,29.8%
1268,6834.0,984,326,33.1%
1269,6481.0,470,318,67.7%
1270,1400.0,783,304,38.8%
1271,6694.0,564,269,47.7%
1272,1486.0,570,196,34.4%
1273,7067.0,511,212,41.5%
1274,7795.0,119,69,58.0%
1275,6241.0,138,78,56.5%
1276,7589.0,"1,343",469,34.9%
1277,7590.0,946,392,41.4%
1278,4815.0,285,203,71.2%
1279,1568.0,102,37,36.3%
1280,4917.0,255,118,46.3%
1281,1570.0,285,144,50.5%
1282,6242.0,183,124,67.8%
1283,6245.0,413,240,58.1%
1284,7474.0,70,33,47.1%
1285,1588.0,295,94,31.9%
1286,7506.0,258,221,85.7%
1287,7461.0,354,123,34.7%
1288,203.0,191,26,13.6%
1289,5112.0,759,203,26.7%
1290,7462.0,524,188,35.9%
1291,204.0,348,115,33.0%
1292,7826.0,384,326,84.9%
1293,7190.0,653,178,27.3%
1294,6177.0,257,99,38.5%
1295,4431.0,"1,387",375,27.0%
1296,7189.0,615,212,34.5%
1297,4415.0,125,50,40.0%
1298,4516.0,252,62,24.6%
1299,4519.0,94,30,31.9%
1300,7191.0,497,349,70.2%
1301,4520.0,147,39,26.5%
1302,8095.0,95,35,36.8%
1303,810.0,196,55,28.1%
1304,6315.0,373,74,19.8%
1305,816.0,571,91,15.9%
1306,6316.0,374,71,19.0%
1307,7538.0,108,102,94.4%
1308,7565.0,401,169,42.1%
1309,4524.0,666,241,36.2%
1310,4528.0,494,136,27.5%
1311,2924.0,"1,019",232,22.8%
1312,7060.0,296,120,40.5%
1313,2922.0,490,133,27.1%
1314,2920.0,284,75,26.4%
1315,6403.0,494,150,30.4%
1316,6404.0,774,193,24.9%
1317,7146.0,330,154,46.7%
1318,3155.0,406,130,32.0%
1319,7069.0,404,138,34.2%
1320,3154.0,470,180,38.3%
1321,2606.0,703,110,15.6%
1322,7939.0,452,66,14.6%
1323,2607.0,"1,113",139,12.5%
1324,6297.0,775,118,15.2%
1325,6298.0,162,34,21.0%
1326,5285.0,369,74,20.1%
1327,5283.0,443,107,24.2%
1328,5284.0,527,133,25.2%
1329,7403.0,171,101,59.1%
1330,2598.0,459,358,78.0%
1331,7182.0,340,308,90.6%
1332,2599.0,277,181,65.3%
1333,2581.0,420,387,92.1%
1334,2589.0,581,543,93.5%
1335,2592.0,413,337,81.6%
1336,2593.0,468,434,92.7%
1337,2597.0,447,284,63.5%
1338,5056.0,589,543,92.2%
1339,2584.0,535,440,82.2%
1340,2595.0,564,456,80.9%
1341,2596.0,"2,777","1,913",68.9%
1342,7922.0,296,208,70.3%
1343,6762.0,426,357,83.8%
1344,2594.0,513,421,82.1%
1345,2587.0,388,323,83.2%
1346,2590.0,225,143,63.6%
1347,2600.0,638,467,73.2%
1348,2591.0,484,392,81.0%
1349,9999.0,"1,027",449,43.7%
1350,7001.0,708,219,30.9%
1351,2680.0,656,188,28.7%
1352,2146.0,333,265,79.6%
1353,2163.0,420,128,30.5%
1354,4700.0,311,208,66.9%
1355,5146.0,842,434,51.5%
1356,6600.0,"1,092",446,40.8%
1357,4820.0,378,219,57.9%
1358,4940.0,333,171,51.4%
1359,5156.0,581,133,22.9%
1360,6616.0,593,506,85.3%
1361,5337.0,365,259,71.0%
1362,2754.0,938,688,73.3%
1363,5155.0,"1,141",753,66.0%
1364,6894.0,631,574,91.0%
1365,2746.0,404,277,68.6%
1366,2743.0,378,248,65.6%
1367,6579.0,411,157,38.2%
1368,7923.0,364,107,29.4%
1369,5338.0,"2,668","1,326",49.7%
1370,7681.0,892,249,27.9%
1371,7634.0,455,85,18.7%
1372,1312.0,150,69,46.0%
1373,1313.0,288,92,31.9%
1374,1315.0,783,202,25.8%
1375,1314.0,736,256,34.8%
1376,1311.0,193,70,36.3%
1377,1310.0,306,150,49.0%
1378,4807.0,460,217,47.2%
1379,4665.0,398,87,21.9%
1380,4084.0,584,153,26.2%
1381,4085.0,620,112,18.1%
1382,4081.0,303,71,23.4%
1383,6940.0,356,182,51.1%
1384,4437.0,308,126,40.9%
1385,4442.0,429,108,25.2%
1386,4440.0,377,129,34.2%
1387,5361.0,391,128,32.7%
1388,7675.0,720,671,93.2%
1389,9999.0,"2,820",517,18.3%
1390,8125.0,248,203,81.9%
1391,7859.0,501,87,17.4%
1392,3529.0,247,76,30.8%
1393,3531.0,79,22,27.8%
1394,3532.0,558,181,32.4%
1395,6786.0,369,169,45.8%
1396,7784.0,313,87,27.8%
1397,14.0,743,186,25.0%
1398,13.0,504,169,33.5%
1399,12.0,621,175,28.2%
1400,1747.0,212,28,13.2%
1401,1752.0,392,83,21.2%
1402,1775.0,375,138,36.8%
1403,1776.0,"1,215",149,12.3%
1404,7414.0,930,161,17.3%
1405,1774.0,340,64,18.8%
1406,7844.0,17,11,64.7%
1407,1797.0,380,45,11.8%
1408,3293.0,817,51,6.2%
1409,7597.0,445,22,4.9%
1410,3286.0,479,16,3.3%
1411,3291.0,559,32,5.7%
1412,3296.0,893,80,9.0%
1413,3295.0,"1,402",104,7.4%
1414,3287.0,492,32,6.5%
1415,3288.0,509,40,7.9%
1416,3289.0,557,38,6.8%
1417,3294.0,801,64,8.0%
1418,4960.0,700,29,4.1%
1419,7212.0,804,29,3.6%
1420,3297.0,569,37,6.5%
1421,3036.0,635,193,30.4%
1422,3037.0,291,83,28.5%
1423,4828.0,473,93,19.7%
1424,9999.0,595,305,51.3%
1425,7291.0,290,109,37.6%
1426,7574.0,"1,236",391,31.6%
1427,7223.0,418,271,64.8%
1428,7012.0,299,148,49.5%
1429,3902.0,336,201,59.8%
1430,7549.0,193,95,49.2%
1431,7954.0,423,132,31.2%
1432,7955.0,334,85,25.4%
1433,7953.0,904,230,25.4%
1434,2618.0,918,184,20.0%
1435,7956.0,295,82,27.8%
1436,2619.0,329,131,39.8%
1437,6733.0,312,46,14.7%
1438,2623.0,"1,764",270,15.3%
1439,5114.0,911,152,16.7%
1440,7609.0,462,73,15.8%
1441,2621.0,416,86,20.7%
1442,4708.0,591,91,15.4%
1443,7383.0,587,78,13.3%
1444,2620.0,416,96,23.1%
1445,7672.0,"1,132","1,062",93.8%
1446,8068.0,118,66,55.9%
1447,8067.0,130,66,50.8%
1448,2339.0,497,194,39.0%
1449,6581.0,433,186,43.0%
1450,8066.0,330,151,45.8%
1451,7777.0,770,652,84.7%
1452,1898.0,367,19,5.2%
1453,1899.0,329,55,16.7%
1454,1902.0,"1,216",90,7.4%
1455,1901.0,851,82,9.6%
1456,1894.0,388,31,8.0%
1457,1896.0,330,40,12.1%
1458,7929.0,482,46,9.5%
1459,1155.0,699,63,9.0%
1460,5363.0,460,34,7.4%
1461,1158.0,453,36,7.9%
1462,1159.0,965,71,7.4%
1463,7961.0,481,429,89.2%
1464,7909.0,570,403,70.7%
1465,7910.0,587,401,68.3%
1466,7678.0,508,251,49.4%
1467,7582.0,905,686,75.8%
1468,4248.0,592,262,44.3%
1469,4244.0,220,85,38.6%
1470,4249.0,717,251,35.0%
1471,6976.0,495,189,38.2%
1472,213.0,352,278,79.0%
1473,224.0,465,396,85.2%
1474,7673.0,597,418,70.0%
1475,222.0,438,343,78.3%
1476,499.0,408,233,57.1%
1477,6105.0,"1,383",854,61.7%
1478,498.0,320,142,44.4%
1479,6672.0,373,255,68.4%
1480,1709.0,241,64,26.6%
1481,7837.0,379,137,36.1%
1482,8008.0,251,69,27.5%
1483,5098.0,"1,193",177,14.8%
1484,1715.0,853,209,24.5%
1485,5021.0,213,55,25.8%
1486,1711.0,222,45,20.3%
1487,4851.0,351,62,17.7%
1488,3157.0,666,269,40.4%
1489,7792.0,231,72,31.2%
1490,3158.0,464,142,30.6%
1491,6744.0,478,229,47.9%
1492,6716.0,"1,254",69,5.5%
1493,6845.0,419,18,4.3%
1494,7433.0,540,26,4.8%
1495,3303.0,423,56,13.2%
1496,3305.0,"1,818",44,2.4%
1497,5252.0,365,27,7.4%
1498,7573.0,513,13,2.5%
1499,6208.0,425,183,43.1%
1500,3994.0,284,83,29.2%
1501,7613.0,213,84,39.4%
1502,2423.0,873,365,41.8%
1503,7890.0,548,136,24.8%
1504,7891.0,430,189,44.0%
1505,3962.0,621,239,38.5%
1506,3961.0,566,236,41.7%
1507,7799.0,321,137,42.7%
1508,3960.0,167,45,26.9%
1509,6359.0,295,138,46.8%
1510,7807.0,220,92,41.8%
1511,5175.0,750,66,8.8%
1512,8005.0,185,95,51.4%
1513,1788.0,379,100,26.4%
1514,1790.0,721,164,22.7%
1515,1785.0,582,207,35.6%
1516,7756.0,464,235,50.6%
1517,6566.0,347,226,65.1%
1518,9999.0,437,239,54.7%
1519,3185.0,211,94,44.5%
1520,6257.0,157,44,28.0%
1521,6258.0,273,180,65.9%
1522,6261.0,279,135,48.4%
1523,7188.0,516,238,46.1%
1524,7171.0,683,260,38.1%
1525,7170.0,979,301,30.7%
1526,6887.0,760,318,41.8%
1527,7789.0,530,318,60.0%
1528,6950.0,419,243,58.0%
1529,3196.0,392,157,40.1%
1530,6951.0,192,63,32.8%
1531,6265.0,149,63,42.3%
1532,5061.0,341,157,46.0%
1533,4087.0,69,25,36.2%
1534,4088.0,68,27,39.7%
1535,7863.0,326,113,34.7%
1536,6809.0,501,164,32.7%
1537,4091.0,677,164,24.2%
1538,6360.0,471,185,39.3%
1539,4089.0,80,17,21.3%
1540,2053.0,548,84,15.3%
1541,2054.0,586,187,31.9%
1542,4724.0,417,136,32.6%
1543,5329.0,567,145,25.6%
1544,4954.0,548,193,35.2%
1545,8071.0,"2,426",586,24.2%
1546,7995.0,61,40,65.6%
1547,7471.0,32,9,28.1%
1548,2058.0,253,108,42.7%
1549,2059.0,478,222,46.4%
1550,2060.0,231,83,35.9%
1551,7384.0,610,103,16.9%
1552,2062.0,519,210,40.5%
1553,1793.0,384,134,34.9%
1554,6682.0,196,45,23.0%
1555,1794.0,275,52,18.9%
1556,7064.0,437,199,45.5%
1557,1623.0,308,110,35.7%
1558,5353.0,542,298,55.0%
1559,6863.0,504,255,50.6%
1560,3541.0,703,284,40.4%
1561,7034.0,178,93,52.2%
1562,3537.0,304,120,39.5%
1563,4836.0,153,56,36.6%
1564,6699.0,547,239,43.7%
1565,6583.0,565,240,42.5%
1566,7108.0,754,262,34.7%
1567,2686.0,840,255,30.4%
1568,6635.0,361,186,51.5%
1569,4444.0,455,303,66.6%
1570,7399.0,191,117,61.3%
1571,6181.0,296,165,55.7%
1572,6605.0,810,351,43.3%
1573,1164.0,773,305,39.5%
1574,6674.0,983,406,41.3%
1575,7800.0,259,88,34.0%
1576,3038.0,92,17,18.5%
1577,3039.0,339,145,42.8%
1578,7523.0,197,73,37.1%
1579,3040.0,279,90,32.3%
1580,9999.0,338,81,24.0%
1581,7840.0,418,81,19.4%
1582,4805.0,493,68,13.8%
1583,6596.0,488,73,15.0%
1584,234.0,183,59,32.2%
1585,229.0,344,38,11.0%
1586,5017.0,"1,035",104,10.0%
1587,5343.0,589,131,22.2%
1588,3044.0,286,76,26.6%
1589,3042.0,417,103,24.7%
1590,3045.0,643,107,16.6%
1591,5354.0,375,59,15.7%
1592,6421.0,478,81,16.9%
1593,4044.0,841,184,21.9%
1594,5127.0,220,35,15.9%
1595,240.0,563,54,9.6%
1596,5299.0,272,103,37.9%
1597,7441.0,414,79,19.1%
1598,7952.0,202,22,10.9%
1599,7205.0,874,134,15.3%
1600,4951.0,"1,178",119,10.1%
1601,8112.0,327,163,49.8%
1602,8114.0,244,100,41.0%
1603,8113.0,306,150,49.0%
1604,6929.0,506,246,48.6%
1605,1550.0,424,138,32.5%
1606,7498.0,834,452,54.2%
1607,6936.0,734,315,42.9%
1608,4454.0,191,84,44.0%
1609,4458.0,739,212,28.7%
1610,7791.0,384,130,33.9%
1611,4455.0,384,130,33.9%
1612,4457.0,358,169,47.2%
1613,4453.0,164,91,55.5%
1614,2295.0,149,89,59.7%
1615,2297.0,236,105,44.5%
1616,7944.0,467,216,46.3%
1617,7733.0,298,166,55.7%
1618,2291.0,336,215,64.0%
1619,7339.0,610,268,43.9%
1620,4049.0,616,240,39.0%
1621,249.0,275,12,4.4%
1622,251.0,247,18,7.3%
1623,248.0,361,28,7.8%
1624,250.0,289,16,5.5%
1625,7535.0,528,24,4.5%
1626,246.0,408,27,6.6%
1627,247.0,357,7,2.0%
1628,7534.0,660,55,8.3%
1629,254.0,"1,799",131,7.3%
1630,245.0,376,30,8.0%
1631,8006.0,567,241,42.5%
1632,4919.0,"1,149",439,38.2%
1633,6610.0,"1,256",399,31.8%
1634,827.0,532,209,39.3%
1635,7546.0,218,185,84.9%
1636,3048.0,467,124,26.6%
1637,3047.0,549,222,40.4%
1638,8054.0,365,36,9.9%
1639,8055.0,389,40,10.3%
1640,3495.0,"1,602",127,7.9%
1641,8053.0,"1,064",122,11.5%
1642,3494.0,749,78,10.4%
1643,8056.0,540,97,18.0%
1644,5154.0,449,39,8.7%
1645,1070.0,390,137,35.1%
1646,4948.0,533,49,9.2%
1647,7128.0,607,103,17.0%
1648,1069.0,523,124,23.7%
1649,1065.0,434,80,18.4%
1650,7380.0,961,138,14.4%
1651,1071.0,381,56,14.7%
1652,6455.0,"2,895",414,14.3%
1653,1077.0,553,111,20.1%
1654,1076.0,602,116,19.3%
1655,1072.0,338,73,21.6%
1656,2689.0,614,85,13.8%
1657,2688.0,711,122,17.2%
1658,6720.0,729,416,57.1%
1659,695.0,553,245,44.3%
1660,694.0,408,205,50.2%
1661,2701.0,140,64,45.7%
1662,2691.0,268,174,64.9%
1663,2699.0,285,172,60.4%
1664,2704.0,"1,468",772,52.6%
1665,2700.0,245,158,64.5%
1666,7164.0,732,489,66.8%
1667,2697.0,215,188,87.4%
1668,7649.0,570,341,59.8%
1669,7942.0,445,404,90.8%
1670,1084.0,483,2,0.4%
1671,1082.0,340,12,3.5%
1672,7561.0,363,10,2.8%
1673,7830.0,380,11,2.9%
1674,5167.0,348,205,58.9%
1675,4463.0,212,169,79.7%
1676,4462.0,241,131,54.4%
1677,4466.0,220,119,54.1%
1678,6184.0,500,273,54.6%
1679,4469.0,679,293,43.2%
