,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
511,2539.0,190,124,65.26%,120,63.16%,132,69.47%,8,4.21%,4
513,2554.0,224,120,53.57%,116,51.79%,132,58.93%,12,5.36%,4
515,2562.0,276,204,73.91%,202,73.19%,210,76.09%,6,2.17%,2
517,6293.0,274,166,60.58%,149,54.38%,188,68.61%,22,8.03%,17
519,7538.0,25,23,92.00%,23,92.00%,23,92.00%,0,0.00%,0
520,2578.0,494,387,78.34%,382,77.33%,395,79.96%,8,1.62%,5
522,2607.0,244,182,74.59%,170,69.67%,189,77.46%,7,2.87%,12
523,2596.0,538,388,72.12%,374,69.52%,401,74.54%,13,2.42%,14
524,7922.0,131,60,45.80%,37,28.24%,67,51.15%,7,5.34%,23
526,2618.0,184,143,77.72%,129,70.11%,144,78.26%,1,0.54%,14
528,2623.0,388,326,84.02%,318,81.96%,334,86.08%,8,2.06%,8
530,2633.0,407,266,65.36%,246,60.44%,270,66.34%,4,0.98%,20
532,2649.0,138,70,50.72%,63,45.65%,73,52.90%,3,2.17%,7
534,2658.0,269,161,59.85%,149,55.39%,163,60.59%,2,0.74%,12
536,2663.0,371,280,75.47%,249,67.12%,280,75.47%,0,0.00%,31
537,2675.0,119,83,69.75%,72,60.50%,84,70.59%,1,0.84%,11
539,2680.0,100,84,84.00%,84,84.00%,84,84.00%,0,0.00%,0
541,4940.0,101,40,39.60%,37,36.63%,61,60.40%,21,20.79%,3
542,2686.0,121,101,83.47%,90,74.38%,101,83.47%,0,0.00%,11
544,2689.0,100,86,86.00%,81,81.00%,89,89.00%,3,3.00%,5
545,2704.0,153,102,66.67%,100,65.36%,108,70.59%,6,3.92%,2
547,2708.0,70,57,81.43%,56,80.00%,59,84.29%,2,2.86%,1
549,2712.0,51,37,72.55%,36,70.59%,39,76.47%,2,3.92%,1
550,2721.0,107,73,68.22%,73,68.22%,78,72.90%,5,4.67%,0
551,2725.0,120,83,69.17%,83,69.17%,89,74.17%,6,5.00%,0
553,4800.0,366,269,73.50%,256,69.95%,282,77.05%,13,3.55%,13
554,2740.0,149,97,65.10%,97,65.10%,107,71.81%,10,6.71%,0
556,5155.0,235,111,47.23%,102,43.40%,113,48.09%,2,0.85%,9
558,2760.0,151,95,62.91%,79,52.32%,99,65.56%,4,2.65%,16
559,2766.0,225,173,76.89%,173,76.89%,174,77.33%,1,0.44%,0
561,2794.0,482,304,63.07%,296,61.41%,314,65.15%,10,2.07%,8
562,2795.0,357,260,72.83%,254,71.15%,274,76.75%,14,3.92%,6
564,2798.0,108,84,77.78%,80,74.07%,85,78.70%,1,0.93%,4
566,2809.0,589,468,79.46%,459,77.93%,473,80.31%,5,0.85%,9
567,8210.0,24,10,41.67%,10,41.67%,10,41.67%,0,0.00%,0
568,7629.0,36,35,97.22%,35,97.22%,36,100.00%,1,2.78%,0
569,2818.0,117,84,71.79%,82,70.09%,85,72.65%,1,0.85%,2
571,2821.0,161,136,84.47%,134,83.23%,137,85.09%,1,0.62%,2
573,2829.0,755,630,83.44%,630,83.44%,633,83.84%,3,0.40%,0
575,2833.0,150,121,80.67%,121,80.67%,123,82.00%,2,1.33%,0
576,2839.0,235,159,67.66%,159,67.66%,161,68.51%,2,0.85%,0
578,2848.0,320,236,73.75%,231,72.19%,237,74.06%,1,0.31%,5
579,8125.0,51,50,98.04%,50,98.04%,51,100.00%,1,1.96%,0
580,2860.0,216,181,83.80%,180,83.33%,187,86.57%,6,2.78%,1
582,2869.0,198,174,87.88%,174,87.88%,175,88.38%,1,0.51%,0
583,5242.0,170,108,63.53%,107,62.94%,114,67.06%,6,3.53%,1
585,2891.0,135,101,74.81%,101,74.81%,101,74.81%,0,0.00%,0
587,7348.0,729,503,69.00%,496,68.04%,504,69.14%,1,0.14%,7
588,2924.0,152,122,80.26%,121,79.61%,125,82.24%,3,1.97%,1
590,2958.0,78,64,82.05%,64,82.05%,68,87.18%,4,5.13%,0
591,5058.0,249,207,83.13%,205,82.33%,213,85.54%,6,2.41%,2
592,5059.0,94,60,63.83%,58,61.70%,61,64.89%,1,1.06%,2
593,3007.0,213,1,0.47%,1,0.47%,1,0.47%,0,0.00%,0
594,3008.0,137,67,48.91%,66,48.18%,71,51.82%,4,2.92%,1
595,3009.0,130,95,73.08%,95,73.08%,100,76.92%,5,3.85%,0
597,6390.0,176,149,84.66%,149,84.66%,156,88.64%,7,3.98%,0
599,6391.0,321,238,74.14%,235,73.21%,248,77.26%,10,3.12%,3
601,6364.0,112,73,65.18%,73,65.18%,73,65.18%,0,0.00%,0
602,3034.0,187,111,59.36%,109,58.29%,119,63.64%,8,4.28%,2
604,4828.0,100,75,75.00%,73,73.00%,75,75.00%,0,0.00%,2
605,3040.0,56,44,78.57%,44,78.57%,44,78.57%,0,0.00%,0
607,3045.0,144,108,75.00%,106,73.61%,110,76.39%,2,1.39%,2
609,3048.0,72,43,59.72%,43,59.72%,43,59.72%,0,0.00%,0
610,3056.0,107,73,68.22%,73,68.22%,73,68.22%,0,0.00%,0
612,6368.0,293,163,55.63%,161,54.95%,163,55.63%,0,0.00%,2
614,4691.0,181,131,72.38%,126,69.61%,132,72.93%,1,0.55%,5
616,5245.0,92,52,56.52%,52,56.52%,53,57.61%,1,1.09%,0
617,3107.0,57,43,75.44%,32,56.14%,43,75.44%,0,0.00%,11
618,3111.0,71,36,50.70%,35,49.30%,39,54.93%,3,4.23%,1
619,3117.0,59,39,66.10%,38,64.41%,39,66.10%,0,0.00%,1
620,6122.0,42,19,45.24%,16,38.10%,21,50.00%,2,4.76%,3
621,5248.0,47,27,57.45%,26,55.32%,27,57.45%,0,0.00%,1
622,3137.0,134,80,59.70%,77,57.46%,89,66.42%,9,6.72%,3
623,7506.0,48,9,18.75%,2,4.17%,15,31.25%,6,12.50%,7
624,3145.0,141,104,73.76%,100,70.92%,109,77.30%,5,3.55%,4
625,6125.0,47,31,65.96%,26,55.32%,31,65.96%,0,0.00%,5
627,3150.0,169,140,82.84%,129,76.33%,140,82.84%,0,0.00%,11
628,6126.0,38,25,65.79%,20,52.63%,26,68.42%,1,2.63%,5
629,3155.0,83,44,53.01%,40,48.19%,54,65.06%,10,12.05%,4
630,3158.0,104,64,61.54%,62,59.62%,71,68.27%,7,6.73%,2
631,0.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
632,3165.0,79,50,63.29%,48,60.76%,52,65.82%,2,2.53%,2
634,8093.0,123,76,61.79%,71,57.72%,78,63.41%,2,1.63%,5
635,3124.0,108,82,75.93%,76,70.37%,85,78.70%,3,2.78%,6
636,6129.0,87,64,73.56%,56,64.37%,64,73.56%,0,0.00%,8
637,8187.0,373,185,49.60%,171,45.84%,206,55.23%,21,5.63%,14
638,7866.0,11,10,90.91%,10,90.91%,11,100.00%,1,9.09%,0
639,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
640,6935.0,331,259,78.25%,259,78.25%,263,79.46%,4,1.21%,0
641,7641.0,223,159,71.30%,159,71.30%,171,76.68%,12,5.38%,0
642,3210.0,488,393,80.53%,383,78.48%,399,81.76%,6,1.23%,10
643,3216.0,358,260,72.63%,260,72.63%,262,73.18%,2,0.56%,0
644,7738.0,430,278,64.65%,275,63.95%,293,68.14%,15,3.49%,3
646,3224.0,410,292,71.22%,290,70.73%,295,71.95%,3,0.73%,2
647,7687.0,227,133,58.59%,133,58.59%,146,64.32%,13,5.73%,0
648,3241.0,555,465,83.78%,465,83.78%,473,85.23%,8,1.44%,0
650,3260.0,342,306,89.47%,299,87.43%,311,90.94%,5,1.46%,7
652,3333.0,362,307,84.81%,305,84.25%,316,87.29%,9,2.49%,2
654,3272.0,394,352,89.34%,352,89.34%,357,90.61%,5,1.27%,0
656,8049.0,44,40,90.91%,39,88.64%,41,93.18%,1,2.27%,1
657,3295.0,300,273,91.00%,273,91.00%,284,94.67%,11,3.67%,0
658,3296.0,277,264,95.31%,263,94.95%,265,95.67%,1,0.36%,1
660,4960.0,175,161,92.00%,160,91.43%,161,92.00%,0,0.00%,1
661,3305.0,418,355,84.93%,354,84.69%,355,84.93%,0,0.00%,1
662,4958.0,58,24,41.38%,23,39.66%,24,41.38%,0,0.00%,1
663,6729.0,319,266,83.39%,253,79.31%,266,83.39%,0,0.00%,13
664,6998.0,46,26,56.52%,24,52.17%,26,56.52%,0,0.00%,2
666,5345.0,975,849,87.08%,844,86.56%,858,88.00%,9,0.92%,5
668,3328.0,465,408,87.74%,408,87.74%,413,88.82%,5,1.08%,0
670,3338.0,213,161,75.59%,154,72.30%,162,76.06%,1,0.47%,7
672,0.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
673,3348.0,146,93,63.70%,85,58.22%,98,67.12%,5,3.42%,8
675,3354.0,507,421,83.04%,416,82.05%,422,83.23%,1,0.20%,5
677,3376.0,164,145,88.41%,145,88.41%,148,90.24%,3,1.83%,0
678,3367.0,582,520,89.35%,519,89.18%,524,90.03%,4,0.69%,1
680,5078.0,336,320,95.24%,319,94.94%,320,95.24%,0,0.00%,1
682,3395.0,256,234,91.41%,228,89.06%,234,91.41%,0,0.00%,6
684,3401.0,207,169,81.64%,169,81.64%,173,83.57%,4,1.93%,0
686,5081.0,203,137,67.49%,133,65.52%,138,67.98%,1,0.49%,4
688,3247.0,344,325,94.48%,324,94.19%,330,95.93%,5,1.45%,1
690,3425.0,160,123,76.88%,123,76.88%,127,79.38%,4,2.50%,0
691,7681.0,39,34,87.18%,34,87.18%,34,87.18%,0,0.00%,0
692,0.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0
693,3434.0,234,175,74.79%,175,74.79%,175,74.79%,0,0.00%,0
694,3465.0,553,440,79.57%,435,78.66%,449,81.19%,9,1.63%,5
695,4957.0,394,329,83.50%,328,83.25%,331,84.01%,2,0.51%,1
697,7634.0,105,92,87.62%,92,87.62%,95,90.48%,3,2.86%,0
698,3482.0,93,2,2.15%,2,2.15%,2,2.15%,0,0.00%,0
699,3495.0,372,331,88.98%,330,88.71%,334,89.78%,3,0.81%,1
700,3505.0,377,285,75.60%,279,74.01%,290,76.92%,5,1.33%,6
701,6439.0,152,117,76.97%,113,74.34%,120,78.95%,3,1.97%,4
702,5352.0,174,149,85.63%,148,85.06%,150,86.21%,1,0.57%,1
704,3522.0,160,134,83.75%,129,80.63%,137,85.63%,3,1.88%,5
706,3532.0,83,47,56.63%,47,56.63%,51,61.45%,4,4.82%,0
707,3541.0,140,60,42.86%,55,39.29%,60,42.86%,0,0.00%,5
708,6936.0,91,55,60.44%,54,59.34%,56,61.54%,1,1.10%,1
710,7893.0,144,103,71.53%,99,68.75%,103,71.53%,0,0.00%,4
712,3569.0,187,113,60.43%,107,57.22%,113,60.43%,0,0.00%,6
713,5103.0,117,75,64.10%,68,58.12%,75,64.10%,0,0.00%,7
714,6341.0,47,25,53.19%,25,53.19%,25,53.19%,0,0.00%,0
715,7930.0,73,54,73.97%,51,69.86%,58,79.45%,4,5.48%,3
716,3589.0,102,53,51.96%,52,50.98%,53,51.96%,0,0.00%,1
717,3596.0,166,92,55.42%,92,55.42%,94,56.63%,2,1.20%,0
719,8083.0,36,32,88.89%,32,88.89%,35,97.22%,3,8.33%,0
720,7678.0,68,65,95.59%,65,95.59%,67,98.53%,2,2.94%,0
721,7737.0,144,112,77.78%,111,77.08%,122,84.72%,10,6.94%,1
722,7776.0,68,61,89.71%,61,89.71%,61,89.71%,0,0.00%,0
723,7777.0,63,51,80.95%,46,73.02%,52,82.54%,1,1.59%,5
724,7829.0,99,88,88.89%,83,83.84%,88,88.89%,0,0.00%,5
725,7909.0,85,77,90.59%,77,90.59%,81,95.29%,4,4.71%,0
726,7910.0,83,73,87.95%,73,87.95%,73,87.95%,0,0.00%,0
727,8216.0,10,4,40.00%,4,40.00%,9,90.00%,5,50.00%,0
728,7510.0,121,83,68.60%,83,68.60%,87,71.90%,4,3.31%,0
729,7513.0,141,47,33.33%,47,33.33%,66,46.81%,19,13.48%,0
730,7540.0,144,108,75.00%,106,73.61%,108,75.00%,0,0.00%,2
731,7542.0,131,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
732,7546.0,56,52,92.86%,52,92.86%,53,94.64%,1,1.79%,0
733,7574.0,112,101,90.18%,100,89.29%,103,91.96%,2,1.79%,1
734,7578.0,141,120,85.11%,117,82.98%,120,85.11%,0,0.00%,3
735,7582.0,85,82,96.47%,82,96.47%,85,100.00%,3,3.53%,0
736,7586.0,81,77,95.06%,77,95.06%,78,96.30%,1,1.23%,0
737,7587.0,117,89,76.07%,88,75.21%,94,80.34%,5,4.27%,1
738,7649.0,96,88,91.67%,84,87.50%,89,92.71%,1,1.04%,4
739,7665.0,175,131,74.86%,116,66.29%,133,76.00%,2,1.14%,15
740,7666.0,257,231,89.88%,231,89.88%,237,92.22%,6,2.33%,0
741,8205.0,349,215,61.60%,214,61.32%,257,73.64%,42,12.03%,1
742,7671.0,162,162,100.00%,162,100.00%,162,100.00%,0,0.00%,0
743,7672.0,121,77,63.64%,77,63.64%,87,71.90%,10,8.26%,0
744,8207.0,227,150,66.08%,149,65.64%,155,68.28%,5,2.20%,1
745,8217.0,28,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
746,3728.0,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
747,3808.0,99,94,94.95%,94,94.95%,94,94.95%,0,0.00%,0
748,3816.0,221,65,29.41%,65,29.41%,66,29.86%,1,0.45%,0
749,3818.0,134,61,45.52%,60,44.78%,61,45.52%,0,0.00%,1
750,3841.0,117,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
751,3842.0,140,39,27.86%,39,27.86%,42,30.00%,3,2.14%,0
752,3843.0,194,165,85.05%,165,85.05%,165,85.05%,0,0.00%,0
753,3844.0,132,88,66.67%,87,65.91%,88,66.67%,0,0.00%,1
754,3845.0,311,105,33.76%,105,33.76%,107,34.41%,2,0.64%,0
755,3847.0,187,104,55.61%,104,55.61%,108,57.75%,4,2.14%,0
756,3848.0,505,452,89.50%,452,89.50%,453,89.70%,1,0.20%,0
757,3849.0,194,16,8.25%,16,8.25%,16,8.25%,0,0.00%,0
758,3850.0,239,5,2.09%,5,2.09%,5,2.09%,0,0.00%,0
759,3851.0,215,1,0.47%,1,0.47%,1,0.47%,0,0.00%,0
760,3855.0,552,424,76.81%,422,76.45%,426,77.17%,2,0.36%,2
761,3857.0,162,64,39.51%,64,39.51%,64,39.51%,0,0.00%,0
762,3859.0,231,75,32.47%,75,32.47%,77,33.33%,2,0.87%,0
763,3860.0,117,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
764,3861.0,95,62,65.26%,61,64.21%,62,65.26%,0,0.00%,1
765,6527.0,370,199,53.78%,199,53.78%,202,54.59%,3,0.81%,0
766,6548.0,72,69,95.83%,68,94.44%,71,98.61%,2,2.78%,1
767,6675.0,223,73,32.74%,73,32.74%,75,33.63%,2,0.90%,0
768,6822.0,157,113,71.97%,113,71.97%,114,72.61%,1,0.64%,0
769,6996.0,165,117,70.91%,117,70.91%,117,70.91%,0,0.00%,0
770,7023.0,171,144,84.21%,144,84.21%,145,84.80%,1,0.58%,0
771,7070.0,132,91,68.94%,91,68.94%,92,69.70%,1,0.76%,0
772,7072.0,157,115,73.25%,115,73.25%,118,75.16%,3,1.91%,0
773,7245.0,86,27,31.40%,27,31.40%,27,31.40%,0,0.00%,0
774,7255.0,52,33,63.46%,33,63.46%,33,63.46%,0,0.00%,0
775,7664.0,61,47,77.05%,47,77.05%,47,77.05%,0,0.00%,0
776,7780.0,66,53,80.30%,53,80.30%,53,80.30%,0,0.00%,0
777,7782.0,106,100,94.34%,100,94.34%,100,94.34%,0,0.00%,0
778,7808.0,87,69,79.31%,69,79.31%,70,80.46%,1,1.15%,0
779,7811.0,86,57,66.28%,56,65.12%,57,66.28%,0,0.00%,1
780,7813.0,104,23,22.12%,23,22.12%,23,22.12%,0,0.00%,0
781,7815.0,61,43,70.49%,42,68.85%,43,70.49%,0,0.00%,1
782,7850.0,58,33,56.90%,33,56.90%,34,58.62%,1,1.72%,0
783,7851.0,66,10,15.15%,10,15.15%,11,16.67%,1,1.52%,0
784,7852.0,84,49,58.33%,48,57.14%,52,61.90%,3,3.57%,1
785,7855.0,67,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
786,7903.0,140,97,69.29%,96,68.57%,98,70.00%,1,0.71%,1
787,7904.0,192,161,83.85%,160,83.33%,163,84.90%,2,1.04%,1
788,7905.0,83,81,97.59%,81,97.59%,82,98.80%,1,1.20%,0
789,7906.0,122,110,90.16%,110,90.16%,110,90.16%,0,0.00%,0
790,8039.0,123,97,78.86%,97,78.86%,98,79.67%,1,0.81%,0
791,8143.0,59,13,22.03%,13,22.03%,13,22.03%,0,0.00%,0
792,8293.0,54,22,40.74%,22,40.74%,22,40.74%,0,0.00%,0
793,8298.0,16,4,25.00%,4,25.00%,4,25.00%,0,0.00%,0
795,8195.0,151,123,81.46%,120,79.47%,126,83.44%,3,1.99%,3
796,7961.0,97,79,81.44%,78,80.41%,82,84.54%,3,3.09%,1
797,8122.0,8,4,50.00%,4,50.00%,4,50.00%,0,0.00%,0
798,7983.0,44,41,93.18%,41,93.18%,41,93.18%,0,0.00%,0
799,8127.0,47,46,97.87%,46,97.87%,46,97.87%,0,0.00%,0
800,8148.0,23,1,4.35%,1,4.35%,1,4.35%,0,0.00%,0
801,7981.0,99,88,88.89%,87,87.88%,92,92.93%,4,4.04%,1
802,8126.0,77,51,66.23%,51,66.23%,57,74.03%,6,7.79%,0
803,4310.0,282,169,59.93%,166,58.87%,176,62.41%,7,2.48%,3
804,5261.0,396,318,80.30%,313,79.04%,338,85.35%,20,5.05%,5
805,6222.0,18,7,38.89%,7,38.89%,9,50.00%,2,11.11%,0
806,3869.0,47,25,53.19%,25,53.19%,26,55.32%,1,2.13%,0
807,6223.0,14,9,64.29%,9,64.29%,9,64.29%,0,0.00%,0
808,3875.0,40,19,47.50%,19,47.50%,21,52.50%,2,5.00%,0
809,3877.0,35,18,51.43%,18,51.43%,21,60.00%,3,8.57%,0
810,3891.0,188,142,75.53%,127,67.55%,147,78.19%,5,2.66%,15
812,0.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
813,7012.0,85,59,69.41%,56,65.88%,59,69.41%,0,0.00%,3
814,0.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
815,6583.0,93,63,67.74%,53,56.99%,65,69.89%,2,2.15%,10
816,8161.0,8,3,37.50%,3,37.50%,3,37.50%,0,0.00%,0
817,3883.0,128,100,78.13%,100,78.13%,105,82.03%,5,3.91%,0
818,3910.0,111,64,57.66%,56,50.45%,69,62.16%,5,4.50%,8
819,3924.0,240,162,67.50%,144,60.00%,164,68.33%,2,0.83%,18
822,3940.0,66,42,63.64%,42,63.64%,44,66.67%,2,3.03%,0
824,5264.0,101,72,71.29%,71,70.30%,77,76.24%,5,4.95%,1
825,5070.0,143,127,88.81%,123,86.01%,128,89.51%,1,0.70%,4
826,3957.0,58,39,67.24%,34,58.62%,43,74.14%,4,6.90%,5
827,3914.0,68,45,66.18%,42,61.76%,47,69.12%,2,2.94%,3
828,3962.0,131,75,57.25%,74,56.49%,75,57.25%,0,0.00%,1
830,3969.0,201,121,60.20%,118,58.71%,123,61.19%,2,1.00%,3
831,6207.0,69,44,63.77%,42,60.87%,47,68.12%,3,4.35%,2
833,3978.0,77,57,74.03%,56,72.73%,63,81.82%,6,7.79%,1
834,3994.0,52,26,50.00%,25,48.08%,26,50.00%,0,0.00%,1
835,3988.0,81,49,60.49%,38,46.91%,49,60.49%,0,0.00%,11
836,6210.0,50,25,50.00%,23,46.00%,25,50.00%,0,0.00%,2
837,4002.0,31,19,61.29%,19,61.29%,21,67.74%,2,6.45%,0
838,4006.0,39,23,58.97%,22,56.41%,26,66.67%,3,7.69%,1
839,6800.0,29,12,41.38%,12,41.38%,12,41.38%,0,0.00%,0
840,8274.0,166,102,61.45%,97,58.43%,108,65.06%,6,3.61%,5
842,6216.0,25,12,48.00%,11,44.00%,14,56.00%,2,8.00%,1
844,4026.0,79,51,64.56%,51,64.56%,53,67.09%,2,2.53%,0
846,4030.0,44,28,63.64%,28,63.64%,30,68.18%,2,4.55%,0
847,4034.0,78,46,58.97%,46,58.97%,46,58.97%,0,0.00%,0
849,6418.0,80,43,53.75%,43,53.75%,43,53.75%,0,0.00%,0
850,6419.0,63,41,65.08%,36,57.14%,44,69.84%,3,4.76%,5
852,4044.0,116,80,68.97%,78,67.24%,80,68.97%,0,0.00%,2
853,4049.0,70,36,51.43%,36,51.43%,39,55.71%,3,4.29%,0
855,4054.0,54,38,70.37%,38,70.37%,39,72.22%,1,1.85%,0
857,4058.0,58,25,43.10%,25,43.10%,27,46.55%,2,3.45%,0
858,6373.0,78,47,60.26%,47,60.26%,48,61.54%,1,1.28%,0
859,4064.0,50,22,44.00%,22,44.00%,29,58.00%,7,14.00%,0
860,4068.0,81,42,51.85%,40,49.38%,43,53.09%,1,1.23%,2
861,4080.0,91,61,67.03%,57,62.64%,63,69.23%,2,2.20%,4
862,4085.0,143,123,86.01%,123,86.01%,123,86.01%,0,0.00%,0
864,4091.0,144,82,56.94%,82,56.94%,86,59.72%,4,2.78%,0
866,4098.0,90,55,61.11%,49,54.44%,55,61.11%,0,0.00%,6
867,4106.0,126,78,61.90%,68,53.97%,83,65.87%,5,3.97%,10
868,4931.0,147,73,49.66%,65,44.22%,80,54.42%,7,4.76%,8
870,1668.0,113,61,53.98%,55,48.67%,74,65.49%,13,11.50%,6
872,4126.0,67,42,62.69%,30,44.78%,43,64.18%,1,1.49%,12
873,7833.0,14,10,71.43%,10,71.43%,10,71.43%,0,0.00%,0
874,4135.0,65,44,67.69%,42,64.62%,49,75.38%,5,7.69%,2
875,4143.0,73,58,79.45%,49,67.12%,58,79.45%,0,0.00%,9
876,4146.0,43,23,53.49%,20,46.51%,23,53.49%,0,0.00%,3
877,4149.0,168,124,73.81%,119,70.83%,128,76.19%,4,2.38%,5
878,4165.0,38,15,39.47%,14,36.84%,24,63.16%,9,23.68%,1
880,4188.0,84,62,73.81%,49,58.33%,62,73.81%,0,0.00%,13
882,4181.0,101,61,60.40%,53,52.48%,62,61.39%,1,0.99%,8
883,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
884,4195.0,91,63,69.23%,60,65.93%,73,80.22%,10,10.99%,3
885,4203.0,74,50,67.57%,50,67.57%,57,77.03%,7,9.46%,0
887,0.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
888,4217.0,376,307,81.65%,275,73.14%,311,82.71%,4,1.06%,32
889,4715.0,98,71,72.45%,67,68.37%,73,74.49%,2,2.04%,4
890,4235.0,105,72,68.57%,65,61.90%,72,68.57%,0,0.00%,7
892,4242.0,84,55,65.48%,54,64.29%,56,66.67%,1,1.19%,1
893,4249.0,137,94,68.61%,94,68.61%,94,68.61%,0,0.00%,0
894,5083.0,350,331,94.57%,331,94.57%,334,95.43%,3,0.86%,0
896,7019.0,245,152,62.04%,141,57.55%,153,62.45%,1,0.41%,11
898,6012.0,225,151,67.11%,135,60.00%,155,68.89%,4,1.78%,16
900,4286.0,75,45,60.00%,38,50.67%,47,62.67%,2,2.67%,7
902,4295.0,212,140,66.04%,140,66.04%,148,69.81%,8,3.77%,0
904,6704.0,174,118,67.82%,116,66.67%,122,70.11%,4,2.30%,2
906,4930.0,210,163,77.62%,153,72.86%,167,79.52%,4,1.90%,10
907,4340.0,125,103,82.40%,99,79.20%,104,83.20%,1,0.80%,4
908,4352.0,166,123,74.10%,118,71.08%,124,74.70%,1,0.60%,5
910,4360.0,302,255,84.44%,254,84.11%,256,84.77%,1,0.33%,1
912,7550.0,39,18,46.15%,17,43.59%,23,58.97%,5,12.82%,1
913,4845.0,307,253,82.41%,248,80.78%,256,83.39%,3,0.98%,5
915,4373.0,206,175,84.95%,168,81.55%,175,84.95%,0,0.00%,7
917,4404.0,450,357,79.33%,349,77.56%,372,82.67%,15,3.33%,8
919,4412.0,55,44,80.00%,39,70.91%,45,81.82%,1,1.82%,5
921,4431.0,262,207,79.01%,168,64.12%,210,80.15%,3,1.15%,39
923,4442.0,123,97,78.86%,92,74.80%,101,82.11%,4,3.25%,5
925,6181.0,62,29,46.77%,29,46.77%,29,46.77%,0,0.00%,0
926,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
927,4458.0,148,124,83.78%,114,77.03%,126,85.14%,2,1.35%,10
929,8323.0,120,101,84.17%,93,77.50%,103,85.83%,2,1.67%,8
931,0.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0
932,4717.0,371,270,72.78%,269,72.51%,280,75.47%,10,2.70%,1
934,6648.0,342,299,87.43%,294,85.96%,306,89.47%,7,2.05%,5
936,6191.0,154,107,69.48%,107,69.48%,116,75.32%,9,5.84%,0
937,4735.0,161,125,77.64%,113,70.19%,125,77.64%,0,0.00%,12
939,5271.0,183,108,59.02%,104,56.83%,111,60.66%,3,1.64%,4
940,4528.0,87,67,77.01%,67,77.01%,67,77.01%,0,0.00%,0
941,4545.0,404,298,73.76%,289,71.53%,308,76.24%,10,2.48%,9
943,4553.0,413,333,80.63%,322,77.97%,349,84.50%,16,3.87%,11
945,4558.0,214,131,61.21%,124,57.94%,135,63.08%,4,1.87%,7
947,4564.0,176,109,61.93%,94,53.41%,118,67.05%,9,5.11%,15
949,4571.0,93,46,49.46%,38,40.86%,49,52.69%,3,3.23%,8
951,7624.0,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
952,4577.0,223,143,64.13%,132,59.19%,152,68.16%,9,4.04%,11
954,4598.0,345,226,65.51%,211,61.16%,240,69.57%,14,4.06%,15
956,4602.0,182,130,71.43%,123,67.58%,133,73.08%,3,1.65%,7
958,4608.0,301,215,71.43%,200,66.45%,227,75.42%,12,3.99%,15
960,4614.0,232,197,84.91%,185,79.74%,202,87.07%,5,2.16%,12
962,4623.0,264,173,65.53%,163,61.74%,179,67.80%,6,2.27%,10
964,6705.0,201,148,73.63%,141,70.15%,155,77.11%,7,3.48%,7
966,4647.0,190,136,71.58%,135,71.05%,136,71.58%,0,0.00%,1
968,5168.0,309,104,33.66%,97,31.39%,111,35.92%,7,2.27%,7
969,4658.0,212,174,82.08%,174,82.08%,175,82.55%,1,0.47%,0
971,1732.0,297,228,76.77%,226,76.09%,228,76.77%,0,0.00%,2
972,4704.0,250,191,76.40%,184,73.60%,194,77.60%,3,1.20%,7
974,6345.0,201,133,66.17%,129,64.18%,135,67.16%,2,1.00%,4
976,8041.0,33,21,63.64%,21,63.64%,21,63.64%,0,0.00%,0
977,,"123,788","87,726",70.87%,"85,063",68.72%,"90,641",73.22%,"2,915",2.35%,"2,663"
978,,,,,,,,,,,
