,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution
355,6293.0,305,198,64.92%,190,62.30%,214,70.16%,16,5.25%,8
356,7538.0,29,19,65.52%,19,65.52%,25,86.21%,6,20.69%,0
357,2578.0,521,401,76.97%,395,75.82%,415,79.65%,14,2.69%,6
358,2607.0,243,183,75.31%,165,67.90%,187,76.95%,4,1.65%,18
359,2596.0,549,384,69.95%,365,66.48%,397,72.31%,13,2.37%,19
360,7922.0,134,58,43.28%,52,38.81%,64,47.76%,6,4.48%,6
361,2618.0,158,116,73.42%,106,67.09%,118,74.68%,2,1.27%,10
362,2623.0,419,334,79.71%,325,77.57%,338,80.67%,4,0.95%,9
363,2633.0,409,271,66.26%,262,64.06%,278,67.97%,7,1.71%,9
364,2649.0,129,62,48.06%,60,46.51%,66,51.16%,4,3.10%,2
365,2658.0,246,153,62.20%,144,58.54%,163,66.26%,10,4.07%,9
366,2663.0,350,247,70.57%,237,67.71%,249,71.14%,2,0.57%,10
367,2675.0,117,83,70.94%,83,70.94%,99,84.62%,16,13.68%,0
368,2680.0,98,75,76.53%,69,70.41%,75,76.53%,0,0.00%,6
369,4940.0,148,59,39.86%,57,38.51%,80,54.05%,21,14.19%,2
370,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
371,2686.0,118,85,72.03%,82,69.49%,88,74.58%,3,2.54%,3
372,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
373,2689.0,85,75,88.24%,75,88.24%,77,90.59%,2,2.35%,0
374,2704.0,176,120,68.18%,119,67.61%,130,73.86%,10,5.68%,1
375,2708.0,100,83,83.00%,79,79.00%,85,85.00%,2,2.00%,4
376,2712.0,42,31,73.81%,28,66.67%,36,85.71%,5,11.90%,3
377,2721.0,91,63,69.23%,62,68.13%,66,72.53%,3,3.30%,1
378,2725.0,129,85,65.89%,85,65.89%,86,66.67%,1,0.78%,0
379,4800.0,358,249,69.55%,232,64.80%,258,72.07%,9,2.51%,17
380,2740.0,173,102,58.96%,102,58.96%,105,60.69%,3,1.73%,0
381,5155.0,239,125,52.30%,118,49.37%,134,56.07%,9,3.77%,7
382,2760.0,168,100,59.52%,94,55.95%,102,60.71%,2,1.19%,6
383,2766.0,250,192,76.80%,192,76.80%,192,76.80%,0,0.00%,0
384,2794.0,512,328,64.06%,324,63.28%,342,66.80%,14,2.73%,4
385,2795.0,344,237,68.90%,228,66.28%,248,72.09%,11,3.20%,9
386,2798.0,103,67,65.05%,65,63.11%,67,65.05%,0,0.00%,2
387,2809.0,609,496,81.44%,490,80.46%,497,81.61%,1,0.16%,6
388,7629.0,30,27,90.00%,26,86.67%,27,90.00%,0,0.00%,1
389,2818.0,138,93,67.39%,85,61.59%,95,68.84%,2,1.45%,8
390,2821.0,178,142,79.78%,139,78.09%,144,80.90%,2,1.12%,3
391,2829.0,761,656,86.20%,650,85.41%,669,87.91%,13,1.71%,6
392,2833.0,143,125,87.41%,125,87.41%,126,88.11%,1,0.70%,0
393,2839.0,248,145,58.47%,145,58.47%,145,58.47%,0,0.00%,0
394,2848.0,359,246,68.52%,243,67.69%,250,69.64%,4,1.11%,3
395,8125.0,51,51,100.00%,51,100.00%,51,100.00%,0,0.00%,0
396,2860.0,245,201,82.04%,200,81.63%,201,82.04%,0,0.00%,1
397,2869.0,225,175,77.78%,174,77.33%,180,80.00%,5,2.22%,1
398,5242.0,144,107,74.31%,104,72.22%,107,74.31%,0,0.00%,3
399,2891.0,144,110,76.39%,106,73.61%,112,77.78%,2,1.39%,4
400,7348.0,744,509,68.41%,498,66.94%,523,70.30%,14,1.88%,11
401,2924.0,139,106,76.26%,105,75.54%,107,76.98%,1,0.72%,1
402,2958.0,76,66,86.84%,66,86.84%,66,86.84%,0,0.00%,0
403,5058.0,241,193,80.08%,193,80.08%,195,80.91%,2,0.83%,0
404,5059.0,89,44,49.44%,44,49.44%,46,51.69%,2,2.25%,0
405,3007.0,240,159,66.25%,156,65.00%,160,66.67%,1,0.42%,3
406,3008.0,117,78,66.67%,78,66.67%,78,66.67%,0,0.00%,0
407,3009.0,128,84,65.63%,84,65.63%,88,68.75%,4,3.13%,0
408,6390.0,200,155,77.50%,150,75.00%,155,77.50%,0,0.00%,5
409,6391.0,264,195,73.86%,192,72.73%,195,73.86%,0,0.00%,3
410,6364.0,119,86,72.27%,86,72.27%,89,74.79%,3,2.52%,0
411,3034.0,177,106,59.89%,101,57.06%,109,61.58%,3,1.69%,5
412,4828.0,91,67,73.63%,67,73.63%,70,76.92%,3,3.30%,0
413,3040.0,58,36,62.07%,32,55.17%,37,63.79%,1,1.72%,4
414,3045.0,135,93,68.89%,92,68.15%,94,69.63%,1,0.74%,1
415,3048.0,65,48,73.85%,43,66.15%,48,73.85%,0,0.00%,5
416,3056.0,74,57,77.03%,57,77.03%,57,77.03%,0,0.00%,0
417,6368.0,280,132,47.14%,132,47.14%,132,47.14%,0,0.00%,0
418,4691.0,182,120,65.93%,111,60.99%,122,67.03%,2,1.10%,9
419,5245.0,78,49,62.82%,49,62.82%,52,66.67%,3,3.85%,0
420,3107.0,48,30,62.50%,30,62.50%,33,68.75%,3,6.25%,0
421,3111.0,58,32,55.17%,32,55.17%,34,58.62%,2,3.45%,0
422,3117.0,64,36,56.25%,34,53.13%,42,65.63%,6,9.38%,2
423,6122.0,47,31,65.96%,28,59.57%,31,65.96%,0,0.00%,3
424,5248.0,47,30,63.83%,30,63.83%,40,85.11%,10,21.28%,0
425,3137.0,99,63,63.64%,61,61.62%,67,67.68%,4,4.04%,2
426,7506.0,43,18,41.86%,11,25.58%,19,44.19%,1,2.33%,7
427,3145.0,145,105,72.41%,104,71.72%,107,73.79%,2,1.38%,1
428,6125.0,39,20,51.28%,15,38.46%,20,51.28%,0,0.00%,5
429,3150.0,154,128,83.12%,116,75.32%,128,83.12%,0,0.00%,12
430,6126.0,39,23,58.97%,23,58.97%,24,61.54%,1,2.56%,0
431,3155.0,88,47,53.41%,47,53.41%,59,67.05%,12,13.64%,0
432,3158.0,66,40,60.61%,38,57.58%,42,63.64%,2,3.03%,2
433,3165.0,92,75,81.52%,63,68.48%,77,83.70%,2,2.17%,12
434,8093.0,112,78,69.64%,72,64.29%,79,70.54%,1,0.89%,6
435,3124.0,106,67,63.21%,67,63.21%,67,63.21%,0,0.00%,0
436,6129.0,88,72,81.82%,66,75.00%,74,84.09%,2,2.27%,6
437,8187.0,367,190,51.77%,167,45.50%,196,53.41%,6,1.63%,23
438,7866.0,12,10,83.33%,10,83.33%,10,83.33%,0,0.00%,0
439,6935.0,317,234,73.82%,230,72.56%,246,77.60%,12,3.79%,4
440,7641.0,285,194,68.07%,190,66.67%,205,71.93%,11,3.86%,4
441,3210.0,419,318,75.89%,317,75.66%,325,77.57%,7,1.67%,1
442,3216.0,356,246,69.10%,246,69.10%,249,69.94%,3,0.84%,0
443,7738.0,441,302,68.48%,297,67.35%,311,70.52%,9,2.04%,5
444,3224.0,441,224,50.79%,224,50.79%,224,50.79%,0,0.00%,0
445,7687.0,182,113,62.09%,105,57.69%,121,66.48%,8,4.40%,8
446,3241.0,580,508,87.59%,508,87.59%,515,88.79%,7,1.21%,0
447,3260.0,314,275,87.58%,269,85.67%,281,89.49%,6,1.91%,6
448,3333.0,358,320,89.39%,317,88.55%,328,91.62%,8,2.23%,3
449,3272.0,389,360,92.54%,360,92.54%,365,93.83%,5,1.29%,0
450,8049.0,50,43,86.00%,43,86.00%,43,86.00%,0,0.00%,0
451,3295.0,363,349,96.14%,349,96.14%,351,96.69%,2,0.55%,0
452,3296.0,295,284,96.27%,283,95.93%,284,96.27%,0,0.00%,1
453,4960.0,181,174,96.13%,174,96.13%,174,96.13%,0,0.00%,0
454,3305.0,392,341,86.99%,341,86.99%,343,87.50%,2,0.51%,0
455,6729.0,332,281,84.64%,266,80.12%,281,84.64%,0,0.00%,15
456,6998.0,51,35,68.63%,31,60.78%,35,68.63%,0,0.00%,4
457,5345.0,948,831,87.66%,829,87.45%,842,88.82%,11,1.16%,2
458,3328.0,437,377,86.27%,370,84.67%,385,88.10%,8,1.83%,7
459,3338.0,246,184,74.80%,181,73.58%,186,75.61%,2,0.81%,3
460,3348.0,153,82,53.59%,82,53.59%,86,56.21%,4,2.61%,0
461,3354.0,498,411,82.53%,408,81.93%,415,83.33%,4,0.80%,3
462,3376.0,146,130,89.04%,130,89.04%,132,90.41%,2,1.37%,0
463,3367.0,538,472,87.73%,472,87.73%,477,88.66%,5,0.93%,0
464,5078.0,376,357,94.95%,357,94.95%,359,95.48%,2,0.53%,0
465,3395.0,259,235,90.73%,226,87.26%,235,90.73%,0,0.00%,9
466,3401.0,230,181,78.70%,181,78.70%,187,81.30%,6,2.61%,0
467,5081.0,214,148,69.16%,147,68.69%,153,71.50%,5,2.34%,1
468,3247.0,347,317,91.35%,316,91.07%,319,91.93%,2,0.58%,1
469,3425.0,139,109,78.42%,100,71.94%,109,78.42%,0,0.00%,9
470,7681.0,57,55,96.49%,55,96.49%,55,96.49%,0,0.00%,0
471,3434.0,236,173,73.31%,172,72.88%,173,73.31%,0,0.00%,1
472,3465.0,594,463,77.95%,452,76.09%,464,78.11%,1,0.17%,11
473,4957.0,455,352,77.36%,348,76.48%,352,77.36%,0,0.00%,4
474,7634.0,112,98,87.50%,98,87.50%,100,89.29%,2,1.79%,0
475,3482.0,635,516,81.26%,513,80.79%,524,82.52%,8,1.26%,3
476,3495.0,368,324,88.04%,323,87.77%,329,89.40%,5,1.36%,1
477,3505.0,386,319,82.64%,317,82.12%,319,82.64%,0,0.00%,2
478,6439.0,102,75,73.53%,75,73.53%,79,77.45%,4,3.92%,0
479,5352.0,169,137,81.07%,137,81.07%,139,82.25%,2,1.18%,0
480,3522.0,157,125,79.62%,122,77.71%,126,80.25%,1,0.64%,3
481,3532.0,83,44,53.01%,43,51.81%,45,54.22%,1,1.20%,1
482,3541.0,157,79,50.32%,71,45.22%,80,50.96%,1,0.64%,8
483,6936.0,99,55,55.56%,53,53.54%,59,59.60%,4,4.04%,2
484,7893.0,149,113,75.84%,94,63.09%,115,77.18%,2,1.34%,19
485,3569.0,177,107,60.45%,106,59.89%,107,60.45%,0,0.00%,1
486,5103.0,112,74,66.07%,71,63.39%,76,67.86%,2,1.79%,3
487,6341.0,66,45,68.18%,45,68.18%,45,68.18%,0,0.00%,0
488,7930.0,58,30,51.72%,30,51.72%,33,56.90%,3,5.17%,0
489,3589.0,126,83,65.87%,83,65.87%,84,66.67%,1,0.79%,0
490,3596.0,175,110,62.86%,110,62.86%,114,65.14%,4,2.29%,0
491,8083.0,40,40,100.00%,40,100.00%,40,100.00%,0,0.00%,0
492,7678.0,70,64,91.43%,64,91.43%,68,97.14%,4,5.71%,0
493,7737.0,138,112,81.16%,112,81.16%,117,84.78%,5,3.62%,0
494,7777.0,73,43,58.90%,43,58.90%,49,67.12%,6,8.22%,0
495,7909.0,112,101,90.18%,101,90.18%,102,91.07%,1,0.89%,0
496,7910.0,104,97,93.27%,90,86.54%,97,93.27%,0,0.00%,7
497,8216.0,12,8,66.67%,8,66.67%,10,83.33%,2,16.67%,0
498,7510.0,127,92,72.44%,92,72.44%,97,76.38%,5,3.94%,0
499,7513.0,150,26,17.33%,26,17.33%,26,17.33%,0,0.00%,0
500,7540.0,142,100,70.42%,98,69.01%,101,71.13%,1,0.70%,2
501,7542.0,133,0,0.00%,0,0.00%,110,82.71%,110,82.71%,0
502,7546.0,49,43,87.76%,43,87.76%,43,87.76%,0,0.00%,0
503,7574.0,100,87,87.00%,87,87.00%,90,90.00%,3,3.00%,0
504,7578.0,134,113,84.33%,108,80.60%,113,84.33%,0,0.00%,5
505,7582.0,77,74,96.10%,74,96.10%,75,97.40%,1,1.30%,0
506,7586.0,67,64,95.52%,64,95.52%,64,95.52%,0,0.00%,0
507,7587.0,113,88,77.88%,86,76.11%,89,78.76%,1,0.88%,2
508,7588.0,79,67,84.81%,67,84.81%,69,87.34%,2,2.53%,0
509,7649.0,151,139,92.05%,136,90.07%,146,96.69%,7,4.64%,3
510,7665.0,172,109,63.37%,89,51.74%,109,63.37%,0,0.00%,20
511,7666.0,274,250,91.24%,243,88.69%,251,91.61%,1,0.36%,7
512,8205.0,363,250,68.87%,219,60.33%,259,71.35%,9,2.48%,31
513,7671.0,156,156,100.00%,156,100.00%,156,100.00%,0,0.00%,0
514,7672.0,119,96,80.67%,96,80.67%,104,87.39%,8,6.72%,0
515,8207.0,227,123,54.19%,123,54.19%,149,65.64%,26,11.45%,0
516,8217.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
517,8358.0,86,73,84.88%,73,84.88%,73,84.88%,0,0.00%,0
518,0.0,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
519,3728.0,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
520,3808.0,106,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
521,3816.0,207,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
522,3818.0,140,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
523,3841.0,82,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
524,3842.0,89,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
525,3843.0,309,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
526,3844.0,113,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
527,3845.0,254,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
528,3847.0,150,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
529,3848.0,481,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
530,3849.0,233,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
531,3850.0,240,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
532,3851.0,126,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
533,3855.0,575,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
534,3857.0,135,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
535,3859.0,134,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
536,3860.0,90,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
537,3861.0,126,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
538,6527.0,304,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
539,6548.0,45,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
540,6675.0,208,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
541,6822.0,172,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
542,6996.0,166,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
543,7023.0,173,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
544,7070.0,95,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
545,7072.0,135,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
546,7245.0,97,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
547,7255.0,55,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
548,7664.0,58,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
549,7780.0,71,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
550,7782.0,125,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
551,7808.0,81,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
552,7811.0,79,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
553,7813.0,121,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
554,7815.0,66,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
555,7850.0,59,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
556,7851.0,63,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
557,7852.0,107,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
558,7855.0,93,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
559,7903.0,94,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
560,7904.0,174,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
561,7905.0,83,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
562,7906.0,118,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
563,8039.0,148,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
564,8143.0,59,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
565,8293.0,56,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
566,8298.0,36,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
567,8195.0,136,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
568,7961.0,96,81,84.38%,78,81.25%,84,87.50%,3,3.13%,3
569,8127.0,52,51,98.08%,50,96.15%,51,98.08%,0,0.00%,1
570,8148.0,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
571,7981.0,102,88,86.27%,88,86.27%,89,87.25%,1,0.98%,0
572,8126.0,68,57,83.82%,53,77.94%,57,83.82%,0,0.00%,4
573,4310.0,306,203,66.34%,199,65.03%,211,68.95%,8,2.61%,4
574,5261.0,366,281,76.78%,281,76.78%,298,81.42%,17,4.64%,0
575,6222.0,13,5,38.46%,3,23.08%,6,46.15%,1,7.69%,2
576,3869.0,54,30,55.56%,28,51.85%,30,55.56%,0,0.00%,2
577,6223.0,19,11,57.89%,10,52.63%,11,57.89%,0,0.00%,1
578,3875.0,47,14,29.79%,14,29.79%,16,34.04%,2,4.26%,0
579,3877.0,37,18,48.65%,18,48.65%,19,51.35%,1,2.70%,0
580,3891.0,195,146,74.87%,133,68.21%,149,76.41%,3,1.54%,13
581,7012.0,71,47,66.20%,47,66.20%,47,66.20%,0,0.00%,0
582,0.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
583,6583.0,80,57,71.25%,47,58.75%,59,73.75%,2,2.50%,10
584,8161.0,13,4,30.77%,4,30.77%,4,30.77%,0,0.00%,0
585,3883.0,140,101,72.14%,98,70.00%,102,72.86%,1,0.71%,3
586,3910.0,99,62,62.63%,61,61.62%,63,63.64%,1,1.01%,1
587,3924.0,220,145,65.91%,124,56.36%,146,66.36%,1,0.45%,21
588,3930.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
589,3940.0,62,42,67.74%,42,67.74%,47,75.81%,5,8.06%,0
590,5264.0,108,66,61.11%,63,58.33%,73,67.59%,7,6.48%,3
591,5070.0,175,139,79.43%,130,74.29%,141,80.57%,2,1.14%,9
592,3957.0,69,55,79.71%,51,73.91%,59,85.51%,4,5.80%,4
593,3914.0,55,42,76.36%,38,69.09%,43,78.18%,1,1.82%,4
594,3962.0,123,50,40.65%,50,40.65%,50,40.65%,0,0.00%,0
595,3969.0,183,132,72.13%,126,68.85%,134,73.22%,2,1.09%,6
596,6207.0,68,45,66.18%,40,58.82%,46,67.65%,1,1.47%,5
597,3978.0,75,43,57.33%,43,57.33%,45,60.00%,2,2.67%,0
598,3994.0,68,43,63.24%,40,58.82%,47,69.12%,4,5.88%,3
599,3988.0,93,50,53.76%,46,49.46%,56,60.22%,6,6.45%,4
600,6210.0,52,36,69.23%,32,61.54%,37,71.15%,1,1.92%,4
601,4002.0,25,14,56.00%,13,52.00%,15,60.00%,1,4.00%,1
602,4006.0,42,26,61.90%,22,52.38%,26,61.90%,0,0.00%,4
603,6800.0,27,21,77.78%,20,74.07%,21,77.78%,0,0.00%,1
604,8274.0,180,119,66.11%,119,66.11%,119,66.11%,0,0.00%,0
605,6216.0,30,17,56.67%,16,53.33%,18,60.00%,1,3.33%,1
606,4026.0,70,44,62.86%,43,61.43%,45,64.29%,1,1.43%,1
607,4030.0,36,19,52.78%,18,50.00%,21,58.33%,2,5.56%,1
608,4034.0,75,43,57.33%,38,50.67%,44,58.67%,1,1.33%,5
609,6418.0,78,46,58.97%,43,55.13%,47,60.26%,1,1.28%,3
610,6419.0,55,33,60.00%,30,54.55%,34,61.82%,1,1.82%,3
611,4044.0,120,83,69.17%,79,65.83%,84,70.00%,1,0.83%,4
612,4049.0,89,46,51.69%,46,51.69%,55,61.80%,9,10.11%,0
613,4054.0,48,33,68.75%,30,62.50%,35,72.92%,2,4.17%,3
614,4058.0,52,22,42.31%,21,40.38%,24,46.15%,2,3.85%,1
615,6373.0,71,39,54.93%,36,50.70%,40,56.34%,1,1.41%,3
616,4064.0,38,16,42.11%,12,31.58%,21,55.26%,5,13.16%,4
617,4068.0,68,38,55.88%,38,55.88%,41,60.29%,3,4.41%,0
618,4080.0,105,70,66.67%,63,60.00%,71,67.62%,1,0.95%,7
619,4085.0,134,116,86.57%,116,86.57%,118,88.06%,2,1.49%,0
620,4091.0,129,80,62.02%,80,62.02%,83,64.34%,3,2.33%,0
621,4098.0,80,35,43.75%,35,43.75%,44,55.00%,9,11.25%,0
622,4106.0,138,77,55.80%,73,52.90%,86,62.32%,9,6.52%,4
623,4931.0,147,91,61.90%,74,50.34%,104,70.75%,13,8.84%,17
624,1668.0,109,55,50.46%,54,49.54%,68,62.39%,13,11.93%,1
625,4126.0,53,36,67.92%,24,45.28%,36,67.92%,0,0.00%,12
626,7833.0,14,9,64.29%,9,64.29%,9,64.29%,0,0.00%,0
627,4135.0,58,35,60.34%,35,60.34%,37,63.79%,2,3.45%,0
628,4143.0,74,47,63.51%,41,55.41%,48,64.86%,1,1.35%,6
629,4146.0,40,27,67.50%,25,62.50%,27,67.50%,0,0.00%,2
630,4149.0,169,98,57.99%,90,53.25%,104,61.54%,6,3.55%,8
631,4165.0,42,22,52.38%,22,52.38%,31,73.81%,9,21.43%,0
632,4188.0,95,76,80.00%,60,63.16%,79,83.16%,3,3.16%,16
633,4181.0,89,62,69.66%,58,65.17%,63,70.79%,1,1.12%,4
634,4195.0,89,66,74.16%,66,74.16%,66,74.16%,0,0.00%,0
635,4203.0,54,35,64.81%,35,64.81%,36,66.67%,1,1.85%,0
636,4217.0,344,289,84.01%,271,78.78%,291,84.59%,2,0.58%,18
637,4715.0,103,82,79.61%,74,71.84%,82,79.61%,0,0.00%,8
638,4235.0,72,55,76.39%,54,75.00%,57,79.17%,2,2.78%,1
639,4242.0,81,52,64.20%,49,60.49%,53,65.43%,1,1.23%,3
640,4249.0,146,101,69.18%,85,58.22%,101,69.18%,0,0.00%,16
641,5083.0,364,343,94.23%,343,94.23%,346,95.05%,3,0.82%,0
642,7019.0,226,165,73.01%,158,69.91%,167,73.89%,2,0.88%,7
643,6012.0,245,154,62.86%,143,58.37%,161,65.71%,7,2.86%,11
644,4286.0,94,53,56.38%,50,53.19%,58,61.70%,5,5.32%,3
645,4295.0,171,113,66.08%,113,66.08%,119,69.59%,6,3.51%,0
646,6704.0,143,103,72.03%,94,65.73%,111,77.62%,8,5.59%,9
647,4930.0,209,144,68.90%,139,66.51%,155,74.16%,11,5.26%,5
648,4340.0,134,110,82.09%,102,76.12%,112,83.58%,2,1.49%,8
649,4352.0,184,134,72.83%,117,63.59%,135,73.37%,1,0.54%,17
650,4360.0,291,256,87.97%,251,86.25%,257,88.32%,1,0.34%,5
651,7550.0,47,19,40.43%,19,40.43%,23,48.94%,4,8.51%,0
652,4845.0,295,231,78.31%,223,75.59%,235,79.66%,4,1.36%,8
653,4373.0,182,146,80.22%,142,78.02%,146,80.22%,0,0.00%,4
654,4404.0,452,363,80.31%,357,78.98%,368,81.42%,5,1.11%,6
655,4412.0,46,33,71.74%,32,69.57%,33,71.74%,0,0.00%,1
656,4431.0,300,241,80.33%,217,72.33%,246,82.00%,5,1.67%,24
657,4442.0,130,90,69.23%,85,65.38%,97,74.62%,7,5.38%,5
658,6181.0,46,32,69.57%,30,65.22%,32,69.57%,0,0.00%,2
659,4458.0,144,114,79.17%,106,73.61%,119,82.64%,5,3.47%,8
660,8323.0,96,76,79.17%,72,75.00%,79,82.29%,3,3.13%,4
661,4717.0,374,300,80.21%,292,78.07%,305,81.55%,5,1.34%,8
662,6648.0,313,258,82.43%,255,81.47%,264,84.35%,6,1.92%,3
663,6191.0,139,92,66.19%,92,66.19%,104,74.82%,12,8.63%,0
664,4735.0,177,121,68.36%,121,68.36%,121,68.36%,0,0.00%,0
665,5271.0,194,131,67.53%,118,60.82%,143,73.71%,12,6.19%,13
666,4528.0,60,31,51.67%,30,50.00%,35,58.33%,4,6.67%,1
667,4545.0,446,346,77.58%,328,73.54%,350,78.48%,4,0.90%,18
668,4553.0,402,316,78.61%,309,76.87%,325,80.85%,9,2.24%,7
669,4558.0,183,115,62.84%,107,58.47%,123,67.21%,8,4.37%,8
670,4564.0,172,116,67.44%,110,63.95%,124,72.09%,8,4.65%,6
671,4571.0,102,58,56.86%,53,51.96%,60,58.82%,2,1.96%,5
672,7624.0,54,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0
673,4577.0,217,149,68.66%,140,64.52%,155,71.43%,6,2.76%,9
674,4598.0,396,257,64.90%,232,58.59%,283,71.46%,26,6.57%,25
675,4602.0,173,120,69.36%,117,67.63%,123,71.10%,3,1.73%,3
676,4608.0,284,190,66.90%,187,65.85%,209,73.59%,19,6.69%,3
677,4614.0,237,178,75.11%,174,73.42%,191,80.59%,13,5.49%,4
678,4623.0,264,153,57.95%,139,52.65%,162,61.36%,9,3.41%,14
679,6705.0,227,166,73.13%,157,69.16%,175,77.09%,9,3.96%,9
680,4647.0,182,105,57.69%,97,53.30%,108,59.34%,3,1.65%,8
681,5168.0,351,147,41.88%,124,35.33%,148,42.17%,1,0.28%,23
682,4658.0,202,167,82.67%,165,81.68%,171,84.65%,4,1.98%,2
683,1732.0,294,223,75.85%,223,75.85%,233,79.25%,10,3.40%,0
684,4704.0,286,203,70.98%,194,67.83%,213,74.48%,10,3.50%,9
685,6345.0,236,181,76.69%,170,72.03%,182,77.12%,1,0.42%,11
686,8041.0,48,20,41.67%,18,37.50%,20,41.67%,0,0.00%,2
687,,"125,051","83,542",66.81%,"80,862",64.66%,"86,091",68.84%,"2,549",2.04%,"2,680"
688,,,- 2 -,,,,,www.pimsreports.state.pa.us,,,
