Schl,Federal - Non-Personnel,Federal - Personnel,Local - Non-Personnel,Local - Personnel,State - Non-Personnel,State - Personnel
5220,46.87,71.27,4764.23,6769.22,2041.81,2901.09
5221,0.01,0.02,1.74,5.61,0.66,4.21
5223,88.56,108.6,1876.41,8769.86,720.52,3367.52
5225,12.68,9.84,1229.16,11413.18,0,0
5226,67.66,1294.53,897.19,6998.29,679.87,6054.39
5227,64.83,247.81,759.17,5460.24,653.38,4699.3
5228,205.55,534.01,1402.52,3643.68,3502.96,9100.68
5230,140.36,824.04,764.48,3852.58,1597.64,8454.48
5231,173.76,501.8,725.88,3487.72,1374.25,6603.02
5232,127.89,842.14,684.38,4373.93,847.2,5414.48
5233,0,0,1899.03,8179.93,1061.84,4573.8
5236,4.59,2.33,1348.33,8769.84,500.56,3255.73
5238,58.89,0,1607.21,7877.48,688.81,3376.06
5239,5.58,173.69,1459.04,8887.21,457.4,2786.11
5241,40.31,321.77,924.27,7851.73,477.97,3590.86
5242,29.41,378.61,765.99,3406.05,1540.4,6796.75
5243,20.91,450.21,749.76,5203.92,959.88,6662.35
5244,279.25,1004.14,387.82,2769.02,1000.09,7140.65
5245,149.38,116.66,635.21,3465.54,1638.06,8936.82
5248,0,209.94,2082.99,3675.91,7445.56,13031.63
5249,154.29,42.04,922.74,13814.57,13.04,0
5250,5.62,18.42,4237.21,19219.31,1.68,0
5251,9.21,77.79,1799.1,15187.64,381.53,3220.78
5252,8.96,298.41,3102.2,12130.04,846.63,3310.43
5253,168.15,222.13,2170.93,9335.29,733.78,3155.34
5257,0,241.41,1728.41,4037.69,0,0
5258,26.93,222.58,2188.33,11955,12.16,0
5260,149.31,522.77,2346.32,12477.15,10.29,443.63
5261,197.67,159.42,1525.8,8964.72,1032.55,6066.67
5262,0,219.36,4267.3,1863.34,8431.96,3940.79
5263,3.92,18.82,2693.23,10869.76,9.61,0
5264,1.92,273.41,1054.03,5295.39,1305.71,6559.84
5265,40.99,402.55,2149.25,11117.87,9.85,245.88
5267,88.21,215.43,1552.45,3791.74,4167.4,10178.56
5270,31.21,277.83,759.4,4757.38,618.57,3875.11
5271,149.01,143.77,1606.75,6715.38,1909.84,7982.15
5272,53.32,18.24,1289.36,8399.22,682.14,4443.61
5287,5.66,3.72,2470,13343.66,624.48,3373.64
5292,222.06,2189.39,1787.3,10613.52,91.24,832.55
5293,555.19,2161.28,1876.41,8836.75,97.86,258.87
5294,193.08,2445.93,1751.42,8399.89,91.01,603.04
5296,115.65,791.82,8307.04,7358.27,2608.02,2851.67
5303,4.5,883.8,338.01,3622.53,809.45,8675.07
5306,21.24,31.59,1299.32,11832.32,344.8,3139.89
5307,21.27,24.82,1302.06,11288.7,345.52,2995.63
5308,0,0,1967.29,15062.04,2.27,157.02
5311,13.24,95.25,2039.89,10731.9,805.54,4250.12
5320,89.16,989.3,1431.71,7943.13,466.14,2586.14
5322,0,0,1666.91,10249.33,1784.06,6549.65
5326,0,295.02,545.16,2545.35,2447.41,11426.94
5328,65.49,283.78,626.57,6223.02,474.8,4715.67
5329,96.55,655.8,1349.48,5949.01,444.29,4458.61
5330,0,279.83,842.11,4186.86,695.93,3460.09
5333,1.33,56.37,1155.14,4003.21,1367.55,4739.33
5336,23.75,167.09,1304.18,9174.5,542.15,3813.87
5337,98.65,828.14,416.12,3434.68,826.07,6652.12
5341,0,476.5,1409.06,5646.03,838,3357.82
5343,0.89,174.82,2289.82,4980.59,1788.53,3890.23
5350,53.54,386,1192.35,9271.42,711.65,4016.27
5351,31.13,212.83,1088.77,7505.63,579,3991.46
5352,33.02,0.75,2411.34,13791.83,726.34,3895.66
5353,121.11,493.88,850.52,4339.82,850.14,4763.73
5354,80.44,1177.92,1831.8,6001.85,2105.33,7376.92
5359,26.77,546.91,2446.32,10933.62,0,126.65
5361,0,52.08,1655.14,9039.69,1095.36,5982.37
5362,19.36,363.9,306.52,7969.03,0,0
5363,0,0,2597.33,6896.89,1026.28,2725.17
5365,78.81,384.75,6459.06,11704.37,1797.71,3257.6
5366,32.44,177.93,1273.41,9334.91,1037.68,3716.89
5367,31.98,175.43,1255.54,7367.97,1023.12,3398.94
5390,22.21,335.61,2658.24,5622.62,1757.44,3717.28
6001,35.22,35.97,622.37,3126.44,1682.7,8452.96
6002,153.75,1692.96,551.49,2546.17,1491.06,6884.09
6007,104.59,765.88,998.44,4615.37,1458.98,7211.67
6010,0,0,1542.69,5741.85,1440.89,5362.93
6012,61.77,229.29,2104.35,7811.46,1330.2,4937.76
6019,260.46,1620.02,1915.34,9244.97,1505.53,7266.85
6022,255.19,1587.22,1876.56,9057.77,1475.05,7119.71
6024,252.67,1571.58,1858.07,8968.53,1460.52,7049.56
6026,253.29,1575.41,1862.6,8990.4,1464.08,7066.75
6028,256.13,1593.06,1883.47,9091.12,1480.48,7145.92
6042,253.2,1574.88,1861.98,8987.38,1463.59,7064.38
6044,250.69,1559.26,1843.5,8898.22,1449.07,6994.29
6047,254.19,1581.04,1869.25,9022.51,1469.31,7091.99
6105,113.93,1145.74,577.29,3441.3,1590.3,9480.03
6106,0,61.73,2692.66,15084.06,0,0
6108,179.51,371.51,2712.47,13098.95,500.58,2417.39
6109,0,1021.81,2711.77,13164.5,788.26,4661.82
6122,176.08,0,966.29,4735.04,3635.08,11592.68
6125,1.78,2847.81,3814.2,21009.47,0,2891.41
6126,22.25,317.9,1571.24,5931.1,2552.95,9636.86
6127,113.84,1879.9,1137.33,4715.95,1847.93,7662.49
6129,0,0,975.37,5378.18,704.37,8963.41
6132,53.25,999.49,1620.31,5020.92,1980.37,6136.68
6133,67.74,1160.31,1716.2,4579.82,2097.58,5597.56
6136,134.97,271.85,1005.31,5218.19,1819.63,9444.97
6137,134.97,759.67,678.75,3785.74,1228.55,6852.22
6144,77.64,112.94,423.87,4280.56,472.42,4770.82
6145,116.93,113.43,857.09,5932.03,955.26,6611.43
6146,35.67,17.72,787.39,3061.77,1875.88,7294.32
6148,6.64,505.09,1539.4,4804.44,1562.59,4876.81
6156,58.35,509.65,1010.91,6019.4,1134.59,6387.06
6157,336.31,715.81,816.78,4675.82,933.79,5284.59
6159,575.57,212.28,5667.98,11559.22,4015.42,8189.01
6160,575.58,1467.63,5683.66,11591.19,4026.53,8211.65
6161,535.66,212.28,5667.98,11559.22,4015.42,8189.01
6162,63.37,441.39,921.47,3859.08,1744.54,7306.09
6163,174.82,504.86,730.31,3509.01,1382.64,6643.34
6165,61.43,192.71,1132.84,3975.99,2513.38,8821.34
6166,39.62,552.31,245.93,4698.86,382.88,7315.61
6168,178.92,1046.56,526.54,2856.76,1392.05,7552.61
6181,0.23,4.64,4.54,21.92,9.59,46.35
6185,5.26,277.59,953.2,4231.36,811.99,3604.49
6186,5.31,40.95,945.06,5482.56,805.05,4670.33
6187,5.25,40.54,1004.55,5113.01,855.72,4355.53
6189,5.29,249.23,1090.82,6220.31,929.22,5298.79
6191,0,136.17,1140.74,11579.79,0,0
6195,4.51,544.55,900.31,4897.33,725.68,4200.22
6201,0,0,4598.48,12119.75,0,0
6202,53.98,84.15,875.13,4404.13,1957.96,9853.54
6206,53.52,1107.92,513.82,2628.24,1236.44,6324.46
6207,18.27,56.24,1033.58,4139.49,2487.16,9961.04
6208,263.93,620.54,439.63,2681.84,1828.04,11151.39
6209,51.41,741.4,1283.43,5339.02,1184.7,4928.33
6210,0,0,2124.43,6506.88,1961.01,6006.34
6215,166.27,449.66,822.77,3300.43,1724.89,6919.12
6216,180.65,488.55,1769.55,3971.34,3709.74,8325.63
6218,0,361.98,560.73,2064.7,2517.32,9269.15
6221,0,241.6,1466.62,7857.32,1924.9,10312.5
6222,462.36,321.28,788.33,8404.01,1034.66,11030.02
6223,31.43,445.06,1554.17,7485.96,1540.52,7420.21
6229,31.57,581.68,3793.93,18911.68,92.93,72.94
6231,149.01,478.74,2184.43,7997.77,1447.03,5297.97
6233,29.42,433.14,2038.91,11457.27,259.26,3612.34
6234,3.85,4.78,2046.97,12877.97,260.28,4060.27
6236,115.3,454.94,1439.05,5677.87,1900.11,7496.98
6238,76.6,278.88,786.45,2863.34,2049.17,7460.71
6239,0,0,0,0,0,0
6241,86.45,42.2,1304.81,7959.88,1448.21,8835.81
6242,88.63,1489.97,1203.82,6488.92,1336.13,8314.7
6245,93.48,1360.59,1088.67,5720.21,1208.35,7419.6
6252,0,0,9.61,31.17,14.77,47.94
6255,0,0,0,0,0,0
6261,111.88,1850.21,989.13,4960.42,1218.25,6109.48
6267,30.35,166.16,1252,6854.17,614.62,3364.78
6268,29.59,176.64,1220.78,7286.25,599.29,3576.89
6269,18.88,0,2245.08,5481.04,2245.08,5481.04
6270,43.61,489.9,3071.11,2964.57,3071.11,2964.57
6271,57.62,44.73,2287.94,9537.96,910.53,3918.86
6280,62.29,6.89,2460.33,6176.88,2165.06,5435.59
6281,53.2,6.43,2049.28,4902.26,1803.34,4313.94
6282,43.4,5.9,1901.7,5034.7,1673.48,4430.48
6283,21.05,191.5,1674.34,7480.85,1078.6,4819.13
6285,19.22,529.98,1254.84,7254.95,709.26,4100.66
6286,4.89,0,1449.28,8680.5,690.21,4120.13
6289,10.86,32.17,1602.22,9423.43,682.75,4015.57
6290,12.83,32.17,1816.32,10630.21,773.98,4529.82
6293,0,0,1897.75,8056.42,813.32,3452.75
6294,4.65,2.35,1316.62,8934.03,488.78,3316.68
6297,2.33,228.43,1145.71,7834.84,308.01,4679.67
6300,226.73,838.87,4519.84,6540.85,0,0
6301,65.01,111.55,1144.17,7376.17,348.4,3666.13
6302,49.48,9.97,1160.15,7522.53,353.26,3871.18
6308,100.01,138.64,8348.51,11572.9,3643.76,5051.07
6311,32.46,166.11,1614.33,8262.21,775.31,3968.09
6315,0,0,2495.11,12973.62,975.92,5074.41
6316,112.25,192.45,1899.58,10562.06,742.99,4131.17
6318,9.69,278.31,1583.92,9133.87,728.47,3995.17
6319,0,378.94,1429.95,8237.18,651.39,3602.95
6321,100.38,726.67,2836.84,12890.16,0,0
6322,0.93,182,2605.64,13221.79,0,513.92
6326,70.86,4.74,1992.73,6235.66,1311.04,6786.58
6328,0,75.77,7133.14,11578.26,0,0
6330,0,0,8275.94,16178.16,0,0
6331,0,0,3413.58,15135.74,0,0
6333,547.57,2748.56,1680.16,5585.76,2320.22,7713.68
6339,132.53,619.14,2595.01,11245.7,0,0
6340,61.22,273.15,3622.63,13985.54,0,0
6341,0,215.91,1568.06,6575.31,1524.76,6393.74
6344,28.99,778.09,3134.35,5721.79,2668.17,4727.71
6345,370.09,0,1636.29,7448.39,862.43,3925.74
6346,14.44,0,1287.87,6543.46,678.79,3448.8
6349,613.7,617.58,1688.62,14546.45,0.47,0
6357,155.05,745.67,800.5,5436.19,858.57,5830.53
6360,79.87,1401.87,684.62,7495.74,0,761.22
6364,2.25,0,1161.87,5343.36,1478.75,6800.64
6367,215.4,1053.66,893.67,5183.03,1149,6663.89
6368,190.7,78.13,1163.26,6185.43,1495.62,7952.7
6371,33.4,1510.15,1101.36,5101.93,1912,8539.59
6373,0.59,57.68,778.69,4780,1341.52,8000.75
6385,0,0,992.02,5712.16,628.33,3618.02
6390,0,0,1560.1,6427.43,1223.43,5040.38
6391,0,0,1071.25,6133.99,956.86,5478.07
6392,52.48,896.6,1067,6109.67,953.07,5456.35
6398,77.63,200.66,2686.27,6944.05,1217.06,3146.14
6403,0,124.84,1502.85,4965.93,1311.05,4332.16
6404,0,216.18,1670.19,5718.13,1457.04,4988.36
6413,46.46,390.13,810.4,5359.73,1003.19,6634.8
6417,0,3.32,357.78,12260,533.31,47
6418,119.35,503.11,2370.02,14889.67,46.3,0
6419,122.62,769.19,2930.93,6963,3265.65,7758.2
6420,116.54,731.07,2785.67,6617.91,3103.8,7373.69
6421,5.8,699.15,1240.94,5283.05,1426.24,6526.17
6424,10.19,714.19,1686.89,11455.58,876.77,5954.11
6425,13.38,948.77,1992.81,11272.12,1035.77,5858.76
6439,34.24,104.83,1837.76,10738.24,977.31,5710.56
6446,199.76,491.17,914.4,4837.81,1301.26,7318.5
6448,127.27,743.67,582.93,3406.18,1051.71,6145.31
6449,50.22,572.18,1504.74,10366.2,610.63,4206.67
6451,91.12,671.56,3310.21,16036.98,0,0
6453,0,0,2148.65,14820.07,10.32,59.51
6455,398.61,38.95,3083.83,11338.67,989.38,3637.78
6456,56.03,244.38,3442.67,22345.14,15.97,44.45
6468,83.39,1497.86,2809.55,17492.81,473.57,2948.57
6470,0,0,345.66,14541.52,1191.77,2498.43
6473,5.09,0,189.02,11767.63,0,0
6474,7.3,388.26,105.6,10404.03,0,0
6476,62.41,177.71,1578.85,8437.76,466.45,2492.83
6477,62.41,55.15,1547.56,8385.38,457.21,2477.36
6479,21.2,274.27,3966.52,14778.71,619.06,2306.52
6482,38.8,116.65,2611.57,10191,685.95,2675.22
6487,0.1,0.4,2.9,16,0.74,4.09
6492,106.93,876.85,880.44,11422.66,11.87,6.69
6501,16.55,416.43,144.93,3645.87,130.67,3089.76
6505,19.98,447.87,174.89,3921.17,148.21,3323.06
6506,4.03,160.4,2163.57,14997.48,495.95,3468.12
6508,14.6,155.92,960.39,10254.34,500.03,5339
6509,185.36,564.96,1919.87,5851.69,1758.68,5360.37
6510,98.6,99.13,2735.85,15849.4,509.9,2953.96
6511,302.39,111.23,12784.36,17015.77,2382.71,3171.35
6512,100.38,100.91,2826.88,15801.37,526.86,2945.01
6514,24.3,367.47,1569.01,12249.29,332.03,2592.14
6516,27.32,484.74,239.2,4243.9,202.71,3596.57
6518,55.71,441.19,2232.25,8145.2,483.71,1765.01
6519,142.11,1.4,3153.14,8566.11,683.26,1856.22
6525,191.11,1324.93,1701.54,10806.66,90.42,171.37
6527,218.78,1378.95,1802.74,8731.44,90.64,233.19
6528,192.94,1754.39,1792.89,8738.52,90.62,466.19
6529,231.98,1232.47,1719.11,8228.66,91,539.3
6530,203.73,2120.07,1810.1,8599.74,96.45,409.73
6533,237.77,2074.95,2106.54,10164.17,99.05,545.38
6534,406.59,1892.1,1761.27,6907.58,90.98,503.69
6535,208.82,2330.34,1764.45,7603.63,90.31,550.36
6539,238.69,1985.79,2023.19,9852.68,98.74,487.92
6544,192.84,2491.88,1744.07,7447.83,91.03,596.56
6548,219.33,812.76,1848.16,10099.85,90.34,171.22
6555,463.09,619.53,2210.51,7361.5,1693.07,5638.31
6558,77.02,117.61,2858.46,4364.98,2488.09,3799.4
6559,75.78,149.45,2812.63,5547.11,2448.2,4828.36
6560,63.78,152.98,2367.15,5677.96,2060.44,4942.26
6563,33.5,58.48,1390.37,4084.43,1569.05,8821.99
6566,751.27,975,9349.33,9411.07,6.61,275.87
6568,65.88,143.61,2994.55,6527.65,4790.94,10443.52
6570,27.6,619.08,1427.19,4858.4,2188.36,7449.57
6574,231.81,1033.09,1930.59,5031.95,2775.69,7547.27
6577,226.53,1114.54,1857.72,4569.3,2671.35,7297.48
6579,16.17,825.39,3004.51,12461.17,104.55,927.2
6583,0,0,1068.82,9006.07,0,0
6591,48.6,242.44,1331.07,5703.71,858,3676.55
6593,279.2,933.08,1573.07,8495.97,724.19,4186.77
6594,117.61,780.62,1085.38,4138.63,2712.09,10341.42
6595,121.32,477.61,1585.24,3986.42,2464.4,6148.39
6598,0.73,6.95,1538.82,9288.86,540.67,3263.65
6599,175.59,358.67,1890.02,3860.69,3977.43,8124.61
6600,1199.23,0,24750.62,7516.61,2860.63,8687.56
6603,89.18,196.53,1647.32,13624.94,1.66,195.61
6605,35.12,587.74,1133.01,3434.08,1823.7,7273.04
6608,7.36,458.16,1182.82,5140.35,1105.71,4805.24
6610,42.3,42.94,1919.5,11387.63,490.91,3604.21
6611,0,799.96,1637.65,7560.26,694.55,3206.39
6612,0,0,1694.64,6203.71,718.71,2631.06
6616,91.89,1117.73,425.21,3094.67,815.76,5645.24
6621,62.41,55.15,1569.13,9110.38,463.58,2691.55
6622,248.74,1190.45,1073.98,6280.4,680.25,3977.94
6623,480.23,304.49,4611.1,6141.96,2960.5,3943.36
6624,510.78,646.68,4621.61,7135.96,2967.24,4581.54
6625,27.15,237.07,1753.15,15308.33,370.99,3239.48
6633,8.04,829.08,1209.19,7268.52,745.1,5276.75
6634,25.07,1119.67,1105,7713.12,687.49,4691.74
6638,59.56,221.1,2029.21,7532.54,1282.7,4761.45
6639,88.9,397.04,2159.11,12107.3,544.85,3055.25
6641,0,0,348.91,3482.57,843.45,8418.72
6647,0,129.26,2116.54,5352.11,0,0
6648,5.27,40.67,1349.22,6628.95,1149.33,5646.88
6654,7.28,554.07,1688.7,5270.4,1714.14,5349.79
6664,264.67,1646.19,1946.28,9394.31,1529.85,7384.24
6675,316.63,2162.49,1778.36,10272.35,91.05,583.06
6678,21.7,0,2357.52,13951.46,0,0
6680,36.76,1115.72,1427.92,3728.92,3337.77,9179.89
6682,0,0,2211.09,12824.38,1.99,0
6683,136.12,745.38,1067.56,10514.79,505.96,5364.95
6686,88.89,460.32,1683.98,4267.81,2716.54,6884.7
6688,0,0,1706.34,12172.28,381.76,2437.72
6690,65.18,28.28,1366.8,5855.86,1264.41,5417.17
6692,10.17,0,1467.08,7320.28,701.16,3828.3
6694,36.89,694.69,791.65,3897.86,1847.21,9095.16
6695,416.48,546.77,1627.78,7162.26,1017.29,4476.12
6697,60.5,727.79,1643.67,5017.72,1244.61,3815.25
6699,0,484.62,408.15,8336.27,0,0
6701,504.61,1963.89,5774.99,11777.45,4091.23,8343.61
6704,17.76,277.92,1200.93,12795.8,1742.05,4360.44
6705,38.06,166.85,2185.17,9578.99,819.52,3592.46
6707,98.57,182.01,3658.52,6755.25,3184.49,5879.97
6712,0,0,1409.74,7077.34,604.17,3033.15
6713,4.84,542.82,1410.07,4152.53,653.32,7713.78
6714,0,130.15,1972.01,7774.13,322.86,2567.7
6716,6.69,273.58,3153.88,12019.13,860.73,3280.16
6718,41.08,812.72,154.18,3362.7,196.24,4513.08
6719,135.86,68.22,1529.07,13538.34,342.5,3032.45
6720,286.88,910.79,1870.94,3138,5178.93,6371.09
6722,18.47,1183.49,1155.04,7746.02,710.64,5900.88
6723,13.65,990.88,1137.29,7533.05,732.16,5229.96
6725,17.86,127.45,1161.02,8284.32,607.3,4333.34
6727,17.47,765.67,1705.04,6360.9,1141.91,4260.07
6729,518.2,788.46,3137.27,12083.68,1060.4,4084.3
6731,74.67,705.98,1107.18,9035.73,585.69,4779.79
6733,44.17,6.04,1577.73,8917.16,417.6,2360.2
6734,117.64,18.84,2004.84,10750.09,558.12,2992.66
6737,0,0,1751.77,9074.83,701.35,3633.24
6745,42.62,18.74,992.47,3410.16,2364.45,8124.32
6746,32.96,329.29,1653.38,9586.63,777.54,4508.32
6748,16.18,583.08,2667.44,10733.41,42.82,169.09
6762,502.45,1094.32,1446.98,5071.51,1835.69,6433.91
6765,273.14,1997.77,1836.51,8372.37,97.18,569.7
6767,286.38,1331.39,1848.91,10563.14,90.68,688.34
6768,204.56,992.26,1695.7,9437.36,90.68,171.86
6773,19.83,830.27,835.43,8930.95,540.89,3209.63
6775,0,387.83,2097.91,5815.93,499.35,5683.78
6776,4.59,789.67,2028.19,2361.77,435.57,7284.82
6777,15.84,315.69,705.24,4311.48,1081.22,6481.6
6780,8.91,666.17,2718.34,14560.72,673.23,3606.12
6783,105.49,75.94,1462.01,8138.89,476,2649.88
6785,24.89,684.22,1546.02,7755.77,804.56,4036.18
6786,62.13,547.75,2040.38,6313.95,2704.58,8369.66
6787,21.86,286.31,1701.78,11362.82,0,0
6788,22.12,58.02,2996.56,12124.13,0,0
6791,150.41,627.26,766.79,4720.9,949.21,5843.99
6794,32.74,193.84,1541.97,9128.44,565.42,3347.31
6795,112.54,1083.18,496.8,2375.22,1777.68,8500.32
6797,83.97,578.2,848.97,4655.71,1626.73,8312.84
6800,177.95,320.6,1772.25,8756.33,1275.17,6300.38
6801,21.52,909.43,1336.54,11711.83,309.59,2712.92
6803,70.44,1176.89,599.63,5711.02,1048.82,8090.59
6805,0,0,351.33,4099.27,576.64,6728.17
6808,115.43,103.31,1459.63,10691.33,0.41,0
6809,0,422.22,824.52,9553.38,0,0
6811,257.2,1599.73,1891.35,9129.15,1486.67,7175.82
6817,0,298.91,955.99,6777.31,590.42,4185.66
6818,513.54,1990.93,457.83,2193.53,1366.21,6545.74
6822,211.56,1119.08,1828.37,9078.78,90.57,171.67
6823,489.13,923.23,1743.1,10887.77,90.68,171.86
6824,191.54,847.04,1781.38,8518.22,90.68,171.86
6826,40.78,790.99,1173.47,5350.49,1474.85,6724.64
6828,363.68,906.77,747.52,2122.15,2776.8,7883.15
6829,52.79,2.06,1569.68,9504.98,1051.26,6365.75
6832,4.05,0,1528.89,9115.51,814.24,4854.3
6834,26.04,108.88,2251.07,10020.87,588.61,2630.56
6835,0,1112.86,222.21,14373.63,1173.21,2345.45
6837,26.79,494.89,612.89,9067.81,0,0
6838,277.37,10.24,1437.36,6085.81,1963.36,8089.83
6839,78.66,203.33,2722.02,7036.48,1233.26,3188.01
6840,0,0,0,0,0,0
6841,106.22,962.28,873.51,7106.31,440.61,3363.89
6844,2.14,609.71,948.23,5276.98,1069.28,5950.64
6845,8.98,148.36,3463.28,12800.81,945.17,3493.49
6847,155.91,840.84,1535.44,6007.91,1017.12,3979.83
6852,178.69,580.19,2704.72,12124.19,499.15,2237.5
6859,229.87,777.77,4139.01,12527.8,0,0
6860,0,0,2850.46,10676.81,0,0
6861,215.4,1057.32,929.24,4782.73,1194.74,6149.22
6862,57.16,279.29,1578.48,7711.77,709.89,3468.23
6863,107.37,766,1095.98,5881.87,1097.39,6251.33
6864,80.06,510.7,6133.4,11151.89,1707.07,3103.83
6865,6.3,443.11,1508.25,10757.66,783.92,5591.37
6885,0,0,3717.19,15948.91,0,0
6888,0,44.51,3184.45,12108.78,0,0
6891,0,579.11,1373.83,5493.51,2086.09,8341.6
6893,44.64,1087.03,723.43,2709.8,2815.08,10544.65
6894,83.08,1334.17,425.74,2883.81,862.05,5349.21
6895,32.12,176.21,1261.1,9143.82,1027.65,3698.42
6896,22.94,57.66,2935.73,14457.02,0,0
6898,35.08,167.14,1447.19,6894.71,710.44,3384.67
6899,108.29,769.82,202.87,2025.8,698.7,6977.11
6900,11.12,513.76,2743.97,10585.8,21.39,24.29
6906,294.65,0,3007.09,4171.81,0,7636.91
6910,117.74,317.41,1836.51,8890.11,511.26,2474.87
6912,0,0,0,0,0,0
6913,242.04,1858.82,1837,10578.37,91.07,590.77
6915,249.59,1552.43,1835.43,8859.26,1442.72,6963.67
6918,422.32,913.35,803.41,4643.82,918.05,5232.48
6921,0,225.94,1338.37,6035.3,969.16,4370.39
6923,166.9,1049.6,707.21,3724.09,585.57,5698.83
6924,110.25,1081.57,869.39,3578.98,651.06,5576.08
6927,104.82,1088.39,916.06,4417.01,1306.62,6300.18
6928,0,567.7,3078.41,13169.12,785.96,4637.74
6929,60.53,109.64,911.06,2709.56,2372.25,7055.23
6930,32.11,729.55,182.02,3050.4,231.66,4135.71
6931,15.06,1000.68,803.49,3354.8,1883.95,7866.06
6932,6.2,421.89,623.61,7982.47,0,0
6933,81.14,1511.67,1122.37,5806.92,1640.58,9082.94
6935,74.69,325.38,3304.9,11937.66,1402.75,5066.88
6936,0,0,370.14,3496.03,863.57,8157.41
6937,49.89,151.1,2267.67,6868.16,3628.02,10988.3
6939,32.79,166.7,606.59,3084.04,1000.06,5084.5
6940,15.12,1129.14,3109.65,7217.1,2057.93,4776.21
6942,134.97,271.85,1169.65,5295.16,2117.07,9584.29
6944,321.93,1044.65,2824.99,11140.64,1223.96,4826.81
6952,61,251.16,843.99,3475.17,2040.01,8399.78
6956,0,343.75,2432.18,13592.49,773.46,4322.59
6957,99.78,510.43,2072.89,11384.86,5.87,0
6960,192.57,1984.55,1821.29,8582.87,90.85,327.41
6963,0,2084.05,1703.17,5801.05,1790.41,6098.17
6965,4.56,713.69,615.3,4201.97,0,36.57
6970,24.14,766.09,750.86,4833.3,929.49,5983.12
6975,73.22,178.82,1314.02,3209.39,3459.2,8448.84
6976,34.38,319.39,1467.42,5413.76,1929.86,7119.88
6977,68.22,360.98,1644.21,868.82,1025.21,5424.85
6980,3.89,262.74,1053.86,8872.3,681.85,3223.79
6981,5.44,229.32,981.76,9774.03,635.51,3500.89
6982,5.41,229.32,917.56,9603.48,593.98,3441.97
6983,21.13,984.5,1574.04,6995.95,759.22,3313.15
6986,0,0,1053.1,6030.08,940.65,5385.28
6990,18.32,135.33,640.04,2976.27,1432,6658.94
6996,196.69,813.73,1733.05,9182.87,90.31,366.05
6998,84.94,744.8,1854.4,10847.85,626.79,3666.59
7001,225.26,369.27,2200.78,2151.14,4596.69,4493.02
7006,-35.1,944.2,1070.03,3707.03,1393.61,4828.04
7007,4.85,428.44,1674.36,4807.12,1574.81,4521.32
7009,31.19,1146.24,489.24,2271.63,1507.96,6958.16
7010,15.19,7.3,2407.73,6605.68,684.63,5719.26
7011,14.78,7.1,2435.81,6413.23,692.67,5552.64
7019,56.09,69.96,1182.33,5828.14,1182.33,5828.14
7020,185.36,564.96,1919.87,5851.69,1758.68,5360.37
7021,56.19,371.25,1366.93,4966.24,1421.83,5165.69
7022,191.88,1351.54,1798.21,9418.49,90.68,171.86
7023,191.28,868.76,1795.14,9163.77,90.58,171.68
7024,191.72,1117.69,1820.05,9953.16,90.68,171.86
7028,214.57,1059.65,1375.42,5586.59,2734.83,11108.15
7029,117.54,336.65,1848.86,5295.2,3016.49,8639.32
7030,73.28,547.99,3077.04,16141.98,0,0
7031,70.99,289.76,1207.54,4928.82,982.55,4010.5
7034,101.77,430.91,1064.8,5375.91,1066.09,5651.33
7035,756.94,3091.7,0,0,125.05,5879.5
7037,354.62,1483.94,482.92,3338.74,945.45,7281.45
7039,255.1,1586.69,1875.93,9054.74,1474.55,7117.32
7053,37.34,1333.43,1521.55,6923.94,791.83,3603.28
7055,13.26,427.72,490.21,2462.39,1593.39,8003.78
7056,155.54,550.48,1408.94,4239.76,1504.02,4525.9
7060,0,820.99,1329.25,8156.72,972.86,5969.82
7061,217.83,1842.94,788.56,5294.19,1013.86,6806.82
7062,1.11,578.55,916.19,5936.39,890.89,5772.47
7063,45.48,399.97,3009.95,16715.14,37.21,34.78
7064,142.35,689.61,3480.41,7395.88,3733.3,7933.26
7069,18.82,0,1048.68,4367.36,2129.14,8867.06
7070,219.19,983.58,1798.79,9358.56,90.68,171.86
7072,243.65,1336.09,1642.75,120.56,90.69,864.69
7073,26.82,420.76,1557.22,6887.37,733.79,3245.45
7083,0,0,0,0,0,0
7097,5.48,761.37,902.9,5541.32,727.77,4604.51
7098,164.07,0,630.33,4766.17,1225.76,9268.49
7101,0,58,2694.15,14551.1,0,0
7102,134.62,961.52,616.59,4403.96,1112.43,7945.46
7108,58.41,444.26,1422.5,829.97,522.59,9836.82
7111,5.26,590.32,1115,5799.46,949.82,4940.28
7112,5.9,0,702.21,3325.07,1369.24,6483.54
7119,798.41,4315.92,1908.5,3368,6716.85,11940.03
7123,137.26,857.18,982.98,12815.46,465.88,6704.65
7127,75.65,208.47,2807.88,7737.52,2444.06,6734.96
7128,608.22,56.51,2873.28,9701.28,921.83,3112.46
7139,68.59,463.5,659.68,3173.37,1475.92,7099.92
7140,16.85,430.79,4776.8,7354.49,2700.92,4158.41
7141,56.26,174.3,1203.23,6679,515.67,2862.43
7143,4.26,23.03,2800.97,13372.49,614.85,2935.42
7144,5.66,189,629.01,3567.66,1025.44,5816.16
7145,53.11,570.34,770.28,2841.89,2139.9,7895.04
7146,6.29,1353.72,1484.17,6503.46,1294.75,5673.47
7157,40.45,334.36,539.24,4457.23,765,6323.3
7162,193.87,479.5,1246.37,8351.63,843.46,5651.77
7163,67.79,319.62,1405.56,8400.15,580.56,3469.66
